victim_id,circumstances_id,justifiable_force_id
25833015,9,
25833049,10,
25833814,9,
25833836,9,
25833837,9,
25834613,2,
25834619,9,
25835394,6,
25835398,1,
25833058,6,
25833059,1,
25833062,10,
25833073,2,
25834662,9,
25835450,9,
25833108,9,
25833113,9,
25833121,9,
25833128,1,
25833134,9,
25833895,9,
25833922,9,
25833926,10,
25833180,9,
25833181,9,
25834746,1,
25834750,2,
25834764,10,
25833204,9,
25833206,9,
25833207,9,
25833214,9,
25833225,1,
25834013,9,
25834028,1,
25834802,1,
25833267,1,
25834839,9,
25833306,1,
25833332,9,
25834086,1,
25834103,1,
25834113,1,
25834119,1,
25834894,1,
25834901,9,
25834904,1,
25833395,9,
25833396,9,
25834136,2,
25834167,9,
25834941,2,
25834963,1,
25833409,2,
25833410,2,
25834229,9,
25834230,2,
25834987,1,
25834988,1,
25834994,9,
25835001,9,
25835002,9,
25835018,1,
25833472,9,
25833489,9,
25834236,9,
25834253,9,
25834264,10,
25834274,2,
25833511,9,
25833514,1,
25833517,9,
25833523,10,
25834288,2,
25834289,2,
25835080,9,
25835116,9,
25833589,9,
25833609,1,
25835178,9,
25835193,1,
25835195,1,
25833653,10,
25833665,9,
25833692,1,
25834452,1,
25834454,1,
25834460,1,
25835216,10,
25835227,9,
25833705,9,
25834521,9,
25834526,1,
25835293,9,
25832978,10,
25832990,10,
25832991,10,
25833744,10,
25833763,9,
25833783,9,
25833790,1,
25834528,9,
25834551,10,
25835331,1,
25835360,9,
25833073,8,
