property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
82450133,52,0,,82476268
82479557,9,0,,82406479
82479558,47,0,,82406480
82468936,9,0,2014-01-02 00:00:00,82410668
82468937,9,0,,82410669
82477147,9,0,,82405136
82468938,68,,,82410670
82466019,16,1,2014-01-13 00:00:00,82419024
82466020,36,2,2014-01-13 00:00:00,82419025
82466021,16,4,,82419026
82466022,27,1,,82419027
82466023,36,2,,82419028
82466024,63,2,,82419029
82468939,68,,,82410671
82468940,10,0,,82410672
82468941,11,4,,82410673
82460894,20,990,,82413843
82468942,68,,,82410674
82460895,20,1000,,82413844
82460896,51,0,,82413845
82460714,68,,,82411374
82466015,68,,,82419020
82479553,63,4832,,82406475
82450128,10,0,,82476263
82466016,10,0,,82419021
82468932,47,0,,82410664
82468933,20,959,,82410665
82450129,57,11460,,82476264
82466561,12,100,,82409344
82466562,15,200,,82409345
82466563,16,100,,82409346
82466564,36,200,,82409347
82466565,57,200,,82409348
82466566,63,200,,82409349
82468935,20,2332,,82410667
82468934,20,100,,82410666
82450130,57,3600,,82476265
82460715,6,100,2013-12-23 00:00:00,82411375
82460716,6,100,,82411376
82466567,20,950,,82409350
82466017,63,6490,,82419022
82460890,43,250,,82413839
82479554,52,0,,82406476
82479555,52,0,,82406477
82466018,20,590,,82419023
82479556,9,0,,82406478
82477145,3,900,,82405134
82460891,10,0,,82413840
82460892,20,3455,,82413841
82460893,36,110,,82413842
82477146,20,48384,,82405135
82450131,6,200,,82476266
82450132,13,150,,82476267
