victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
77227809,70985826,1,4,,,,5,20,F,1,,U,,,,
77227810,70985827,1,4,,,,5,24,F,1,,U,,,,
77227812,70985828,2,4,,,,5,57,M,1,,R,,,,
77227811,70985828,1,7,,,,,,,,,,,,,
77227815,70985831,1,4,,,,5,8,M,1,,R,,,,
77227813,70985829,1,4,,,,5,55,M,1,,U,,,,
77227814,70985830,1,8,,,,,,,,,,,,,
77227817,70985833,1,4,,,,5,47,F,1,,U,,,,
77227816,70985832,1,4,,,,5,13,F,1,,U,,,,
77227818,70985834,1,4,,,,5,6,F,1,,U,,,,
77227819,70985835,1,4,,,,5,3,F,1,,U,,,,
77227820,70985836,1,4,,,,5,8,F,1,,N,,,,
77227821,70985837,1,2,,,,,,,,,,,,,
77227822,70985838,1,8,,,,,,,,,,,,,
77227823,70985839,1,4,,,,5,30,F,1,,R,,,,
77227824,70985840,1,1,,,,,,,,,,,,,
77227825,70985841,1,4,,,,5,89,F,1,3,R,,,,
77227826,70985842,1,4,,,,5,35,F,1,,R,,,,
77227827,70985843,1,4,,,,5,13,F,1,,R,,,,
77226885,70985790,1,4,,,,5,14,M,1,3,U,,,,
77226886,70985791,1,4,,,,5,43,M,1,,R,,,,
77226887,70985792,1,4,,,,5,33,M,1,,R,,,,
77226888,70985793,1,8,,,,,,,,,,,,,
77226889,70985794,1,8,,,,,,,,,,,,,
77226890,70985795,1,4,,,,5,53,F,1,2,U,,,,
77226891,70985796,1,1,,,,,,,,,,,,,
77226892,70985797,1,4,,,,5,2,F,1,,R,,,,
77226893,70985797,2,4,,,,5,7,F,1,,R,,,,
77226894,70985798,1,4,,,,5,9,F,1,,R,,,,
77226895,70985799,1,3,,,,,,,,,,,,,
77227780,70985800,1,4,,,,5,56,M,1,,R,,,,
77227781,70985800,2,4,,,,5,62,M,1,,U,,,,
77227783,70985802,1,4,,,,5,54,M,1,,R,,,,
77227782,70985801,1,4,,,,5,26,F,1,2,N,,,,
77227784,70985803,1,3,,,,,,,,,,,,,
77227786,70985805,1,4,,,,5,14,F,1,,U,,,,
77227785,70985804,1,4,,,,5,53,M,1,,U,,,,
77227787,70985806,1,4,,,,5,55,M,1,,R,,,,
77227788,70985807,1,4,,,,5,55,M,1,,R,,,,
77227789,70985808,1,4,,,,5,15,F,1,,R,,,,
77227791,70985810,1,4,,,,5,15,F,1,,R,,,,
77227792,70985811,1,4,,,,5,15,F,1,,R,,,,
77227790,70985809,1,4,,,,1,,M,1,,R,,,,
77227793,70985812,1,4,,,,5,70,M,1,,R,,,,
77227796,70985814,1,4,,,,5,9,M,1,,R,,,,
77227794,70985813,1,2,,,,,,,,,,,,,
77227795,70985813,2,4,,,,5,74,M,1,,U,,,,
77227797,70985815,1,1,,,,,,,,,,,,,
77227798,70985816,1,4,,,,5,43,M,1,,U,,,,
77227799,70985817,1,4,,,,5,58,F,1,,N,,,,
77227800,70985818,1,4,,,,5,43,F,2,,U,,,,
77227801,70985819,1,8,,,,,,,,,,,,,
77227802,70985820,1,4,,,,5,9,F,1,,U,,,,
77227803,70985821,1,4,,,,5,9,F,0,,R,,,,
77227804,70985821,2,4,,,,5,9,F,0,,R,,,,
77227807,70985824,1,1,,,,,,,,,,,,,
77227806,70985823,1,4,,,,5,64,M,1,,R,,,,
77227805,70985822,1,8,,,,,,,,,,,,,
77227808,70985825,1,4,,,,5,38,M,1,,R,,,,
