"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
21202018,2120,2018,"CT0000200","CT0000200","","N","N",,"I","ANSONIA","ANSONIA PD","Ansonia","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",18751,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",43,2,45,3,7,10,0,0,01-JAN-98,01-MAR-01,,,,,"N","NEW HAVEN","New Haven-Milford, CT","Y","Y","Y"
21212018,2121,2018,"CT0000400","CT0000400","","N","N",,"I","AVON","AVON PD","Avon","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",18379,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",29,1,30,4,7,11,0,0,01-JAN-98,01-FEB-10,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21232018,2123,2018,"CT0000700","CT0000700","","N","N",,"I","BERLIN","BERLIN PD","Berlin","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",20593,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",37,6,43,4,7,11,0,0,01-JAN-98,01-FEB-00,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21242018,2124,2018,"CT0000900","CT0000900","","N","N",,"I","BETHEL","BETHEL PD","Bethel","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",19974,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",31,4,35,6,5,11,0,0,01-JAN-98,01-AUG-98,,,,,"N","FAIRFIELD","Bridgeport-Stamford-Norwalk, CT","Y","Y","Y"
21252018,2125,2018,"CT0001100","CT0001100","","N","N",,"I","BLOOMFIELD","BLOOMFIELD PD","Bloomfield","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",21541,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",37,3,40,11,10,21,0,0,01-JAN-98,01-OCT-05,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21262018,2126,2018,"CT0001400","CT0001400","","N","N",,"I","BRANFORD","BRANFORD PD","Branford","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",28121,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",47,8,55,4,7,11,0,0,01-JAN-98,01-JAN-98,,,,,"N","NEW HAVEN","New Haven-Milford, CT","Y","Y","Y"
21272018,2127,2018,"CT0001500","CT0001500","","N","N",,"I","BRIDGEPORT","BRIDGEPORT PD","Bridgeport","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",146819,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",338,22,360,54,31,85,0,0,01-JAN-98,01-JUN-18,,,,,"N","FAIRFIELD","Bridgeport-Stamford-Norwalk, CT","Y","Y","Y"
21282018,2128,2018,"CT0001700","CT0001700","","N","N",,"I","BRISTOL","BRISTOL PD","Bristol","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",60184,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",115,10,125,4,15,19,0,0,01-JAN-98,01-JAN-11,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21292018,2129,2018,"CT0001800","CT0001800","","N","N",,"I","BROOKFIELD","BROOKFIELD PD","Brookfield","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",17230,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",32,5,37,2,5,7,0,0,01-JAN-98,01-AUG-06,,,,,"N","FAIRFIELD","Bridgeport-Stamford-Norwalk, CT","Y","Y","Y"
21302018,2130,2018,"CT0002300","CT0002300","","N","N",,"I","CANTON","CANTON PD COLLINSVILLE","Canton","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",10298,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",15,4,19,0,1,1,0,0,01-JAN-98,01-NOV-06,,,,,"N","HARTFORD","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21312018,2131,2018,"CT0002500","CT0002500","","N","N",,"I","CHESHIRE","CHESHIRE PD","Cheshire","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",29337,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",42,5,47,6,5,11,0,0,01-JAN-98,01-APR-98,,,,,"N","NEW HAVEN","New Haven-Milford, CT","Y","Y","Y"
21322018,2132,2018,"CT0002700","CT0002700","","N","N",,"I","CLINTON","CLINTON PD","Clinton","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",12917,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",25,5,30,2,4,6,0,0,01-JAN-98,01-DEC-01,,,,,"N","MIDDLESEX","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21332018,2133,2018,"CT0003200","CT0003200","","N","N",,"I","COVENTRY","COVENTRY PD","Coventry","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",12438,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",13,4,17,3,1,4,0,0,01-JAN-98,01-APR-03,,,,,"N","TOLLAND","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21342018,2134,2018,"CT0003300","CT0003300","","N","N",,"I","CROMWELL","CROMWELL PD","Cromwell","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",13950,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",22,3,25,4,6,10,0,0,01-JAN-98,01-DEC-99,,,,,"N","MIDDLESEX","Hartford-East Hartford-MIddletown, CT","Y","Y","Y"
21352018,2135,2018,"CT0003400","CT0003400","","N","N",,"I","DANBURY","DANBURY PD","Danbury","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",85818,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",133,0,133,12,5,17,0,0,01-JAN-98,01-APR-14,,,,,"N","FAIRFIELD","Bridgeport-Stamford-Norwalk, CT","Y","Y","Y"
21362018,2136,2018,"CT0003500","CT0003500","","N","N",,"I","DARIEN","DARIEN PD","Darien","","A",8,"Connecticut","CT","CT","1","New England","1","Northeast","Region I","City",22050,23359,"CTUCR0001","Connecticut State Police Crimes Analysis Unit","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",43,5,48,8,5,13,0,0,01-JAN-98,01-JUN-01,,,,,"N","FAIRFIELD","Bridgeport-Stamford-Norwalk, CT","Y","Y","Y"
