criminal_act_id,offense_id
6,56967483
6,56960482
8,56960482
6,56964712
8,56964712
6,56964713
8,56964713
2,60764466
2,60761265
6,60766180
2,60755412
6,60752283
6,60752284
3,60764468
6,60764469
6,60755413
2,60761267
6,60761267
3,60761267
8,60761268
2,60761268
6,60761268
6,60761269
3,60764471
3,60757034
2,60757034
8,60757034
8,60757035
6,60757035
6,60757036
8,60757036
6,60757037
8,60757037
6,60766952
8,60766952
6,60757038
1,60752288
6,60761279
6,60761280
6,60761281
6,60766957
6,60764477
6,60761289
7,60761289
6,60752297
7,60752297
6,60752300
6,60761298
7,60761298
6,60766968
6,60766969
6,60766970
1,60767030
6,60767031
6,60767032
6,60757875
6,60759294
8,60759294
6,60765306
6,60756209
3,60756214
6,60759263
8,60759263
6,60757839
8,60761327
6,60757848
6,60757849
6,60764522
6,60767010
6,60767011
6,60764525
6,60752335
6,60757856
8,60757856
6,60761339
8,60761339
8,60761341
6,60761341
6,60752339
8,60752339
6,60764532
8,60764532
6,60759274
8,60759274
6,60764534
8,60764534
6,60764484
6,60757049
8,60757049
6,60764486
6,60764487
6,60761303
8,60764494
6,60757055
6,60752310
6,60761306
3,60752311
6,60752316
6,60756201
6,60756205
6,60756206
6,60756235
8,60756235
6,60752341
8,60752341
6,60764536
8,60764536
6,60764537
8,60764537
8,60761345
3,60756239
6,60756239
6,60767020
6,60761349
8,60761349
8,60752345
6,60761352
6,60752351
6,60767023
6,60767024
6,60765308
6,60765309
6,60762134
6,60762135
3,60752358
6,60762137
5,60768958
8,60768960
6,60762141
1,60756277
6,60766694
8,60767529
6,60767850
6,60767535
6,60767536
6,60767538
6,60767539
8,60767856
6,60767542
6,60767545
6,60765906
1,60765911
7,60752373
1,60767054
6,60767058
6,60759304
3,60753143
6,60759312
6,60759309
6,60765917
6,60753145
3,60759318
6,60768981
3,60768982
6,60767513
6,60765921
6,60753151
6,60753152
1,60767074
3,60756272
6,60759321
6,60767076
6,60753156
1,60766758
6,60767874
6,60767557
3,60766712
6,60768150
3,60766715
6,60768158
6,60761190
8,60775912
6,60769794
6,60769795
6,60775914
3,60767867
6,60769773
3,60769773
6,60768376
6,60775916
6,60775919
6,60765104
6,60768354
6,60768355
6,60775923
3,60775923
8,60775923
6,60766739
6,60766740
6,60765107
6,60765108
9,60761206
6,60768172
6,60769801
6,60765109
6,60766745
6,60765113
8,60775932
6,60775936
6,60769814
6,60766754
6,60766817
3,60765165
6,60768437
8,60768437
6,60766820
6,60767593
6,60767594
6,60765173
6,60776757
6,60776758
6,60762052
6,60762053
6,60762055
6,60762056
6,60765936
6,60765937
8,60776761
3,60768454
6,60769018
6,60762022
6,60762027
6,60766795
6,60762028
7,60768414
6,60776734
3,60766799
6,60765156
6,60769879
6,60768997
6,60768427
8,60762040
6,60768428
6,60768429
6,60769827
6,60765129
6,60765130
1,60766772
2,60766774
4,60766779
6,60775955
6,60766780
3,60766782
6,60768402
6,60768403
6,60776764
2,60769074
6,60776821
6,60776822
8,60775575
6,60776829
6,60780454
6,60780455
6,60780456
6,60776832
3,60780033
6,60780035
6,60780036
6,60780032
1,60762088
5,60769046
6,60776791
8,60776791
3,60780037
3,60765986
6,60765987
1,60775547
6,60762098
6,60762099
6,60780438
6,60780393
6,60780394
6,60765958
6,60776776
2,60769031
1,60775525
6,60765962
6,60780404
6,60765963
6,60780408
6,60780409
6,60780020
6,60780021
6,60769041
6,60780030
6,60778812
6,60778813
6,60774059
6,60780077
8,60776356
6,60776356
2,60774060
3,60762895
6,60762896
6,60776364
6,60777613
6,60780094
6,60780095
6,60776376
6,60762125
1,60780464
8,60776839
6,60776839
6,60766028
8,60776837
6,60772680
1,60778866
6,60781300
6,60772684
6,60781302
6,60781303
6,60781305
6,60779634
6,60779635
6,60780898
6,60780135
6,60772689
6,60776426
6,60774845
6,60771915
6,60783922
6,60783923
8,60780515
6,60780120
6,60778855
6,60778859
6,60776411
6,60781286
6,60781287
6,60781288
6,60778817
6,60778818
6,60780079
6,60774819
6,60778823
6,60780912
1,60779660
8,60779660
6,60772703
6,60772704
6,60776445
6,60784723
6,60774898
8,60772716
8,60772717
1,60776447
6,60781337
6,60780927
6,60780928
1,60781347
6,60784737
6,60776457
6,60780939
8,60776461
6,60788387
6,60788388
6,60788389
8,60788394
6,60772737
6,60776428
6,60772690
6,60772691
1,60776430
6,60781317
6,60780904
6,60781319
6,60774881
6,60781322
6,60781323
6,60784750
8,60780947
6,60780947
5,60780950
6,60780951
6,60788401
6,60780960
6,60774922
6,60774923
8,60784762
8,60784763
6,60783526
8,60788411
6,60783528
6,60779695
8,60772747
8,60772748
8,60788414
8,60788415
6,60780966
1,60773562
6,60772791
3,60784315
7,60784315
6,60784315
6,60779739
6,60775733
6,60784319
6,60779749
3,60780517
6,60772801
8,60775743
6,60775743
6,60788456
6,60787096
6,60783536
6,60779708
6,60786323
6,60779715
6,60786314
8,60774944
6,60775705
6,60775706
1,60784778
6,60784780
6,60786319
6,60779728
6,60772783
6,60772785
6,60772786
6,60772755
8,60772756
8,60772757
6,60789252
6,60785608
6,60787139
6,60787140
6,60787141
10,60787145
6,60783784
6,60783785
8,60783790
5,60787597
8,60773596
8,60789269
6,60789269
6,60787599
8,60787603
2,60784340
8,60787111
6,60787160
6,60773601
4,60787161
6,60788471
6,60784344
6,60773565
6,60773566
6,60785592
6,60785595
8,60773568
6,60773568
6,60773569
8,60773569
6,60786816
6,60784566
8,60784360
6,60773573
6,60773574
6,60788478
8,60788479
6,60787128
3,60785604
8,60787133
6,60787665
6,60789333
6,60789334
6,60784628
6,60784629
6,60787669
6,60787670
6,60787663
6,60789279
8,60773607
6,60795305
8,60795305
8,60795306
6,60787614
6,60787615
6,60784389
6,60795308
1,60789282
6,60787618
3,60787619
6,60784577
6,60787621
6,60787622
6,60787623
6,60784398
6,60787628
6,60789290
6,60789291
6,60784584
6,60787631
6,60784405
6,60795333
6,60784589
1,60784590
8,60778967
8,60778968
6,60787176
6,60787177
6,60784410
6,60784411
6,60784601
6,60787187
6,60787188
6,60787635
6,60787184
10,60787640
5,60795340
6,60787643
6,60787190
6,60784606
6,60787191
8,60784608
2,60784612
6,60784614
6,60789314
6,60784429
8,60784429
6,60789321
8,60787197
6,60785196
6,60787200
6,60784664
6,60787694
6,60787697
6,60787699
6,60787700
6,60784669
6,60800750
1,60800753
1,60795402
6,60793205
1,60787677
6,60787677
1,60787679
6,60787679
6,60795382
6,60779776
6,60779780
8,60793202
6,60779791
6,60787674
6,60784636
6,60795374
6,60784641
6,60785218
6,60787685
6,60800767
6,60788010
6,60788011
6,60787721
8,60787722
8,60800770
6,60795982
6,60795983
6,60800780
6,60793221
7,60779807
8,60793223
8,60793224
8,60785457
3,60795991
6,60788490
6,60800785
6,60796178
6,60796179
6,60793232
6,60795997
6,60796191
8,60800800
6,60800802
3,60787720
6,60779829
6,60779831
8,60779831
1,60800810
6,60788503
6,60788504
3,60796009
6,60796011
6,60793450
8,60793451
6,60793452
6,60793253
6,60794014
6,60779839
9,60801680
9,60793060
9,60800017
9,60802918
9,60793062
3,60805117
6,60805118
6,60805119
9,60796918
1,60800026
6,60793066
6,60802924
9,60800020
9,60794338
