"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2016,21,109887281
2016,21,109887711
2016,21,109887712
2016,21,109887324
2016,21,109887280
2016,21,109887300
2016,21,109887404
2016,21,109887509
2016,21,109888014
2016,21,109887262
2016,21,109887297
2016,21,109887296
2016,21,109887515
2016,21,109887911
2016,21,109888090
2016,21,109887288
2016,21,109887407
2016,21,109887406
2016,21,109887269
2016,21,109887292
2016,21,109887306
2016,21,109887411
2016,21,109887520
2016,21,109887522
2016,21,109887706
2016,21,109888220
2016,21,109888233
2016,21,109887321
2016,21,109887420
2016,21,109888020
2016,21,109888084
2016,21,110184072
2016,21,110703120
2016,21,110703414
2016,21,110703471
2016,21,110703683
2016,21,110703893
2016,21,110704328
2016,21,110704338
2016,21,110706169
2016,21,110706747
2016,21,110702926
2016,21,110703121
2016,21,110705115
2016,21,110706150
2016,21,110706163
2016,21,110702939
2016,21,110703053
2016,21,110703388
2016,21,110703411
2016,21,110703493
2016,21,110703632
2016,21,110703648
2016,21,110703953
2016,21,110704083
2016,21,110704329
2016,21,110706168
2016,21,110706164
2016,21,110706681
2016,21,110706744
2016,21,110183931
2016,21,110706466
2016,21,110706848
2016,21,110703213
2016,21,110704368
2016,21,110706526
2016,21,110702959
2016,21,110703970
2016,21,110703972
2016,21,110704335
2016,21,110705097
2016,21,110705099
2016,21,110706159
2016,21,110706509
2016,21,110706505
2016,21,110706559
2016,21,110706557
2016,21,110702940
2016,21,110703416
2016,21,110703464
2016,21,110703509
2016,21,110703530
2016,21,110703686
2016,21,110703909
2016,21,110704373
2016,21,110705109
2016,21,110705123
2016,21,113002156
2016,21,110702908
2016,21,110703387
2016,21,110703413
2016,21,110703654
2016,21,110704119
2016,21,110704327
2016,21,110704350
2016,21,110706166
2016,21,110706185
2016,21,110706188
2016,21,111814129
2016,21,113522687
2016,21,110184017
2016,21,110184217
2016,21,110184365
2016,21,110184367
2016,21,112995614
2016,21,112995721
2016,21,110706173
2016,21,110706180
2016,21,110706706
2016,21,110184018
2016,21,110184359
2016,21,109887287
2016,21,109887530
2016,21,109887315
2016,21,109887318
2016,21,109887653
2016,21,109887674
2016,21,109887687
2016,21,109888156
2016,21,109887270
2016,21,109887274
2016,21,109887289
2016,21,109887307
2016,21,109887405
2016,21,109887688
2016,21,109888026
2016,21,110702932
2016,21,110702984
2016,21,110703088
2016,21,110703086
2016,21,110703217
2016,21,110703386
2016,21,110703474
2016,21,110703641
2016,21,110706712
2016,21,110703964
2016,21,110704347
2016,21,110706703
2016,21,110706714
2016,21,110184340
2016,21,110703238
2016,4,110703379
2016,21,110703512
2016,21,110703952
2016,21,110704027
2016,21,110704331
2016,21,110705108
2016,21,110706189
2016,21,110706191
2016,2,110706832
2016,21,110183944
2016,21,110184084
2016,21,110183919
2016,21,110183920
2016,21,110184341
2016,21,110184343
2016,21,110184298
2016,21,110184299
2016,21,110702943
2016,21,110702954
2016,21,110703469
2016,21,110703650
2016,21,110704349
2016,21,110704344
2016,21,110706174
2016,18,110184128
2016,21,110184301
2016,21,110184302
2016,21,112987876
2016,21,112988002
2016,21,112988037
2016,21,112988190
2016,21,112990353
2016,21,112993074
2016,21,110702929
2016,21,110703410
2016,21,110705091
2016,21,110706158
2016,21,110706187
2016,21,110183986
2016,21,110184224
2016,21,110184348
2016,21,110706153
2016,21,110706845
2016,21,110704343
2016,21,110705143
2016,21,110706489
2016,21,110706488
2016,2,110706182
2016,21,110706700
2016,21,110706690
2016,21,110706701
2016,21,110706697
2016,21,109348803
2016,21,109348804
2016,21,109348805
2016,21,109348806
2016,21,109348807
2016,21,109348808
2016,21,109348809
2016,21,109348810
2016,21,109348811
2016,21,109348812
2016,21,109348813
2016,21,109348814
2016,21,109348815
2016,21,109348816
2016,21,109348817
2016,21,109348819
2016,21,109348820
2016,21,109348821
2016,21,109348822
2016,21,109348823
2016,21,109348824
2016,21,109348826
2016,21,109348827
2016,21,109348828
2016,21,109348829
2016,21,109348831
2016,21,109348832
2016,21,109348833
2016,21,109348834
2016,21,109348835
2016,21,109348836
2016,21,109348837
2016,21,109348838
2016,21,109348839
2016,21,109348840
2016,21,109348842
2016,21,109348843
2016,21,109348844
2016,21,109348845
2016,21,109348846
2016,21,109348847
2016,21,109348848
2016,21,109348849
2016,21,109348850
2016,21,109348851
2016,21,109348852
2016,21,109348853
2016,21,109348854
2016,21,109348855
2016,21,109348856
2016,21,109348857
2016,21,109348858
2016,21,109348859
2016,21,109348860
2016,21,109348861
2016,21,109348862
2016,21,109348863
2016,21,109348864
2016,21,109348865
2016,21,109348866
2016,21,109348867
2016,21,109348868
2016,21,109348869
2016,21,109348870
2016,21,109348871
2016,21,109348872
2016,21,109068220
2016,21,109068222
2016,21,109068223
2016,21,109068224
2016,21,109068225
2016,21,109068226
2016,21,109068227
2016,21,109068228
2016,21,109068229
2016,21,109068230
2016,21,109068231
2016,21,109068232
2016,21,109068233
2016,21,109068235
2016,21,109068236
2016,21,109068237
2016,21,109068238
2016,21,109068239
2016,21,109068240
2016,21,109068241
2016,21,109068243
2016,21,109068244
2016,21,109162335
2016,21,109162336
2016,21,109162337
2016,21,109162338
2016,21,109162339
2016,21,109162340
2016,21,109162341
2016,21,109162342
2016,21,109162343
2016,21,109162344
2016,21,109162347
2016,21,109162348
2016,21,109162349
2016,21,109162350
2016,21,109162351
2016,21,109162352
2016,21,109162353
2016,21,109162354
2016,21,109162355
2016,21,109162356
2016,21,109162357
2016,21,109162358
2016,21,109162359
2016,21,109162360
2016,21,109162361
2016,21,109162362
2016,21,109162363
2016,21,109162365
2016,21,109162366
2016,21,109162367
2016,21,109162368
2016,21,109162369
2016,21,109162370
2016,21,109162371
2016,21,109162372
2016,21,109162373
2016,21,109162374
2016,21,109162375
2016,21,109162376
2016,21,109162377
2016,21,109162378
2016,21,109162379
2016,21,109162380
2016,21,109162381
2016,21,109162384
2016,21,109162385
2016,21,109162386
2016,21,109162387
2016,21,109162388
2016,21,109162389
2016,21,109162390
2016,21,109162391
2016,21,109162392
2016,21,109162393
2016,21,109162394
2016,21,109162395
2016,21,109162396
2016,21,109162397
2016,21,109162398
2016,21,109162399
2016,21,109255705
2016,21,109255706
2016,21,109255707
2016,21,109255708
2016,21,109255709
2016,21,109255710
2016,21,109255711
2016,21,109255712
2016,21,109255713
2016,21,109255714
2016,21,109255715
2016,21,109255716
2016,21,109255717
2016,21,109255718
2016,21,109255719
2016,21,109255721
2016,21,109255723
2016,21,109255724
2016,21,109255725
2016,21,109255726
2016,21,109255727
2016,21,109255728
2016,21,109255729
2016,21,109255730
2016,21,109255731
2016,21,109255732
2016,21,109255733
2016,21,109255734
2016,21,109255735
2016,21,109255736
2016,21,109255737
2016,21,109255738
2016,21,109255739
2016,21,109255741
2016,21,109255743
2016,21,109255744
2016,21,109255745
2016,21,109255746
2016,21,109255747
2016,21,109255748
2016,21,109349013
2016,21,109349014
2016,21,109349015
2016,21,109349017
2016,21,109349019
2016,21,109349020
2016,21,109349021
2016,21,109349022
2016,21,109349023
2016,21,109349024
2016,21,109349025
2016,21,109349026
2016,21,109349027
2016,21,109349028
2016,21,109349029
2016,21,109349030
2016,21,109349031
2016,21,109349032
2016,21,109349033
2016,21,109349034
2016,21,109349035
2016,21,109349036
2016,21,109349037
2016,21,109349038
2016,21,109349039
2016,21,109349040
2016,21,109349041
2016,21,109349042
2016,21,109349043
2016,21,109349044
2016,21,109349045
2016,21,109349046
2016,21,109349047
2016,21,109349048
2016,21,109349049
2016,21,109349050
2016,21,109349051
2016,21,109349052
2016,21,109162265
2016,21,109162266
2016,21,109162267
2016,21,109162268
2016,21,109162269
2016,21,109162270
2016,21,109162271
2016,21,109162272
2016,21,109162273
2016,21,109162274
2016,21,109162275
2016,21,109162276
2016,21,109162277
2016,21,109162278
2016,21,109162279
2016,21,109162280
2016,21,109162281
2016,21,109162282
2016,21,109162283
2016,21,109162284
2016,21,109162285
2016,21,109162286
2016,21,109162287
2016,21,109162288
2016,21,109162289
2016,21,109162290
2016,21,109162291
2016,21,109162292
2016,21,109162293
2016,21,109162296
2016,21,109255959
2016,21,109255960
2016,21,109255961
2016,21,109255962
2016,21,109255963
2016,21,109255964
2016,21,109255965
2016,21,109255966
2016,21,109255967
2016,21,109255968
2016,21,109255969
2016,21,109255970
2016,21,109255971
2016,21,109255972
2016,21,109255973
2016,21,109255974
2016,21,109255975
2016,21,109255976
2016,21,109255977
2016,21,109255978
2016,21,109255979
2016,21,109255980
2016,21,109255981
2016,21,109255982
2016,21,109255983
2016,21,109255984
2016,21,109255985
2016,21,109255986
2016,21,109255987
2016,21,109255988
2016,21,109255989
2016,21,109255990
2016,21,109255991
2016,21,109348873
2016,21,109348874
2016,21,109348875
2016,21,109348876
2016,21,109348877
2016,21,109348878
2016,21,109348879
2016,21,109348880
2016,21,109348881
2016,21,109348882
2016,21,109348883
2016,21,109348884
2016,21,109348885
2016,21,109348886
2016,21,109348887
2016,21,109348888
2016,21,109348889
2016,21,109348890
2016,21,109348891
2016,21,109348892
2016,21,109348893
2016,21,109348894
2016,21,109348895
2016,21,109348896
2016,21,109348897
2016,21,109348898
2016,21,109348899
2016,21,109348900
2016,21,109348901
2016,21,109348902
2016,21,109348903
2016,21,109348904
2016,21,109348905
2016,21,109348906
2016,21,109348907
2016,21,109348908
2016,21,109348909
2016,21,109348910
2016,21,109348911
2016,21,109348912
2016,21,109348913
2016,21,109348914
2016,21,109348915
2016,21,109348916
2016,21,109348917
2016,21,109348918
2016,21,109348923
2016,21,109348924
2016,21,109348925
2016,21,109348926
2016,21,109348928
2016,21,109348929
2016,21,109348930
2016,21,109348931
2016,21,109348932
2016,21,109348933
2016,21,109348934
2016,21,109348935
2016,21,109348936
2016,21,109348937
2016,21,109348938
2016,21,109348939
2016,21,109348940
2016,21,109348941
2016,21,109348942
2016,21,109162297
2016,21,109162298
2016,21,109162299
2016,21,109162300
2016,21,109162301
2016,21,109162302
2016,21,109162303
2016,21,109162304
2016,21,109162305
2016,21,109162306
2016,21,109162307
2016,21,109162308
2016,21,109162309
2016,21,109162310
2016,21,109162311
2016,21,109162312
2016,21,109162313
2016,21,109162314
2016,21,109162315
2016,21,109162316
2016,21,109162317
2016,21,109162318
2016,21,109162319
2016,21,109162320
2016,21,109162321
2016,21,109162322
2016,21,109162323
2016,21,109162324
2016,21,109162325
2016,21,109162326
2016,21,109162327
2016,21,109162328
2016,21,109162329
2016,21,109162330
2016,21,109162331
2016,21,109162332
2016,21,109162334
2016,21,109348796
2016,21,109348797
2016,21,109348798
2016,21,109348800
2016,21,109348801
2016,21,109348802
2016,21,109068245
2016,21,109068246
2016,21,109068247
2016,21,109068248
2016,21,109068249
2016,21,109068250
2016,21,109068251
2016,21,109068252
2016,21,109068253
2016,21,109068254
2016,21,109068255
2016,21,109068256
2016,21,109068257
2016,21,109068258
2016,21,109068259
2016,21,109068260
2016,21,109068261
2016,21,109068262
2016,21,109068263
2016,21,109068264
2016,21,109068266
2016,21,109068267
2016,21,109068268
2016,21,109068269
2016,21,109068270
2016,21,109068271
2016,21,109068272
2016,21,109068273
2016,21,109068275
2016,21,109068276
2016,21,109068278
2016,21,109068279
2016,21,109068280
2016,21,109068281
2016,21,109068282
2016,21,109068283
2016,21,109068284
2016,21,109068285
2016,21,109068286
2016,21,109068287
2016,21,109068288
2016,21,109068289
2016,21,109068290
2016,21,109068291
2016,21,109068292
2016,21,109068293
2016,21,109068294
2016,21,109068295
2016,21,109068296
2016,21,109068297
2016,21,109068298
2016,21,109068299
2016,21,109068301
2016,21,109068302
2016,21,109068303
2016,21,109068304
2016,21,109068305
2016,21,109068306
2016,21,109068307
2016,21,109068308
2016,21,109068309
2016,21,109068310
2016,21,109068311
2016,21,109068312
2016,21,109068313
2016,21,109068314
2016,21,109255749
2016,21,109255750
2016,21,109255751
2016,21,109255752
2016,21,109255753
2016,21,109255754
2016,21,109255755
2016,21,109255758
2016,21,109255759
2016,21,109255760
2016,21,109255761
2016,21,109255762
2016,21,109255763
2016,21,109255764
2016,21,109255765
2016,21,109255766
2016,21,109255767
2016,21,109255768
2016,21,109255769
2016,21,109255770
2016,21,109255771
2016,21,109255772
2016,21,109255773
2016,21,109255774
2016,21,109255775
2016,21,109255776
2016,21,109255777
2016,21,109255778
2016,21,109255779
2016,21,109255780
2016,21,109255781
2016,21,109255782
2016,21,109255783
2016,21,109255784
2016,21,109255785
2016,21,109255786
2016,21,109255787
2016,21,109255788
2016,21,109255789
2016,21,109255790
2016,21,109255791
2016,21,109255792
2016,21,109255793
2016,21,109255794
2016,21,109255795
2016,21,109255796
2016,21,109255797
2016,21,109255798
2016,21,109255799
2016,21,109255800
2016,21,109255801
2016,21,109255802
2016,21,109255803
2016,21,109255806
