suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
12,59786793,1.1,1,3970336
12,59779668,1,11,3970345
8,59779676,1,11,3970350
2,59779703,1.8,1,3970351
17,59779704,2,7,3970352
12,59779706,3,1,3970353
12,59779707,7,1,3970354
5,59779709,3,3,3970355
12,59779710,4,1,3970356
13,59779711,9.6,1,3970357
13,59779712,9.6,1,3970358
13,59779713,9.12,1,3970359
13,59779714,9.6,1,3970360
5,59779716,1,1,3970361
2,59779717,1,1,3970362
5,59779719,1,1,3970363
5,59779721,178,4,3970364
17,59779722,6,9,3970365
5,59779723,10,4,3970366
12,59779724,1.5,1,3970367
8,59779726,0.5,1,3970368
5,59779727,638,4,3970369
5,59779728,632,4,3970370
5,59779731,180,4,3970371
5,59779732,89.8,4,3970372
5,59779733,1,1,3970373
5,59779736,300,4,3970374
5,59779737,22,1,3970375
1,59779738,0.25,1,3970376
5,59779739,1,1,3970389
5,59779741,3,3,3970390
8,59779742,6,9,3970391
8,59778534,35.001,9,3970399
12,59778537,1.001,1,3970400
17,59778540,0,,3970401
5,59778541,1,11,3970402
5,59778543,1,1,3970403
5,59778545,0.01,1,3970404
5,59778547,2.07,3,3970405
5,59778549,1,11,3970406
12,59778559,0.002,1,3970407
12,59778563,1,11,3970408
12,59778564,1,11,3970409
5,59778571,1,11,3970410
5,59778573,3,3,3970411
2,59778574,6,1,3970412
2,59778575,1,11,3970413
12,59778576,1,1,3970414
12,59778578,10,1,3970415
12,59778580,2,1,3970416
12,59778581,3,1,3970417
13,59778583,9.6,1,3970418
5,59778584,2,3,3970419
5,59778586,97,4,3970420
5,59778589,3.5,1,3970421
5,59778591,0.7,3,3970422
5,59778592,2,4,3970423
5,59778593,7,1,3970424
5,59778598,34,4,3970425
5,59778599,1.3,1,3970426
12,59778602,1,11,3970427
5,59778603,2.515,3,3970445
12,59778605,16,4,3970446
5,59778607,74,4,3970447
2,59778608,1,1,3970448
5,59778609,22,4,3970449
2,59778610,12,4,3970450
