"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2017,6,110708369
2017,8,110708369
2017,6,110708357
2017,8,110708357
2017,6,110710557
2017,6,110710555
2017,3,110710555
2017,6,110710805
2017,3,110710805
2017,6,110711324
2017,6,110711466
2017,6,110711591
2017,6,110711726
2017,5,110711728
2017,6,110713264
2017,6,110713374
2017,8,110713374
2017,6,110713501
2017,8,110713505
2017,6,110716231
2017,6,110716324
2017,6,110716319
2017,4,110716387
2017,8,110716495
2017,4,110716645
2017,6,110717434
2017,6,110717895
2017,6,110718007
2017,3,110718639
2017,6,110718644
2017,6,110708489
2017,6,110708490
2017,3,110710614
2017,6,110710614
2017,8,110710614
2017,6,110711063
2017,3,110711717
2017,6,110711810
2017,6,110711814
2017,6,111657070
2017,6,111657516
2017,6,111657514
2017,6,111657708
2017,6,111657706
2017,6,111657782
2017,6,111657781
2017,6,111658141
2017,6,111658142
2017,6,111658509
2017,6,111660030
2017,8,111660030
2017,6,111660964
2017,6,111661399
2017,6,111661709
2017,8,111662336
2017,3,111662468
2017,3,111663298
2017,6,111663298
2017,6,111663629
2017,6,111663622
2017,8,111663769
2017,6,111664374
2017,6,111664533
2017,6,111664543
2017,8,111665674
2017,6,111665965
2017,6,111667159
2017,8,111667159
2017,6,111668753
2017,6,111668750
2017,6,111669576
2017,8,111669981
2017,6,111670397
2017,6,111670400
2017,6,111671561
2017,4,111672080
2017,6,111672861
2017,6,111673987
2017,6,111675524
2017,6,111680980
2017,8,111681415
2017,8,111681417
2017,6,111682240
2017,6,111682368
2017,2,111683661
2017,8,111683661
2017,6,111683849
2017,6,111683937
2017,6,111683939
2017,6,111684058
2017,6,111684577
2017,6,111685297
2017,6,111685296
2017,5,111685717
2017,6,111686988
2017,8,111688099
2017,3,111688099
2017,3,111688176
2017,6,111690091
2017,6,111691272
2017,6,111691446
2017,3,111691446
2017,8,111691641
2017,8,111692172
2017,6,111692347
2017,6,111692455
2017,3,111693319
2017,6,111693325
2017,6,111693366
2017,6,111693367
2017,6,111693837
2017,6,111693836
2017,6,111694007
2017,6,111694008
2017,6,111694307
2017,6,111694308
2017,6,111694385
2017,6,111694390
2017,6,111695048
2017,6,111695051
2017,6,111695836
2017,8,111695836
2017,6,111695960
2017,6,111696120
2017,6,111696145
2017,6,111696544
2017,3,111696628
2017,6,111696628
2017,3,111696625
2017,6,111696625
2017,6,111697403
2017,8,111697403
2017,6,111697407
2017,8,111697407
2017,6,111706489
2017,6,111706771
2017,8,111706771
2017,6,111706774
2017,8,111706774
2017,6,111706944
2017,8,111706944
2017,6,111706948
2017,8,111706948
2017,6,111706963
2017,6,111706961
2017,6,111707318
2017,8,111707318
2017,6,111707320
2017,6,111707763
2017,8,111707763
2017,8,111707971
2017,6,111707978
2017,6,111707981
2017,6,111708525
2017,6,111711815
2017,8,111711811
2017,6,111711816
2017,6,111711861
2017,6,111711912
2017,6,111711911
2017,6,111711972
2017,6,111712009
2017,6,111712010
2017,6,111712509
2017,6,111713548
2017,8,111713548
2017,8,111713550
2017,6,111713550
2017,6,111713902
2017,6,111714152
2017,6,111714158
2017,6,111714851
2017,6,111714848
2017,6,111714889
2017,6,111714891
2017,6,111715684
2017,6,111715933
2017,8,111715933
2017,6,111716247
2017,6,111716248
2017,6,111716373
2017,6,111717061
2017,8,111717061
2017,6,111717062
2017,8,111717062
2017,6,111717392
2017,6,111717526
2017,6,111717523
2017,6,111717645
2017,6,111717898
2017,6,111718274
2017,6,111718425
2017,6,111718422
2017,1,111718620
2017,8,111720100
2017,3,111720480
2017,6,111720782
2017,6,111720911
2017,6,111720909
2017,6,111722411
2017,6,111722483
2017,8,111722634
2017,6,111722634
2017,6,111722735
2017,6,111722736
2017,6,111722879
2017,8,111722879
2017,8,111722883
2017,6,111722883
2017,6,111722960
2017,6,111723198
2017,6,111723595
2017,6,111723988
2017,6,111724033
2017,6,111724042
2017,6,111724182
2017,6,111724184
2017,6,111724355
2017,6,111724354
2017,6,111724447
2017,3,111724447
2017,6,111724449
2017,6,111724448
2017,3,111724789
2017,6,111725046
2017,6,111725048
2017,6,111725725
2017,6,111725727
2017,6,111727263
2017,6,111727266
2017,6,111728858
2017,6,111728969
2017,6,111729205
2017,6,111730411
2017,8,111730995
2017,6,111731822
2017,6,111731821
2017,6,111732384
2017,6,111732468
2017,6,111732467
2017,8,111732577
2017,6,111732628
2017,8,111733544
2017,6,111734182
2017,6,111734839
2017,6,111734868
2017,6,111734869
2017,6,111735064
2017,6,111735813
2017,6,111736112
2017,6,111736322
2017,1,111736974
2017,6,111737045
2017,6,111737067
2017,6,111737748
2017,6,111737776
2017,8,111737776
2017,5,111738140
2017,6,111738140
2017,6,111738164
2017,6,111739078
2017,6,111739079
