"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2016,92329332,87390652,7,,
2016,91719560,87390691,7,,
2016,91719595,87392717,7,,
2016,91109493,87396859,6,,
2016,93553131,87397877,7,,
2016,92329501,87400874,1,,
2016,89277359,87395790,6,,
2016,90498846,87400917,7,,
2016,92942432,87402049,1,,
2016,93553022,87391658,7,,
2016,89277292,87391745,7,,
2016,93553052,87392833,1,,
2016,89277324,87393783,4,,
2016,89888376,87396910,7,,
2016,93553118,87396896,7,,
2016,93553123,87397779,7,,
2016,93553090,87395762,7,,
2016,93553005,87390731,7,,
2016,90498681,87390782,6,,
2016,89277294,87391754,7,,
2016,91109427,87392681,6,,
2016,89277458,87401977,7,,
2016,89888327,87393837,7,,
2016,89888491,87403100,4,,
2016,90498716,87393726,7,,
2016,90498726,87393866,1,,
2016,90498777,87396936,7,,
2016,90498890,87403138,6,,
2016,91109443,87393772,6,,
2016,91109428,87392682,6,,
2016,91109593,87403071,7,,
2016,91109466,87394887,7,,
2016,89878890,87395869,6,,
2016,89888294,87391823,6,,
2016,91719567,87390751,7,,
2016,91719660,87396822,7,,
2016,91719667,87397795,1,,
2016,91719744,87402980,6,,
2016,91719760,87404029,4,,
2016,91109623,87405104,4,,
2016,90498646,87389695,7,,
2016,91719548,87389743,7,,
2016,92942294,87392786,3,,
2016,90498722,87393762,7,,
2016,90498750,87395810,7,,
2016,91109614,87404091,5,,0
2016,89277301,87392670,6,,
2016,89888340,87394815,7,,
2016,91719691,87398861,7,,
2016,92329343,87390766,7,,
2016,92942245,87389720,7,,
2016,92942393,87399817,6,,
2016,93552998,87390657,7,,
2016,93553041,87392723,7,,
2016,92942290,87392745,7,,
2016,92329424,87395820,7,,
2016,92942343,87395845,6,,
2016,91109531,87399835,6,,
2016,89277258,87389712,7,,
2016,93553253,87405179,7,,
2016,92329466,87398785,7,,
2016,94164118,88178292,7,,
2016,94164119,88178293,3,,
2016,94818998,88884834,7,,
2016,94819005,88884840,7,,
2016,94402074,88430688,7,,
2016,94164123,88178301,7,,
2016,94164122,88178300,7,,
2016,94402075,88430689,7,1,
2016,94402070,88430689,5,,1
2016,94402076,88430691,6,,
2016,93553208,87402032,6,,
2016,92329387,87393749,7,,
2016,92942279,87392651,7,1,
2016,92942311,87393748,7,,
2016,92942382,87398895,7,,
2016,90498701,87392662,6,,
2016,93553066,87394708,7,,
2016,92903766,87398954,7,,
2016,89888344,87394863,6,,
2016,90498719,87393747,7,,
2016,90498845,87400906,7,,
2016,92329338,87390696,7,,
2016,94153964,87396897,4,,
2016,91109446,87393789,7,,
2016,91109587,87403033,6,,
2016,91719665,87396927,4,,
2016,92329603,87405097,7,,
2016,93543373,87396812,7,,
2016,93552984,87389726,7,,
2016,93552993,87390611,7,,
2016,93553108,87396786,7,,
2016,89888441,87400854,6,,
2016,91109533,87399848,7,,
2016,89888471,87402012,7,1,
2016,89888509,87405081,7,1,
2016,89888285,87391715,1,,
2016,89888329,87393864,6,,
2016,91719636,87395739,7,,
2016,92942400,87399926,7,,
2016,93553234,87404166,7,,
2016,91719574,87391727,7,,
2016,91719679,87397909,6,,
2016,91109596,87403108,6,,
2016,92329447,87396867,6,,
2016,90498659,87390622,6,,
2016,89277518,87405239,7,,
2016,93553004,87390729,7,,
2016,91109499,87397773,7,,
2016,93553170,87399979,6,,
2016,92942280,87392659,7,,
2016,89888316,87393773,6,,
2016,89888355,87395826,7,,
2016,92329555,87402986,4,,
2016,92329575,87404012,7,,
2016,91719731,87400941,7,,
2016,93553024,87391671,6,,
2016,91719611,87393742,4,,
2016,93553122,87397776,4,,
2016,90498781,87397784,7,,
2016,89888455,87401021,7,,
2016,90498787,87397820,4,,
2016,90498870,87402026,7,1,
2016,91719716,87399884,7,,
2016,91719729,87400910,6,,
2016,91109507,87397846,7,,
2016,91109508,87397854,7,,
2016,89277304,87392696,7,,
2016,92329457,87397864,7,,
2016,91109546,87399974,1,,
2016,89277403,87398817,7,,
2016,89888476,87402048,7,,
2016,91109410,87391646,7,,
2016,90498844,87400893,4,,
2016,93553115,87396871,7,,
2016,93553141,87398790,7,,
2016,93553150,87398937,7,,
2016,89888262,87390661,7,,
2016,93553146,87398883,3,,
2016,91719704,87398921,7,,
2016,90498901,87404103,7,,
2016,89888334,87394723,7,,
2016,89888399,87397956,6,,
2016,90498782,87397785,6,,
2016,89277457,87401971,6,,
2016,91719775,87405089,6,,
2016,90498741,87394875,7,,
2016,89277384,87396925,1,,
2016,89888495,87404013,7,,
2016,93553015,87390792,7,,
2016,89277345,87394807,7,,
2016,90498834,87399899,6,,
2016,89277469,87402998,7,,
2016,89277302,87392679,6,,
2016,89277349,87394858,7,,
2016,90498820,87398919,7,1,
2016,91109588,87403050,4,,
2016,92329485,87399840,3,,
2016,92329516,87401026,4,,
2016,91719693,87398867,1,,
2016,95330136,89448327,4,,
2016,90498663,87390636,7,,
2016,92329434,87396776,7,1,
2016,92329438,87396820,7,,
2016,92329550,87402967,7,,
2016,89277300,87391802,6,,
2016,90498749,87395806,3,,
2016,90469955,87396920,6,,
2016,93553063,87393846,6,,
2016,93552990,87389778,7,,
2016,90498667,87390667,7,,
2016,91719575,87391731,6,,
2016,93553034,87391809,7,,
2016,90498733,87394751,7,,
2016,89277409,87398918,7,,
2016,90498798,87397913,4,,
2016,92329333,87390654,7,0,
2016,92329417,87395730,7,,
2016,91109486,87396789,4,,
2016,92329443,87396842,1,,
2016,90498807,87398782,7,,
2016,91719565,87390747,7,,
2016,89888300,87392754,7,,
2016,89277355,87395734,6,,
2016,89888510,87405091,7,,
2016,92319888,87403098,4,,
2016,93553171,87400845,7,,
2016,93553087,87395751,7,,
2016,94134869,87403116,6,,
2016,90498715,87393708,7,,
2016,92329348,87391713,1,,
2016,90498656,87389777,7,,
2016,91719564,87390743,7,,
2016,93553071,87394762,4,,
2016,93553127,87397825,7,,
2016,92942379,87398869,7,,
2016,92329544,87402053,7,,
2016,91109456,87393868,4,,
2016,90498743,87395735,7,,
2016,90489011,87404040,7,,
2016,93553191,87400990,7,,
2016,91719602,87392817,7,,
2016,91719612,87393746,7,,
2016,92329428,87395877,7,1,
2016,92329481,87399804,6,,
2016,92329508,87400958,7,,
2016,91109511,87397887,7,,
2016,92942469,87405082,6,,
2016,93553061,87393819,1,,
2016,91719740,87402065,7,,
2016,92942374,87397964,6,,
2016,93553183,87400933,7,,
2016,93553221,87403105,6,,
2016,89277510,87405182,7,,
2016,91719662,87396865,4,,
2016,91719613,87393771,4,,
2016,89888401,87397959,7,,
2016,92942377,87398863,7,1,
2016,91719743,87402957,7,,
2016,90498671,87390707,7,,
2016,93553070,87394755,4,,
2016,92942336,87395746,7,,
2016,89277391,87397787,6,,
2016,91719736,87401940,4,,
2016,92329358,87392646,7,,
2016,93553046,87392790,7,,
2016,92942314,87393809,6,,
2016,92942387,87398933,7,,
2016,92329421,87395772,7,1,
2016,92329526,87401920,7,,
2016,92329538,87401995,7,,
2016,89888254,87390601,7,,
2016,92942468,87405079,7,,
2016,92942262,87390756,7,,
2016,91719689,87398844,6,,
2016,89888427,87399830,7,,
2016,89277365,87395908,7,,
2016,91719648,87395890,7,,
2016,89888383,87397811,7,,
2016,90498841,87399988,7,,
2016,90498917,87405086,4,,
2016,91681359,87395728,7,,
2016,93553019,87391649,7,,
2016,90498732,87394743,7,,
2016,90498710,87392781,6,,
2016,90498819,87398903,7,,
2016,92329347,87391674,6,,
2016,89277456,87401968,7,,
2016,93553012,87390781,4,,
2016,89277332,87394700,4,,
2016,93553092,87395789,4,,
2016,91109481,87395906,7,,
2016,89277393,87397801,7,,
2016,91719778,87405145,7,,
2016,91719579,87391753,7,,
2016,90498724,87393842,7,1,
2016,89277330,87393858,1,,
2016,92329451,87397786,7,,
2016,92329528,87401922,7,,
2016,91109580,87402963,1,,
2016,91109613,87404083,4,,
2016,89888512,87405108,7,,
2016,91109476,87395822,4,,
2016,91109615,87404099,4,,
2016,93553132,87397878,7,,
2016,93553231,87404117,4,,
2016,93553241,87405075,4,,
2016,90498694,87391733,4,,
2016,89888337,87394771,7,,
2016,91109495,87396878,6,,
2016,92942448,87404029,1,,
2016,92329611,87405212,1,,
2016,91719633,87394865,7,,
2016,91719690,87398853,6,,
2016,90498759,87395905,7,,
2016,91719750,87403065,7,,
2016,89888468,87401985,6,,
2016,92942319,87394716,7,,
2016,92329556,87403000,7,,
2016,92942329,87394859,6,,
2016,91109506,87397841,5,,
2016,89277446,87401030,7,,
2016,92329553,87402978,6,,
2016,89888486,87403016,7,,
2016,89888424,87398972,7,0,
2016,89888286,87391716,1,,
2016,90498700,87392654,7,,
2016,90498818,87398898,4,,
2016,89277387,87396941,7,,
2016,89277398,87397901,7,,
2016,89277406,87398877,3,,
2016,89277431,87400852,6,,
2016,89277280,87391661,7,,
2016,89277407,87398878,6,,
2016,92329519,87401893,5,,
2016,91109396,87389774,7,,
