"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2016,90297677,87389767,1,4,,,,5,56,"F",2,2,"R",,
2016,90297678,87389768,1,4,,,,5,30,"F",2,2,"R",,
2016,90297680,87389770,1,4,,,,5,25,"F",1,2,"R",,
2016,90297684,87389774,1,4,,,,5,43,"F",4,2,"N",,
2016,90297685,87389775,1,4,,,,5,51,"M",1,2,"N",,
2016,90297686,87389776,1,4,,,,5,32,"M",1,2,"R",,
2016,90297687,87389777,1,4,,,,5,27,"M",1,2,"R",,
2016,90297696,87389786,1,4,,,,5,24,"M",2,2,"R",,
2016,90297697,87389786,2,4,,,,5,24,"F",2,2,"R",,
2016,90297698,87389787,1,4,,,,5,25,"F",2,2,"R",,
2016,90297699,87389788,1,4,,,,5,34,"M",1,2,"R",,
2016,90297701,87390599,1,4,,,,5,42,"F",2,2,"R",,
2016,90297702,87390600,1,4,,,,5,27,"F",1,2,"R",,
2016,90297704,87390602,1,4,,,,5,36,"F",2,2,"R",,
2016,90297705,87390603,1,4,,,,5,14,"F",2,2,"R",,
2016,90297706,87390604,1,4,,,,5,15,"F",2,2,"R",,
2016,90297707,87390605,1,4,,,,5,27,"F",1,2,"R",,
2016,90297708,87390605,2,4,,,,5,27,"F",1,2,"R",,
2016,90297709,87390606,1,4,,,,5,52,"F",1,2,"R",,
2016,90297710,87390607,1,4,,,,5,50,"F",2,2,"R",,
2016,90297711,87390607,2,4,,,,5,20,"M",2,2,"R",,
2016,90297712,87390607,3,4,,,,5,14,"M",2,2,"R",,
2016,90297714,87390608,2,4,,,,5,44,"F",2,2,"R",,
2016,90297715,87390608,3,4,,,,5,13,"F",2,2,"R",,
