offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
58862463,52287271,1,5,32,M,1,,,,
58862464,52287272,1,5,36,M,1,,,,
58862465,52287273,1,5,49,M,1,,,,
58862466,52287274,0,,,,,,,,
58862467,52287275,0,,,,,,,,
58862468,52287276,1,5,49,M,1,,,,
58862472,52287277,4,5,18,M,2,,,,
58862471,52287277,3,5,18,M,2,,,,
58862470,52287277,2,5,49,M,2,,,,
58862469,52287277,1,5,49,M,2,,,,
58862473,52287278,1,5,27,F,1,,,,
58862474,52287279,0,,,,,,,,
58862475,52287280,0,,,,,,,,
58862476,52287281,1,5,49,M,1,,,,
58862478,52287282,2,5,15,M,1,,,,
58862477,52287282,1,5,16,M,1,,,,
58862480,52287283,2,5,49,M,2,,,,
58862479,52287283,1,5,49,M,2,,,,
58862481,52287284,1,5,27,M,2,,,,
58862482,52287285,0,,,,,,,,
58862483,52287286,0,,,,,,,,
58862485,52287287,2,5,49,F,2,,,,
58862484,52287287,1,5,49,F,2,,,,
58862486,52287288,1,5,21,F,1,,,,
58862487,52287289,1,5,39,M,1,,,,
58862488,52287290,1,5,49,M,0,,,,
58862489,52287290,2,5,19,M,2,,,,
58862490,52287291,2,5,19,M,2,,,,
58862491,52287292,0,,,,,,,,
58862492,52287293,1,5,28,F,1,,,,
58862493,52287294,1,5,43,M,2,,,,
58862494,52287295,1,5,20,M,2,,,,
58862495,52287295,2,5,21,F,2,,,,
58862496,52287296,1,5,48,F,1,,,,
58862497,52287297,1,5,20,M,2,,,,
58862498,52287298,1,5,20,M,2,,,,
58862499,52287299,1,5,32,M,2,,,,
58862500,52287300,1,5,12,M,2,,,,
58862501,52287301,1,5,17,F,1,,,,
58862502,52287302,0,,,,,,,,
58862503,52287303,0,,,,,,,,
58862504,52287304,0,,,,,,,,
58862505,52287305,1,5,49,M,2,,,,
58862506,52287306,1,5,17,M,1,,,,
58862507,52287307,0,,,,,,,,
58862508,52287308,0,,,,,,,,
58862509,52287309,0,,,,,,,,
58862510,52287310,1,5,24,F,2,,,,
58862511,52287311,1,5,31,M,1,,,,
58862512,52287312,1,5,32,M,1,,,,
58862513,52287313,2,5,22,M,2,,,,
58862514,52287314,1,5,21,M,2,,,,
58862515,52287315,1,5,36,F,1,,,,
58862516,52287316,1,5,27,M,2,,,,
58862518,52287317,2,5,22,M,2,,,,
58862517,52287317,1,5,49,M,0,,,,
58862519,52287318,0,,,,,,,,
58862520,52287319,1,5,63,M,1,,,,
58862521,52287320,1,5,19,M,1,,,,
58862523,52287321,2,5,27,M,1,,,,
58862522,52287321,1,5,30,F,1,,,,
58862524,52287322,1,5,24,M,1,,,,
58862525,52287323,1,5,28,M,1,,,,
58862526,52287324,1,5,21,F,1,,,,
58862527,52287325,1,5,49,M,2,,,,
58862528,52287326,0,,,,,,,,
58862529,52287327,1,5,15,M,2,,,,
58862530,52287328,0,,,,,,,,
58862531,52287329,0,,,,,,,,
58862532,52287330,0,,,,,,,,
58862533,52287331,1,5,49,F,2,,,,
58862534,52287332,0,,,,,,,,
58862535,52287333,2,5,22,M,2,,,,
58862536,52287334,0,,,,,,,,
58864074,52287348,0,,,,,,,,
58862347,52286362,1,5,22,M,2,,,,
58862349,52286363,2,5,33,M,2,,,,
58862348,52286363,1,5,24,F,2,,,,
58862350,52286364,1,5,53,F,1,,,,
58862352,52286365,2,5,49,M,2,,,,
58862351,52286365,1,5,49,M,2,,,,
58862353,52286366,0,,,,,,,,
58862354,52286367,1,5,25,M,2,,,,
58862355,52286368,0,,,,,,,,
58862356,52286369,1,5,26,M,1,,,,
58862357,52286370,1,5,26,M,1,,,,
58862358,52286371,1,5,50,F,1,,,,
58862362,52286372,4,5,27,F,2,,,,
58862361,52286372,3,5,23,F,2,,,,
58862360,52286372,2,5,49,F,2,,,,
58862359,52286372,1,5,49,F,2,,,,
58862363,52286373,1,5,27,M,1,,,,
58862364,52286374,0,,,,,,,,
58862365,52286375,1,5,38,F,2,,,,
58862366,52286376,1,5,23,M,1,,,,
58862367,52286377,0,,,,,,,,
58862368,52286378,1,5,35,F,2,,,,
58862369,52286379,1,5,21,M,2,,,,
58862370,52286380,0,,,,,,,,
58862371,52286381,1,5,31,M,2,,,,
58862372,52286382,1,5,49,M,2,,,,
58862373,52286383,1,5,39,M,2,,,,
58862374,52286384,0,,,,,,,,
58862375,52286385,1,5,42,M,1,,,,
58862376,52286386,0,,,,,,,,
58862377,52286387,1,5,39,M,1,,,,
58862378,52286388,0,,,,,,,,
58862379,52286389,0,,,,,,,,
58862380,52286390,0,,,,,,,,
