suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,38781993,4.9,1,2392129
5,38782021,11.38,4,2392130
5,38783103,1,11,2392131
5,38783137,1,11,2392132
1,38783160,1,11,2392133
1,38783161,2.2,9,2392134
1,38783164,1,11,2392135
5,38783170,1,11,2392136
5,38790340,5.2,1,2392156
5,38790365,0.6,1,2392157
5,38790368,1.6,1,2392158
5,38782072,12.8,1,2392203
5,38782090,9.6,1,2392204
5,38782093,2.1,1,2392205
8,38794069,3,9,2392242
2,38794093,0.5,1,2392243
5,38794099,0.08,3,2392244
5,38777466,2.3,1,2392256
1,38777467,0.9,1,2392257
5,38777475,1.2,1,2392258
5,38777476,3.62,1,2392259
5,38777502,3.4,1,2392260
5,38782156,12,1,2392275
5,38782186,20,1,2392276
5,38794106,0.1,1,2392310
2,38794114,4.19,1,2392311
5,38777523,1.2,1,2392315
5,38777532,0.11,1,2392316
1,38777550,2.4,1,2392317
5,38777553,0.8,1,2392318
5,38782209,10,1,2392346
5,38782226,1,1,2392347
2,38782237,4,1,2392348
5,38782247,1,1,2392349
2,38788169,43.27,1,2392370
5,38788190,8.2,1,2392371
5,38789393,51.94,1,2392373
5,38813981,10.6,1,2396611
5,38854035,3.7,1,2396686
5,38854040,1,11,2396687
8,38854056,24,9,2396688
5,38854057,1,11,2396689
5,38854078,3.75,1,2396690
5,38854083,13.7,1,2396691
1,38855261,0.15,1,2396692
5,38855264,6.5,1,2396693
5,38855269,1,1,2396694
5,38858807,0.035,3,2396711
5,38858815,0.02,3,2396712
5,38858817,0.035,3,2396713
5,38858824,0.085,3,2396714
8,38858826,90,9,2396715
5,38858837,0.035,3,2396716
5,38864812,0.035,3,2396741
5,38864819,0.043,3,2396742
2,38864823,0.035,3,2396743
5,38864834,0.017,3,2396744
11,38866073,0.123,3,2396748
5,38854108,1,11,2396770
5,38857761,6,1,2396775
5,38857766,63,1,2396776
5,38858856,0.385,3,2396777
5,38858865,0.56,3,2396778
5,38858869,0.001,3,2396779
5,38858886,0.105,3,2396780
16,38858889,100,9,2396781
5,38858894,0.028,3,2396782
5,38864872,0.042,3,2396795
5,38864880,0.166,3,2396796
5,38864896,0.018,3,2396797
5,38864933,0.035,3,2396798
5,38867311,0.5,1,2396806
5,38872187,0.875,3,2396832
8,38872189,2,9,2396833
2,38857854,1.5,1,2396844
2,38873698,0.003,2,2401066
5,38873711,0.31,3,2401067
5,38874859,3.8,1,2401068
5,38874862,1.8,1,2401069
4,38874870,0.4,1,2401070
5,38874880,1.1,1,2401071
5,38874898,1.7,1,2401072
5,38874906,3.6,3,2401073
5,38883413,0.875,3,2401108
5,38883416,0.3,3,2401109
5,38883425,2.9,1,2401110
5,38883449,3,1,2401111
5,38883454,1.5,1,2401112
5,38883455,0.9,3,2401113
5,38884607,0.013,1,2401114
5,38884612,1,9,2401115
5,38884630,1.3,1,2401116
5,38884634,5,1,2401117
5,38884642,1.006,1,2401118
16,38873721,1,9,2401147
5,38881130,4,1,2401188
5,38881133,0.2,3,2401189
2,38883490,0.5,1,2401193
5,38883501,5,1,2401194
5,38883504,0.8,1,2401195
5,38883512,9,1,2401196
5,38883519,1.6,1,2401197
5,38883526,0.08,3,2401198
5,38887142,0.9,1,2401211
4,38890747,0.7,1,2401223
5,38881155,1.9,1,2401255
2,38881194,0.017,3,2401256
5,38884799,5.8,1,2401263
5,38884807,2.3,1,2401264
5,38884808,1.7,1,2401265
5,38884831,1,9,2401266
1,38886018,1,1,2401276
1,38886021,2.5,1,2401277
5,38887179,2.003,1,2401278
5,38887195,10.5,1,2401279
5,38887197,1.1,1,2401280
5,38887220,0.7,1,2401281
5,38873878,1,9,2401297
5,38873885,1.4,1,2401298
15,38873916,3,9,2401299
5,38876346,2.8,1,2401324
5,38876357,0.3,1,2401325
5,39016702,1.001,1,2405547
2,39016717,1.001,1,2405548
5,39016720,2.002,3,2405549
5,39020378,9.009,1,2405572
1,39026367,0.3,1,2405598
5,39026377,1,11,2405599
5,39026392,4.4,1,2405600
1,39026405,1,11,2405601
1,39026410,1,11,2405602
5,39009427,4,1,2405607
4,39009430,1.5,1,2405608
5,39009436,4.5,1,2405609
4,39009457,1,9,2405610
4,39009467,0.01,1,2405611
8,39016776,1.001,1,2405638
4,39026433,2.8,1,2405701
1,39026436,5.9,1,2405702
5,39026462,10,1,2405703
2,39026464,2.6,1,2405704
1,39026466,0.3,1,2405705
2,39008311,1,9,2405710
4,39008316,2,9,2405711
5,39009472,0.5,9,2405712
5,39016835,1,9,2405756
5,39016838,4,9,2405757
5,39016875,0.045,3,2405758
16,39022935,1.001,9,2405780
2,39022944,3.003,1,2405781
5,39026506,1.001,9,2405800
2,39026518,2.002,1,2405801
5,39026569,1.001,1,2405802
8,39026582,16.016,9,2405803
2,39008329,75,1,2405804
5,39008339,0.02,1,2405805
5,39008349,2.1,1,2405806
5,39008354,1.55,3,2405807
5,39008372,0.01,1,2405808
5,39008374,0.105,1,2405809
4,39008395,1,9,2405810
5,38969664,1,10,2410027
5,38969665,1,10,2410028
1,38969675,1,9,2410029
5,38969695,1,10,2410030
5,38969696,1,10,2410031
1,38969698,1,9,2410032
4,38969734,1,9,2410033
5,38972109,1,10,2410036
1,38972111,1,9,2410037
1,38972123,2,9,2410038
5,38972127,1,10,2410039
4,38972134,1,9,2410040
5,38972164,1,10,2410041
2,38985612,1,9,2410084
5,38985635,40,10,2410085
2,38969741,1,9,2410096
1,38969768,6.6,1,2410097
2,38969814,7,9,2410098
1,38972169,1,9,2410100
5,38972175,1,9,2410101
1,38975861,10.74,1,2410121
5,38977128,1,10,2410128
5,38977131,1,10,2410129
1,38985648,1,9,2410193
2,38985689,12.3,1,2410194
5,38985702,1,10,2410195
1,38985704,650,9,2410196
16,38986890,4,9,2410200
5,38986929,1,11,2410201
1,38974717,1,9,2410233
1,38977136,1,9,2410236
1,38977147,5,9,2410237
5,38977155,2,10,2410238
1,38977156,13,9,2410239
1,38977159,2,9,2410240
4,38977185,19,9,2410241
5,38977206,3,9,2410242
1,38985721,2,9,2410279
5,38985736,1,10,2410280
5,38986974,0,,2410283
5,38986975,17,1,2410284
1,38971152,11.72,1,2410297
5,38971154,1,10,2410298
5,38971157,15.4,1,2410299
1,38971163,1,9,2410300
11,38971172,1,9,2410301
1,38971175,1,9,2410302
1,39092083,0.8,1,2414566
11,39092127,2,9,2414567
5,39095751,1,9,2414578
5,39103004,1,9,2414606
2,39092156,1,11,2414637
5,39092158,1,3,2414638
8,39092175,3,9,2414639
5,39092190,18,1,2414640
4,39095778,8,9,2414647
1,39095780,1,1,2414648
8,39095790,1,9,2414649
5,39092231,2.3,1,2414741
5,39092310,1.5,9,2414817
11,39092321,13.5,1,2414818
5,39092323,2.1,1,2414819
5,39092336,3.3,1,2414820
5,39108279,0.1,3,2419166
1,39108297,1,1,2419167
5,39111869,0.5,1,2419183
5,39111881,0.1,3,2419184
5,39108331,1,1,2419254
5,39108333,3,1,2419255
8,39108336,10,9,2419256
5,39108343,0.02,3,2419257
5,39114474,5,1,2419283
5,39120481,6,1,2419303
5,39120482,1,1,2419304
5,39120487,1,11,2419305
4,39120499,0.1,1,2419306
5,39120526,1,3,2419307
5,39120550,6,3,2419308
5,38794183,0.9,1,2392383
5,38788218,1.5,1,2392456
5,38789465,65,1,2392460
5,38793202,0.06,1,2392559
5,38776593,1,11,2392564
5,38793233,2,1,2392610
2,38776609,1,11,2392617
2,38777821,7.689,1,2392618
1,38777825,2.2,1,2392619
4,38782533,0.3,1,2392638
1,38787277,3.19,1,2392655
5,38787290,1.2,1,2392656
5,38787296,1.1,1,2392657
5,38787304,1.4,1,2392658
5,38853070,0.5,1,2396890
5,38853100,2.2,1,2396891
2,38854299,4.6,1,2396892
2,38854323,8,1,2396893
16,38854336,27,9,2396894
5,38857866,2,1,2396900
1,38857894,1,11,2396901
17,38857897,0,,2396902
2,38857898,1,11,2396903
3,38857919,0.1,3,2396904
5,38857926,2.5,1,2396905
5,38857932,1,11,2396906
5,38857934,0.001,1,2396907
2,38865082,0.035,3,2396928
17,38865085,1,9,2396929
5,38853131,13,1,2396955
5,38854343,23.5,1,2396958
5,38854347,1,11,2396959
5,38857942,1.9,1,2396965
8,38857945,10,9,2396966
5,38861473,11.5,1,2396979
5,38861479,1,11,2396980
5,38861489,0.5,1,2396981
4,38861506,1,2,2396982
5,38863902,6.1,1,2396990
5,38863947,1,9,2396991
5,38865087,0.092,3,2396992
16,38865096,1,9,2396993
5,38865105,0.025,3,2396994
5,38865118,0.042,3,2396995
5,38865120,0.01,3,2396996
5,38865125,2.9,3,2396997
2,38865136,0.005,2,2396998
5,38865140,0.07,3,2396999
5,38861520,2,1,2397049
5,38861531,0,3,2397050
5,38861545,2.55,3,2397051
5,38863957,2.3,1,2397055
2,38863994,1,11,2397056
5,38864003,1,11,2397057
8,38864014,41,9,2397058
5,38865177,0.042,3,2397059
5,38865184,0.035,3,2397060
15,38865194,120,9,2397061
5,38865196,0.035,3,2397062
5,38865214,0.735,3,2397063
5,38853332,2,1,2397100
5,38879945,0.035,3,2401330
5,38884838,11.3,1,2401347
1,38884839,9.6,1,2401348
5,38884898,0.5,1,2401349
5,38872775,0.343,3,2401379
5,38872786,0.001,3,2401380
5,38872790,0.05,3,2401381
5,38872802,0.385,3,2401382
5,38873959,0.3,1,2401383
5,38873967,1.4,1,2401384
5,38886179,5,1,2401420
5,38889782,1.9,1,2401426
1,38889786,0.4,1,2401427
1,38889806,0.5,1,2401428
5,38889807,6,1,2401429
5,38889823,1,9,2401430
5,38889826,6.7,1,2401431
5,38872809,0.018,3,2401437
5,38872826,0.018,3,2401438
5,38872831,0.1,3,2401439
15,38872837,1,2,2401440
16,38872850,1,9,2401441
1,38876496,3,1,2401456
1,38876501,65.9,1,2401457
4,38876509,5,1,2401458
5,38876514,7.6,1,2401459
2,38882566,0.02,2,2401471
1,38886211,16.1,1,2401488
1,38886223,1.2,1,2401489
5,38886242,0.4,1,2401490
1,38886244,0.6,1,2401491
5,38886254,6.5,1,2401492
5,38889848,2.9,1,2401499
5,38889850,0.7,1,2401500
5,38889857,0.7,1,2401501
5,38889879,0.6,1,2401502
16,38883917,20,9,2401570
1,38883921,2.4,1,2401571
5,38885084,0.4,1,2401572
5,38885085,13.2,1,2401573
1,38885092,31.1,1,2401574
1,38885096,0.5,1,2401575
5,38885104,1,1,2401576
5,38885111,18.9,1,2401577
5,38885126,0.6,1,2401578
1,38885131,0.7,1,2401579
16,38875378,1,9,2401605
4,38875423,0.8,1,2401606
5,39014447,80.4,1,2405832
5,39014482,1.001,9,2405833
5,39014484,2.002,3,2405834
5,39016903,4.5,1,2405841
5,39016917,1.2,1,2405842
2,39022958,4.004,1,2405871
1,39022968,1.001,1,2405872
5,39022973,1.001,1,2405873
5,39026603,1.001,1,2405881
1,39026604,9.009,1,2405882
4,39008436,1.001,9,2405887
1,39014489,9.009,9,2405908
5,39024298,1,9,2405962
5,39024311,2,9,2405963
5,39008485,5,1,2405978
5,39008495,1.25,1,2405979
2,39008501,1,1,2405980
1,38961404,9.75,1,2406078
5,38961410,2,10,2406079
5,38961415,2,10,2406080
1,38961418,4,9,2406081
5,38961425,2,10,2406082
1,38961435,12,9,2406083
2,38974764,2,9,2410313
5,38977233,2,9,2410320
1,39054115,0.5,1,2410327
1,39054116,1,1,2410328
1,39054140,1,11,2410329
1,39054144,1.3,1,2410330
5,39054145,1,11,2410331
5,39060188,1.2,1,2410351
5,39060195,2.6,1,2410352
5,39060203,22.1,1,2410353
5,39060205,1,9,2410354
1,39061346,0.2,1,2410355
1,39061351,4,1,2410356
5,39061362,7.1,1,2410357
1,39061365,14.2,1,2410358
1,39061371,0.31,1,2410359
1,39061373,1.2,1,2410360
1,39061376,2.65,1,2410361
5,39061378,3.55,1,2410362
5,39061385,2.6,1,2410363
4,39061387,1,9,2410364
5,39061391,3.6,1,2410365
5,39061399,1,9,2410366
1,39061400,1,9,2410367
5,39061404,10.7,1,2410368
10,39051666,1,11,2410408
5,39051683,7.4,1,2410409
1,39051684,0.2,1,2410410
2,39051697,1.1,1,2410411
1,39051701,0.3,1,2410412
2,39051706,25.4,1,2410413
5,39051721,2.9,1,2410414
5,39060210,1,9,2410452
8,39060213,4,9,2410453
2,39060219,1,9,2410454
13,39060221,15,9,2410455
5,39060233,4.4,1,2410456
16,39060235,8,9,2410457
5,39060240,3,1,2410458
5,39061416,1.07,3,2410466
5,39061422,0.6,1,2410467
2,39062678,0.8,1,2410477
5,39062697,1,10,2410478
5,39062701,0.7,1,2410479
2,39048147,1.7,1,2410494
5,39049400,2.8,1,2410506
5,39062724,319.5,1,2410556
5,39062735,4.1,1,2410557
4,39091239,2,9,2414935
5,39091242,3.1,1,2414936
5,39093595,1,9,2414944
2,39093602,4.5,1,2414945
2,39093628,1,1,2414946
8,39093634,20,9,2414947
5,39093645,1.9,1,2414948
5,39094838,2,1,2414950
5,39094840,1,1,2414951
2,39094841,0.3,1,2414952
5,39094846,39,1,2414953
8,39091381,1,9,2415020
5,39093660,0.7,1,2415023
5,39093667,6,1,2415024
5,39103387,1,9,2415063
5,39103408,1,9,2415064
5,39106054,18.5,1,2419340
16,39108442,6,9,2419344
8,39108460,14,9,2419345
16,39108473,1,9,2419346
5,38788511,8.4,1,2392661
1,38794494,37.55,1,2392684
5,38794523,11.1,1,2392685
5,38788520,8.4,1,2392746
5,38788545,16.6,1,2392747
5,38788557,8.4,1,2392748
