"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2017,9,119914436
2017,9,120344170
2017,9,124709427
2017,9,124709540
2017,9,124714831
2017,9,124714861
2017,9,124719036
2017,9,124714900
2017,9,124714907
2017,9,124709738
2017,9,124719139
2017,9,118963290
2017,9,119540384
2017,8,114339882
2017,9,114340371
2017,9,114911789
2017,6,114911792
2017,9,114339704
2017,9,114340202
2017,9,123289980
2017,6,115378280
2017,9,115378292
2017,9,115378345
2017,6,115378385
2017,9,115378425
2017,6,115378487
2017,9,115378505
2017,9,115378547
2017,6,115378350
2017,6,115378377
2017,6,115378389
2017,6,115378552
2017,6,115378394
2017,6,115378526
2017,6,114911609
2017,9,114911607
2017,9,114911592
2017,6,114911693
2017,6,114911692
2017,9,114339522
2017,6,114340413
2017,6,114911774
2017,6,114911796
2017,6,114339546
2017,9,114339656
2017,9,114339778
2017,9,114340047
2017,9,114340149
2017,9,114340323
2017,6,114340355
2017,6,114911549
2017,9,114911556
2017,9,114911824
2017,9,114911837
2017,9,119540395
2017,6,115378364
2017,9,114339769
2017,6,114339788
2017,3,114911545
2017,6,114911545
2017,8,114911545
2017,9,114911572
2017,9,114911581
2017,8,114911584
2017,6,114911713
2017,9,114911801
2017,3,114911826
2017,9,115378331
2017,8,115378354
2017,6,115378363
2017,9,115378444
2017,6,115378512
2017,9,115378511
2017,9,115378562
2017,9,119540378
2017,9,119540382
2017,9,119540400
2017,9,114911540
2017,9,114911595
2017,9,114911618
2017,6,114911856
2017,9,114911542
2017,6,114911797
2017,8,114911817
2017,8,114911836
2017,9,114911573
2017,9,114911885
2017,11,114339634
2017,9,114339757
2017,6,114339434
2017,6,114339512
2017,9,114339689
2017,8,114339759
2017,6,114339993
2017,9,114340112
2017,6,114340197
2017,6,115378502
2017,9,114339621
2017,9,114339619
2017,6,114339716
2017,9,114339876
2017,6,114340057
2017,6,114340175
2017,9,114911900
2017,9,115378426
2017,9,115378264
2017,8,115378384
2017,6,115378427
2017,9,115378498
2017,9,113520854
2017,6,113520935
2017,9,113521162
2017,6,112472126
2017,6,112472999
2017,9,112473207
2017,9,112476795
2017,6,112968502
2017,6,112471713
2017,9,112472002
2017,9,112472819
2017,9,112476705
2017,11,112473144
2017,9,112473360
2017,9,112474959
2017,6,112476284
2017,9,112472902
2017,9,112473047
2017,9,112473297
2017,6,112473685
2017,9,112473754
2017,6,112473903
2017,9,112473912
2017,6,112474267
2017,9,112474888
2017,3,112475554
2017,6,112475700
2017,9,112476932
2017,6,112477033
2017,9,112477375
2017,9,112472527
2017,9,112473696
2017,6,112474642
2017,9,112477164
2017,8,112967883
2017,9,112968180
2017,9,112968904
2017,9,112473000
2017,6,112473225
2017,9,112474268
2017,1,112477145
2017,6,112472934
2017,9,112474347
2017,9,112474419
2017,6,112474736
2017,8,112477038
2017,9,112477486
2017,6,112477502
2017,6,112968607
2017,9,112968659
2017,6,112968660
2017,8,112968669
2017,8,112968722
2017,6,112968841
2017,9,112968847
2017,9,112968936
2017,9,112967812
2017,9,112968339
