offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
947961,906117,14,C,10,,,
947952,906109,45,C,20,,,
947950,906107,45,C,10,,,
947949,906106,45,A,10,,,
947948,906105,47,C,5,,,
947947,906104,51,C,20,,,
947946,906103,5,C,20,,,
947945,906102,51,C,20,,,
947944,906101,51,C,20,,,
947943,906100,49,C,20,,N,
947942,906099,47,C,11,,,
947965,906121,45,C,5,,,
947962,906118,47,C,5,,,
947958,906114,5,C,25,,,
947957,906113,45,C,10,,,
947956,906112,45,C,10,,,
947954,906111,49,C,20,,N,
947955,906111,5,C,20,,,
947953,906110,45,C,20,,,
947951,906108,51,C,25,,,
947963,906119,51,C,20,,,
947960,906116,51,C,20,,,
947959,906115,51,C,20,,,
947971,906127,14,C,13,,,
947970,906126,45,C,24,,,
947969,906125,14,C,6,,,
947968,906124,5,C,20,,,
947967,906123,45,C,20,,,
947966,906122,47,C,20,,,
947964,906120,27,C,20,,,
948060,906207,16,C,13,,,
947985,906140,5,C,20,,,
947984,906139,5,C,20,,,
947983,906138,45,C,20,,,
947982,906137,45,C,20,,,
947981,906136,47,C,20,,,
947980,906135,7,C,20,,,
947979,906134,45,C,10,,,
947978,906133,14,C,10,,,
947977,906132,14,C,10,,,
947976,906131,5,C,20,,,
947975,906130,49,C,20,,F,
947974,906129,45,C,25,,,
947972,906128,51,C,11,,,
947973,906128,5,C,11,,,
947996,906150,5,C,13,,,
947992,906146,45,C,10,,,
947991,906145,5,C,10,,,
947990,906144,5,C,4,,,
947989,906143,47,C,20,,,
947987,906142,49,C,20,,N,
947988,906142,5,C,20,,,
947986,906141,45,C,6,,,
948061,906208,16,C,13,,,
948012,906165,45,C,13,,,
948009,906162,28,C,6,,,
948003,906157,47,C,20,,,
948004,906157,11,C,20,,,
948002,906156,18,C,25,,,
948001,906155,21,C,20,,,
948000,906154,21,C,10,,,
947999,906153,14,C,10,,,
947998,906152,49,C,20,,N,
947997,906151,51,C,20,,,
947995,906149,14,C,20,,,
947994,906148,45,C,20,,,
947993,906147,51,C,20,,,
948017,906170,45,C,10,,,
948016,906169,45,C,20,,,
948015,906168,5,C,20,,,
948014,906167,5,C,20,,,
948013,906166,47,C,20,,,
948011,906164,5,C,20,,,
948010,906163,5,C,22,,,
948008,906161,5,C,20,,,
948007,906160,47,C,5,,,
948006,906159,45,C,20,,,
948005,906158,45,C,20,,,
948062,906209,16,C,13,,,
948050,906198,5,C,6,,,
948028,906180,45,C,10,,,
948023,906176,14,C,10,,,
948022,906175,45,C,6,,,
948021,906174,5,C,10,,,
948020,906173,51,C,20,,,
948019,906172,51,C,3,,,
948018,906171,23,C,7,,,
948037,906187,14,C,10,,,
948034,906185,49,C,20,,F,
948035,906185,5,C,5,,,
948033,906184,5,C,20,,,
948032,906183,51,C,20,,,
948030,906182,45,A,10,,,
948031,906182,5,C,10,,,
948029,906181,45,C,10,,,
948027,906179,5,C,20,,,
948025,906178,47,C,3,,,
948026,906178,5,C,3,,,
948024,906177,51,C,20,,,
948063,906210,5,C,13,,,
948052,906200,45,C,10,,,
948049,906197,27,C,20,,,
948048,906196,16,C,6,,,
948047,906195,45,C,13,,,
948046,906194,27,C,20,,,
948045,906193,5,C,6,,,
948044,906192,45,C,20,,,
948042,906191,49,C,5,,F,
948043,906191,5,C,5,,,
948041,906190,49,C,23,,F,
948039,906189,49,C,20,,N,
948040,906189,5,C,20,,,
948038,906188,45,C,25,,,
948036,906186,5,C,3,,,
948065,906212,20,A,20,,,
948064,906211,16,C,13,,,
948059,906206,7,C,18,,,
948058,906205,5,C,20,,,
948057,906204,21,C,13,,,
948056,906203,49,C,20,,F,
948055,906202,45,C,7,,,
948053,906201,16,C,6,,,
948054,906201,35,C,6,,,
948051,906199,14,C,25,,,
948066,906213,16,C,13,,,
948069,906216,47,C,3,,,
948068,906215,47,C,12,,,
948067,906214,47,C,12,,,
944402,902661,21,C,18,,,
944401,902660,5,C,22,,,
944400,902659,49,C,20,,N,
944399,902658,49,C,20,,N,
944397,902657,49,C,23,,F,
944398,902657,5,C,23,,,
944396,902656,45,C,20,,,
944395,902655,49,C,5,,F,
944394,902654,27,C,20,,,
944393,902653,44,C,20,,,
944392,902652,56,C,20,,,
944391,902651,45,C,20,,,
944390,902650,14,C,18,,,
944389,902649,14,C,18,,,
944387,902648,14,C,18,,,
944388,902648,5,C,18,,,
944385,902647,14,C,18,,,
944386,902647,5,C,18,,,
944384,902646,45,C,20,,,
944383,902645,51,C,13,,,
944382,902644,49,C,18,,F,
944381,902643,5,C,18,,,
944380,902642,51,C,20,,,
944379,902641,49,C,4,,F,
944378,902640,5,C,20,,,
944377,902639,14,C,18,,,
944376,902638,51,C,20,,,
944614,902864,56,C,20,,,
944409,902668,45,C,6,,,
944408,902667,27,C,20,,,
944407,902666,21,C,20,,,
944406,902665,14,C,20,,,
944405,902664,45,C,10,,,
944403,902662,47,C,18,,,
944416,902675,45,C,7,,,
944411,902670,5,C,13,,,
944410,902669,45,C,18,,,
944441,902700,45,C,20,,,
944429,902688,5,C,11,,,
944428,902687,49,C,18,,N,
944427,902686,20,C,13,,,
944426,902685,5,C,18,,,
944425,902684,5,C,13,,,
944424,902683,51,C,20,,,
944423,902682,49,C,11,,F,
944422,902681,5,C,18,,,
944421,902680,49,C,20,,F,
944420,902679,49,C,20,,N,
944419,902678,27,C,20,,,
944418,902677,16,C,20,,,
944417,902676,49,C,3,,F,
944415,902674,27,C,20,,,
944414,902673,49,C,20,,N,
944413,902672,45,C,10,,,
944412,902671,27,C,13,,,
944447,902705,36,C,20,,,
944446,902704,36,C,20,,,
944444,902703,49,C,5,,N,
944445,902703,5,C,5,,,
944443,902702,5,C,13,,,
944442,902701,27,C,13,,,
944440,902699,5,C,20,,,
944439,902698,49,A,20,,F,
944438,902697,27,C,13,,,
944437,902696,45,C,10,,,
944436,902695,14,C,5,,,
944435,902694,27,C,20,,,
944434,902693,49,C,20,,F,
944433,902692,51,C,4,,,
944432,902691,51,C,4,,,
944431,902690,51,C,4,,,
944430,902689,49,C,20,,F,
944404,902663,21,C,13,,,
944462,902719,49,C,25,,F,
944461,902718,5,C,14,,,
944460,902717,45,C,20,,,
944459,902716,49,C,5,,F,
944458,902715,14,C,10,,,
944457,902714,3,C,10,,,
944456,902713,3,C,25,,,
944455,902712,45,C,22,,,
944454,902711,45,C,20,,,
944452,902710,21,C,20,,,
944453,902710,5,C,20,,,
944451,902709,55,C,20,,,
944450,902708,5,C,10,,,
944449,902707,49,C,20,,N,
944448,902706,5,C,13,,,
944615,902865,36,C,20,,,
944478,902734,14,C,20,,,
944477,902733,27,C,25,,,
944476,902732,27,C,25,,,
944475,902731,45,C,8,,,
944474,902730,21,C,20,,,
944473,902729,21,C,20,,,
944472,902728,21,C,20,,,
944471,902727,27,C,13,,,
944470,902726,27,C,20,,,
944469,902725,45,C,20,,,
944468,902724,5,C,18,,,
944467,902723,45,C,10,,,
944466,902722,27,C,18,,,
944465,902721,49,A,18,,N,
944463,902720,7,C,20,,,
944464,902720,5,C,20,,,
944492,902748,49,C,20,,F,
944491,902747,7,C,20,,,
944490,902746,45,C,16,,,
944489,902745,49,C,20,,N,
944488,902744,49,C,11,,F,
944487,902743,27,C,20,,,
944486,902742,45,C,20,,,
944485,902741,14,C,10,,,
944484,902740,49,C,20,,N,
944483,902739,5,C,20,,,
944482,902738,27,C,20,,,
944481,902737,49,C,20,,F,
944480,902736,5,C,25,,,
944479,902735,27,C,20,,,
944558,902809,14,C,18,,,
944535,902787,36,C,22,,,
944523,902775,56,C,20,,,
944521,902773,45,C,20,,,
944520,902772,7,C,18,,,
944519,902771,51,C,20,,,
944518,902770,21,C,20,,,
944517,902769,14,C,13,,,
944516,902768,7,C,13,,,
944515,902767,51,C,20,,,
944514,902766,45,C,7,,,
944513,902765,20,C,10,,,
944512,902764,45,C,18,,,
944511,902763,49,C,20,,N,
944510,902762,51,C,20,,,
944509,902761,51,C,20,,,
944508,902760,45,C,20,,,
944507,902759,45,C,5,,,
944506,902758,49,C,20,,F,
944505,902757,49,C,5,,F,
944503,902756,14,C,18,,,
944504,902756,5,C,18,,,
944501,902755,49,C,7,,F,
944502,902755,5,C,7,,,
944499,902754,49,C,23,,F,
944500,902754,5,C,23,,,
944497,902753,7,C,18,,,
944498,902753,5,C,18,,,
944496,902752,49,C,20,,F,
944495,902751,49,C,5,,F,
944494,902750,45,C,7,,,
944493,902749,45,C,16,,,
944539,902790,47,C,20,,,
944538,902789,45,C,20,,,
