victim_id,offender_id,relationship_id,nibrs_victim_offender_id
130114,202610,15,120674
129924,202406,18,130984
129921,202403,18,120685
130011,202500,24,58975
129987,202474,26,120681
129975,202461,18,71689
129972,202458,14,120682
129967,202453,9,58977
130169,202670,24,120670
130163,202664,1,130979
130162,202663,24,130980
130155,202655,21,120671
130153,202653,21,120672
130085,202579,21,77229
130007,202496,13,58976
129839,202312,9,130958
129839,202313,9,163924
130095,202589,21,120677
130088,202582,18,77228
130076,202570,3,61412
130075,202569,1,130982
130072,202566,21,58973
130071,202565,24,77230
129869,202349,1,58986
129868,202348,21,58670
129861,202339,1,130957
129861,202340,1,163923
129855,202332,1,58671
129855,202333,1,139504
129854,202331,21,120231
129844,202319,9,67727
129844,202320,9,141614
129841,202316,9,58673
129840,202314,3,58674
129840,202315,1,139505
130053,202544,1,130983
130053,202545,1,163281
129886,202366,3,58982
129882,202362,21,58983
129879,202359,21,58984
129878,202358,9,130985
129875,202355,21,131025
129873,202353,3,58985
129849,202326,24,58672
129845,202321,24,77892
130134,202632,1,120673
130051,202542,18,77231
130032,202523,1,58974
130029,202520,24,120678
130140,202639,24,130981
130140,202640,24,163930
130136,202634,18,77163
130120,202616,17,58972
130112,202608,21,120675
130026,202517,21,120679
130019,202510,21,120680
130132,202630,1,58971
130108,202604,6,120676
129934,202416,1,58979
129932,202414,21,120683
129928,202410,18,58980
129949,202432,1,58978
129927,202409,21,58981
129926,202408,1,120684
130939,203540,24,119375
130926,203527,1,119376
130923,203523,3,58305
130917,203517,1,119377
130913,203512,3,119378
130901,203499,1,58693
130899,203497,21,58694
130898,203496,21,58695
130897,203495,26,91974
130893,203491,9,120233
130892,203490,21,91975
130889,203487,1,58696
130888,203486,21,58697
130887,203485,19,77485
130886,203484,19,91976
130876,203472,3,58698
130872,203468,24,58699
130864,203460,19,120234
130857,203453,1,58700
130855,203450,21,120235
130852,203446,24,120236
130850,203443,18,130960
130849,203442,18,120237
130848,203441,18,77486
130846,203439,24,130961
130845,203437,17,120238
130845,203438,18,162697
130844,203435,5,120239
130844,203436,18,162698
130838,203428,21,120240
130836,203426,1,120241
130833,203423,21,120242
130831,203421,1,58701
130829,203418,21,120243
130828,203417,17,120244
130821,203410,24,77487
130817,203406,21,120548
130814,203403,21,58702
130813,203402,24,58703
130809,203398,3,58704
130803,203391,17,120549
130801,203389,21,91977
130800,203388,21,58705
130796,203384,24,58706
130795,203383,1,91978
130793,203381,1,67732
130789,203377,21,12552
131506,204185,21,118480
131454,204129,1,118485
131583,204269,1,120224
131571,204255,9,58663
131570,204254,21,58664
131565,204249,24,58665
131560,204244,1,58666
131555,204238,21,120225
131550,204232,1,120226
131550,204233,1,162696
131548,204230,17,120227
131542,204224,24,58667
131535,204217,3,120228
131531,204213,3,58668
131528,204210,3,58669
131526,204208,6,120229
131525,204207,6,120230
131518,204197,6,63231
131517,204196,1,118476
131516,204195,24,118477
131515,204194,21,118478
131514,204193,21,92413
131510,204189,21,118479
131501,204180,21,118481
131497,204175,3,118482
131492,204170,1,92414
131491,204169,1,63232
131482,204160,1,63233
131479,204157,1,63234
131474,204151,1,63235
131474,204152,1,146906
131469,204145,14,63236
131469,204146,18,140627
131462,204137,3,63237
131461,204136,19,63238
131460,204135,21,118483
131459,204134,21,63239
131458,204133,1,118484
131456,204131,1,63240
131450,204123,9,118486
131450,204124,9,162579
131200,203828,26,92429
131199,203827,3,118930
131198,203826,1,63273
131196,203824,19,63274
131194,203822,17,63275
131191,203819,6,63276
131189,203817,6,118931
131186,203814,3,118932
131184,203811,21,63277
131183,203810,21,118933
131179,203806,1,118934
131178,203805,21,63278
131176,203802,9,118935
131176,203803,18,162615
131174,203799,9,118936
131172,203797,3,63279
131170,203795,19,118937
131169,203794,3,63280
131168,203793,19,118938
131167,203792,15,118939
131164,203789,19,118940
131163,203788,19,118941
131159,203783,24,63281
131153,203777,6,63282
131151,203775,19,118942
131149,203773,1,63283
131148,203772,21,63284
131147,203771,26,118943
131139,203763,22,118944
131138,203762,24,63285
131137,203761,1,118945
131126,203749,24,63286
131126,203750,18,140629
131125,203748,21,118946
131120,203743,24,118947
131118,203741,21,118948
131117,203740,21,63291
131114,203737,1,118964
131110,203732,1,118965
131241,203872,24,118910
131240,203871,21,118911
131239,203870,26,118912
131231,203861,1,63263
131230,203860,9,67699
131229,203859,6,118913
131227,203857,24,63270
131222,203852,24,92427
131216,203845,1,118929
131210,203839,1,63271
131205,203834,24,92428
131203,203831,1,63272
131066,203683,1,118968
130638,203206,1,130968
130633,203201,26,120578
130632,203200,1,130969
130628,203196,21,120579
130627,203195,15,58719
130623,203190,9,120580
130621,203188,1,120581
130620,203187,1,120582
130619,203186,21,120583
130617,203184,3,120584
130608,203174,15,58720
130606,203172,5,58721
130605,203171,1,120585
130603,203169,3,58722
130594,203159,5,120586
130591,203155,1,120587
130591,203156,18,163926
130587,203151,9,4134
130585,203149,18,120588
130583,203146,1,120589
130581,203143,1,120590
130580,203142,9,67738
130579,203141,1,58723
130578,203140,3,58724
130577,203139,1,4135
130575,203137,18,120591
130568,203128,3,91988
130567,203127,1,58725
130548,203105,3,58920
130546,203103,21,58921
130543,203100,14,120592
130542,203098,14,67587
130542,203099,18,162717
130536,203092,1,58922
130525,203080,26,120593
130524,203079,14,120594
130523,203078,21,120595
130522,203077,1,58923
130521,203076,6,58924
130520,203075,3,120596
130514,203069,3,120597
130513,203067,1,58925
130513,203068,1,139557
130512,203066,21,120598
130501,203055,21,58926
131100,203722,17,118966
131098,203720,3,63292
131092,203713,1,63293
131092,203714,1,140631
131087,203707,1,130929
131087,203708,1,163911
131086,203706,21,92442
131085,203704,24,63294
131085,203705,18,140632
131084,203703,21,118967
131079,203697,21,63295
131075,203692,1,67701
131069,203686,19,63296
131064,203681,15,118969
131061,203678,20,118970
131054,203670,24,63297
131053,203669,24,63298
131052,203668,24,63299
131051,203667,24,63300
131045,203660,9,118971
131044,203659,1,63301
131041,203656,5,63302
131035,203649,13,118972
131027,203640,1,63303
131027,203641,1,140633
131023,203636,1,118973
131017,203628,1,118974
131017,203629,1,162616
131009,203618,24,63314
131008,203617,1,4777
131002,203610,14,63315
131001,203609,1,63316
130999,203605,1,77426
130999,203606,1,159581
130993,203599,6,4778
130992,203598,6,63317
130991,203597,1,63318
130989,203595,6,63319
130987,203592,1,130933
130986,203590,24,130934
130986,203591,24,163912
130985,203589,3,63320
130984,203588,26,92445
130982,203586,24,58297
130977,203581,3,58298
130976,203580,24,58299
130975,203579,21,119368
130972,203576,15,119369
130970,203574,1,58300
130965,203569,1,130935
130963,203567,20,119370
130962,203566,6,119371
130960,203564,1,119372
130957,203561,24,67702
130955,203558,24,58301
130955,203559,24,139448
130950,203553,21,58302
130949,203551,1,130936
130949,203552,1,163913
130948,203550,21,119373
130947,203549,1,58303
130945,203546,24,119374
130945,203547,24,162635
130942,203543,1,58304
131437,204109,1,118491
131278,203913,22,118904
130308,202830,14,120640
130308,202831,1,162720
131443,204115,6,118487
131441,204113,5,63241
131440,204112,24,118488
131439,204111,21,118489
131438,204110,1,118490
131436,204108,20,63242
131434,204106,1,63243
131428,204099,1,118492
131424,204095,1,63244
131420,204091,14,118493
131419,204090,24,130915
131414,204085,5,118877
131408,204079,15,63249
131407,204078,1,130919
131402,204072,21,118878
131401,204071,21,118879
131400,204070,1,92422
131399,204069,3,63250
131397,204066,21,118880
131396,204065,6,63251
131395,204064,19,4761
131390,204058,6,92423
131387,204055,1,118881
131307,203945,26,63257
131306,203944,1,126661
131304,203942,26,63258
131296,203934,6,118901
131291,203928,6,118902
131288,203925,9,118903
131284,203920,24,67696
131284,203921,24,141605
131283,203919,9,67240
131276,203910,17,118905
131273,203907,3,63259
131268,203902,6,63260
131267,203901,24,63261
131266,203900,24,67697
131263,203897,24,67698
131258,203892,14,118906
131254,203887,1,118907
131248,203880,3,63262
131245,203876,21,118908
131244,203875,5,118909
130786,203374,1,58707
130782,203369,24,58708
130782,203370,24,139508
130781,203367,1,67733
130781,203368,1,141619
130777,203363,21,120550
130769,203353,1,91979
130764,203348,14,120551
130762,203346,26,58709
130761,203344,1,130962
130761,203345,1,163925
130755,203337,1,67734
130755,203338,1,141620
130754,203336,1,120552
130752,203334,6,120553
130746,203327,19,120554
130745,203326,3,120555
130743,203324,24,67735
130742,203323,1,120556
130739,203320,24,67736
130737,203318,18,120557
130736,203317,3,58710
130734,203315,3,120558
130733,203313,1,120559
130733,203314,1,162714
130732,203312,1,120560
130731,203311,21,120561
130730,203310,17,120562
130729,203309,24,130963
130727,203307,17,120563
130722,203302,22,120564
130720,203300,9,130964
130707,203286,9,120565
130706,203285,26,58711
130702,203278,24,58712
130702,203279,1,139509
130700,203275,24,120566
130700,203276,1,162715
130699,203273,24,120567
130699,203274,1,162716
130698,203272,3,91980
130695,203269,20,120568
130694,203268,21,120569
130692,203266,24,71415
130690,203264,19,130965
130687,203260,24,12553
130687,203261,24,139510
130685,203257,1,58713
130685,203258,1,139511
130682,203254,21,91981
130669,203239,1,130966
130667,203237,1,120570
130665,203235,1,120571
130664,203234,24,120572
130662,203232,6,58714
130661,203231,1,67737
130658,203228,21,120573
130655,203224,3,120574
130654,203223,20,58715
130653,203221,1,58716
130653,203222,1,139512
130650,203218,24,58717
130649,203217,6,120575
130647,203215,24,120576
130646,203214,14,120577
130644,203212,24,77650
130643,203211,14,58718
130641,203209,24,130967
130490,203043,1,120599
130423,202962,14,120613
130387,202918,1,120618
130355,202880,1,120625
130354,202879,24,120626
130350,202875,24,120627
130349,202874,24,130973
130348,202873,14,120628
130346,202871,1,58949
130345,202870,14,120629
130344,202869,3,58950
130340,202864,15,120630
130339,202863,24,120631
130338,202862,9,120632
130337,202861,26,120633
130336,202860,13,120634
130335,202859,21,120635
130330,202854,21,120636
130323,202847,1,120637
130322,202846,1,58951
130321,202845,24,77799
130316,202839,21,120638
130313,202836,20,120639
130311,202834,24,130974
130310,202833,1,77800
130309,202832,21,58952
130307,202828,1,67741
130307,202829,1,141622
130306,202827,21,58953
130304,202825,9,58954
130303,202824,3,58955
130300,202821,3,58956
130299,202820,5,58957
130296,202815,9,120641
130296,202816,9,162721
130291,202809,3,120642
130289,202807,19,120643
130288,202806,6,58958
130286,202804,1,120644
130281,202799,1,120645
130278,202795,21,120646
130276,202793,3,58959
130274,202791,6,126634
130272,202789,24,130975
130270,202786,15,58960
130269,202784,24,120647
130269,202785,24,159539
130268,202783,24,120648
130266,202780,24,120649
130266,202781,24,162722
130265,202778,24,120650
130265,202779,24,159540
130263,202775,1,58961
130263,202776,1,139562
130258,202770,6,130976
130257,202769,26,120651
130250,202762,21,120652
130248,202760,3,120653
130246,202757,6,58962
130245,202756,1,120654
130242,202753,9,120655
