offense_type_id,year,state,num_arrests,total_arrests_that_year,perc_tot_arrests
40,2017,CO,1324,98112,0.013494781
30,2005,MA,779,57784,0.01348124
47,2018,CT,520,38589,0.013475343
14,2004,CO,724,53749,0.013470018
47,2016,CT,522,38905,0.013417299
14,2001,CO,544,40565,0.013410576
11,2017,AR,814,60711,0.013407784
14,2009,MA,941,70221,0.01340055
7,1992,CO,26,1941,0.013395157
14,2015,CT,468,34965,0.013384813
28,2018,AZ,97,7249,0.013381156
39,2009,MA,937,70221,0.013343587
21,2001,CT,311,23358,0.013314496
40,2007,AZ,25,1880,0.013297872
11,2001,MA,511,38446,0.01329137
44,2012,CO,1150,86528,0.013290496
53,2010,CT,578,43523,0.013280335
49,2016,AZ,87,6557,0.013268263
40,2015,MA,800,60395,0.01324613
37,2006,AL,18,1362,0.013215859
40,2006,AL,18,1362,0.013215859
39,2012,AL,16,1214,0.013179572
28,2008,AZ,26,1978,0.01314459
21,2016,CT,511,38905,0.013134559
14,1997,CO,632,48132,0.013130558
47,2008,MA,1002,76365,0.013121194
46,2018,CO,1273,97234,0.013092128
11,2007,CT,459,35110,0.013073199
39,2005,MA,755,57784,0.013065901
40,2010,CO,989,75757,0.013054899
47,2008,CT,611,46817,0.013050815
14,2011,CT,537,41180,0.013040311
11,2015,AR,750,57544,0.013033505
48,2017,CT,521,39975,0.013033146
11,2004,CT,441,34008,0.012967537
46,2017,CO,1271,98112,0.012954583
48,2016,CT,502,38905,0.012903226
40,2005,CT,423,32783,0.012903029
47,2004,MA,648,50284,0.012886803
11,1997,CO,620,48132,0.012881243
14,1992,CO,25,1941,0.012879959
20,1992,CO,25,1941,0.012879959
11,2001,CT,300,23358,0.012843565
39,2018,AZ,93,7249,0.012829356
14,2003,CO,592,46225,0.012806923
14,2010,CO,970,75757,0.012804097
14,2011,CO,994,77660,0.012799382
28,2003,CO,591,46225,0.012785289
46,2015,CO,1220,95529,0.012770991
47,2003,AR,191,14975,0.012754591
11,2005,CT,418,32783,0.012750511
40,2002,MA,507,39767,0.012749264
45,2015,AL,18,1413,0.012738854
40,2015,AL,18,1413,0.012738854
2,2015,AZ,86,6755,0.01273131
21,2010,CO,964,75757,0.012724897
11,2013,CT,467,36809,0.012687115
47,2017,CT,507,39975,0.012682927
53,2012,CT,483,38194,0.012645965
14,2013,MA,875,69368,0.012613885
28,2007,AL,15,1190,0.012605042
47,2006,MA,763,60545,0.012602197
30,2007,MA,836,66532,0.012565382
14,1998,CO,641,51040,0.012558777
2,2011,AZ,64,5101,0.012546559
49,2009,AL,18,1441,0.012491325
40,2011,CO,970,77660,0.012490343
46,2010,CO,942,75757,0.012434495
11,2014,CT,443,35703,0.012407921
49,2010,AL,17,1371,0.012399708
14,2013,AZ,87,7017,0.012398461
20,1993,CO,19,1534,0.012385919
21,2004,CT,421,34008,0.01237944
40,2009,AR,698,56428,0.012369746
52,2007,CO,913,73811,0.01236943
47,2007,MA,821,66532,0.012339927
11,2012,CT,471,38194,0.01233178
2,2017,MA,706,57296,0.012321977
11,2000,MA,401,32548,0.012320265
39,2017,AZ,93,7554,0.012311358
39,2006,MA,743,60545,0.012271864
40,2013,AR,650,53050,0.012252592
14,2008,MA,935,76365,0.012243829
44,2004,CO,658,53749,0.012242088
47,2007,AZ,23,1880,0.012234043
39,2007,AZ,23,1880,0.012234043
28,2007,CO,903,73811,0.012233949
52,2012,CO,1056,86528,0.012204142
28,2000,CO,572,46930,0.012188366
29,2011,AZ,62,5101,0.01215448
40,2007,AR,483,39741,0.012153695
21,2002,CT,291,23946,0.012152343
40,1999,CT,77,6363,0.01210121
36,2000,AR,6,496,0.012096774
47,2005,MA,697,57784,0.012062163
47,2002,MA,479,39767,0.012045163
11,2006,MA,728,60545,0.012024114
21,2012,CO,1040,86528,0.012019231
40,2000,MA,391,32548,0.012013027
48,2009,AR,676,56428,0.011979868
21,2005,MA,692,57784,0.011975633
21,2005,CT,392,32783,0.011957417
14,2008,CT,559,46817,0.011940107
47,2018,MA,638,53546,0.011914989
2,2015,MA,715,60395,0.011838728
40,2006,CO,901,76121,0.011836418
40,2013,CO,1000,84486,0.011836281
40,2001,AR,29,2452,0.01182708
2,2016,MA,717,60669,0.011818227
49,2014,AL,15,1270,0.011811024
39,2014,AL,15,1270,0.011811024
44,2003,CO,545,46225,0.011790157
45,2007,AL,14,1190,0.011764706
14,1999,CO,523,44458,0.011763912
14,2000,CO,552,46930,0.011762199
14,2012,MA,824,70084,0.01175732
49,2006,AL,16,1362,0.01174743
28,2018,MA,629,53546,0.011746909
21,2006,MA,711,60545,0.011743331
39,2008,MA,896,76365,0.011733124
21,2003,CT,327,27941,0.011703232
44,1999,CO,520,44458,0.011696433
45,2008,AL,14,1203,0.011637573
40,2012,AR,656,56411,0.011628938
14,2017,AR,706,60711,0.011628865
11,1999,CO,516,44458,0.01160646
10,2017,MA,664,57296,0.011588942
44,1997,CO,557,48132,0.011572343
44,2006,CO,880,76121,0.011560542
14,2009,CO,898,77723,0.011553851
47,2012,AL,14,1214,0.011532125
40,2012,AL,14,1214,0.011532125
10,2018,MA,617,53546,0.011522803
49,2016,AL,10,870,0.011494253
41,2016,AL,10,870,0.011494253
10,2008,MA,877,76365,0.011484319
40,2014,AR,596,51925,0.011478093
40,2001,MA,440,38446,0.011444624
2,2016,AZ,75,6557,0.011438158
21,2007,MA,761,66532,0.011438105
39,2003,MA,467,40857,0.01143011
14,2013,CO,965,84486,0.011422011
30,2008,MA,871,76365,0.011405749
11,2009,CT,510,44723,0.011403528
39,2007,MA,757,66532,0.011377984
11,2017,AL,11,967,0.011375388
44,1998,CO,577,51040,0.011304859
11,1998,CO,577,51040,0.011304859
48,2005,AR,397,35143,0.011296702
11,2015,CT,394,34965,0.011268411
14,2017,AZ,85,7554,0.011252317
44,2007,CO,828,73811,0.01121784
44,2010,CO,847,75757,0.011180485
30,2006,MA,675,60545,0.011148732
2,2013,MA,773,69368,0.011143467
11,2008,CO,874,78504,0.011133191
46,2014,CO,1025,92163,0.0111216
11,2009,CO,864,77723,0.011116401
37,2009,AL,16,1441,0.0111034
14,2006,CT,325,29297,0.011093286
40,2003,AR,166,14975,0.011085142
7,1993,CO,17,1534,0.011082138
46,1998,CO,565,51040,0.011069749
11,2003,CT,309,27941,0.011059017
11,2017,CT,442,39975,0.011056911
28,1997,CO,532,48132,0.011052938
7,1994,CO,6,543,0.011049724
11,2007,MA,735,66532,0.011047316
11,2011,CT,453,41180,0.011000486
47,2001,MA,422,38446,0.010976434
28,2004,CT,373,34008,0.010968008
2,2014,MA,717,65425,0.010959113
28,1999,CO,486,44458,0.010931666
44,2011,CO,848,77660,0.010919392
47,2003,MA,446,40857,0.010916122
11,2008,CT,510,46817,0.010893479
40,2015,CO,1040,95529,0.010886746
46,2013,CO,918,84486,0.010865706
11,2004,MA,546,50284,0.010858325
11,2010,CT,472,43523,0.010844841
28,2013,AZ,76,7017,0.010830839
21,1992,CO,21,1941,0.010819165
47,1992,CO,21,1941,0.010819165
40,1992,CO,21,1941,0.010819165
39,2004,AZ,13,1202,0.010815308
39,2002,MA,430,39767,0.010812986
14,2017,CT,432,39975,0.010806754
40,2012,CO,934,86528,0.010794194
40,2008,CO,847,78504,0.010789259
14,2008,CO,847,78504,0.010789259
34,2002,AR,21,1950,0.010769231
40,2012,AZ,51,4742,0.010754956
14,2014,AR,557,51925,0.01072701
40,2015,AR,617,57544,0.01072223
14,2016,CT,417,38905,0.010718417
40,2014,AZ,78,7281,0.010712814
14,2012,AL,13,1214,0.010708402
44,2009,CO,829,77723,0.010666083
2,2007,AZ,20,1880,0.010638298
40,2016,CO,1038,97769,0.010616862
2,2008,AZ,21,1978,0.010616785
49,2015,AL,15,1413,0.010615711
14,2012,CO,918,86528,0.010609283
40,2008,AR,508,47926,0.010599674
48,2008,AR,508,47926,0.010599674
21,2007,CT,372,35110,0.010595272
14,2018,MA,567,53546,0.010589026
39,2001,MA,407,38446,0.010586277
30,2003,CO,489,46225,0.010578691
14,2006,AR,385,36576,0.010526028
48,2007,AR,418,39741,0.010518105
28,1998,CT,9,856,0.010514019
40,2014,CO,968,92163,0.01050313
10,2016,MA,637,60669,0.010499596
40,2011,AR,573,54591,0.010496236
30,2003,MA,428,40857,0.010475561
35,1993,CO,16,1534,0.010430248
14,2005,CO,822,78835,0.010426841
14,2016,MA,631,60669,0.010400699
45,2013,AL,15,1445,0.010380623
52,2009,CO,805,77723,0.010357294
21,2003,AR,155,14975,0.010350584
10,2015,MA,625,60395,0.010348539
27,2017,AL,10,967,0.010341262
11,2003,MA,422,40857,0.010328707
21,2015,CT,361,34965,0.01032461
2,2008,MA,787,76365,0.010305768
46,2003,AR,154,14975,0.010283806
10,2007,MA,684,66532,0.010280767
46,2011,CO,798,77660,0.01027556
40,2005,AR,361,35143,0.010272316
14,2003,MA,419,40857,0.010255281
14,2010,CT,446,43523,0.010247455
30,2005,CO,807,78835,0.01023657
14,2014,AL,13,1270,0.01023622
21,2016,MA,621,60669,0.01023587
40,2010,AR,562,54934,0.010230458
11,2016,CT,397,38905,0.010204344
39,2000,MA,332,32548,0.01020032
29,2009,AZ,48,4707,0.010197578
53,2014,CO,938,92163,0.01017762
52,2011,CO,787,77660,0.010133917
44,2005,CO,798,78835,0.010122408
39,1992,AL,27,2671,0.010108574
2,2012,MA,707,70084,0.010087895
40,2005,CO,795,78835,0.010084353
21,2017,AR,612,60711,0.010080546
52,2006,CO,766,76121,0.010062926
28,2001,CT,235,23358,0.010060793
53,2011,CO,780,77660,0.010043781
28,1998,CO,511,51040,0.010011755
53,2013,CO,845,84486,0.010001657
14,2009,CT,447,44723,0.009994857
11,2008,AL,12,1203,0.009975062
14,2008,AL,12,1203,0.009975062
44,2008,CO,783,78504,0.009974014
46,1997,CO,479,48132,0.009951799
10,2006,MA,602,60545,0.009943018
46,2012,CO,860,86528,0.009938979
46,2005,CO,783,78835,0.009932137
40,2007,CO,733,73811,0.009930769
39,2015,AZ,67,6755,0.009918579
40,2016,AR,606,61211,0.009900181
21,2018,AR,654,66118,0.009891406
52,2008,CO,776,78504,0.009884847
2,2016,CO,966,97769,0.009880432
14,2017,CO,969,98112,0.009876468
30,2010,MA,703,71228,0.009869714
2,2009,MA,692,70221,0.009854602
7,1991,AL,39,3962,0.009843513
28,1991,AL,39,3962,0.009843513
11,2013,AZ,69,7017,0.009833262
40,2013,AZ,69,7017,0.009833262
2,2010,MA,699,71228,0.009813556
14,2004,MA,493,50284,0.009804312
14,2007,MA,652,66532,0.009799796
11,2005,MA,566,57784,0.009795099
37,1992,CO,19,1941,0.009788769
48,2006,AR,358,36576,0.009787839
53,1993,CO,15,1534,0.009778357
11,2000,CT,143,14625,0.009777778
21,2006,CT,286,29297,0.009762092
14,2016,AZ,64,6557,0.009760561
11,1999,CT,62,6363,0.009743832
14,2013,CT,358,36809,0.009725882
27,2009,AL,14,1441,0.009715475
11,2018,CT,374,38589,0.009691881
39,2013,AZ,68,7017,0.009690751
30,2002,MA,384,39767,0.009656248
47,2006,AR,353,36576,0.009651137
40,2006,AR,353,36576,0.009651137
30,2013,MA,669,69368,0.009644216
39,2008,AZ,19,1978,0.009605662
10,2014,CO,885,92163,0.009602552
52,2004,CO,515,53749,0.009581574
53,2006,CO,729,76121,0.009576858
14,2018,CT,369,38589,0.009562311
10,2005,MA,552,57784,0.009552817
14,2011,AR,521,54591,0.009543698
2,2017,AZ,72,7554,0.009531374
10,2013,CO,805,84486,0.009528206
14,2016,CO,930,97769,0.009512218
14,2017,MA,543,57296,0.009477101
39,2014,AZ,69,7281,0.00947672
46,2003,CO,438,46225,0.009475392
11,2010,CO,717,75757,0.009464472
14,2018,CO,920,97234,0.009461711
7,2001,CT,221,23358,0.009461426
14,2007,CT,332,35110,0.009455995
2,2014,AL,12,1270,0.009448819
2,2010,AZ,49,5196,0.009430331
2,2007,CO,696,73811,0.009429489
40,2017,AR,572,60711,0.009421686
14,2014,CT,336,35703,0.009410974
28,2012,CO,813,86528,0.009395803
47,2005,AR,330,35143,0.009390206
2,2006,MA,567,60545,0.009364935
14,2016,AR,573,61211,0.009361063
7,1992,AL,25,2671,0.00935979
11,2009,MA,657,70221,0.009356176
21,2014,AZ,68,7281,0.009339376
39,1991,AL,37,3962,0.009338718
30,2001,MA,359,38446,0.009337772
21,2017,MA,535,57296,0.009337476
28,2005,CT,306,32783,0.009334106
30,2000,MA,303,32548,0.009309328
30,2011,MA,650,69868,0.009303258
28,2016,AZ,61,6557,0.009303035
11,1992,CO,18,1941,0.00927357
14,2002,MA,368,39767,0.009253904
14,2007,AL,11,1190,0.009243697
5,2007,AL,11,1190,0.009243697
14,2006,CO,701,76121,0.009209022
14,2015,CO,879,95529,0.009201394
2,2008,CO,719,78504,0.009158769
21,2018,MA,490,53546,0.00915101
11,2011,CO,710,77660,0.009142416
40,1993,CO,14,1534,0.009126467
53,2012,CO,789,86528,0.009118436
14,1999,CT,58,6363,0.009115197
40,2008,AZ,18,1978,0.009100101
29,2008,AZ,18,1978,0.009100101
53,2008,AZ,18,1978,0.009100101
40,2001,CO,369,40565,0.009096512
28,2003,CT,254,27941,0.009090584
2,2011,MA,635,69868,0.009088567
21,2005,AR,319,35143,0.009077199
2,2002,CO,362,39918,0.009068591
53,2010,CO,687,75757,0.009068469
14,2018,AR,598,66118,0.009044436
53,2008,CO,710,78504,0.009044125
53,2007,AZ,17,1880,0.009042553
14,2014,MA,591,65425,0.009033244
21,2015,AZ,61,6755,0.009030348
21,2015,MA,545,60395,0.009023926
2,2009,CO,701,77723,0.009019209
53,2018,CO,876,97234,0.009009194
56,2005,AZ,18,1998,0.009009009
34,2005,AZ,18,1998,0.009009009
39,2016,AZ,59,6557,0.008998017
34,2001,AR,22,2452,0.008972268
14,2000,MA,292,32548,0.008971365
11,2018,AZ,65,7249,0.008966754
40,2011,AL,11,1227,0.008964955
35,2005,MA,518,57784,0.008964419
14,2003,CT,250,27941,0.008947425
52,2010,CO,676,75757,0.008923268
46,2004,CO,479,53749,0.008911794
46,2001,CO,361,40565,0.008899297
40,2015,AZ,60,6755,0.008882309
2,2006,CO,676,76121,0.008880598
14,2007,CO,654,73811,0.008860468
28,2010,CO,671,75757,0.008857267
40,2004,AR,263,29703,0.008854324
48,2016,AZ,58,6557,0.008845509
11,2011,MA,616,69868,0.008816626
21,2008,MA,673,76365,0.008812938
11,2010,MA,627,71228,0.008802718
10,2007,CT,309,35110,0.008800911
28,1999,CT,56,6363,0.00880088
2,2015,CO,839,95529,0.008782673
53,2015,CO,838,95529,0.008772205
2,2010,CO,664,75757,0.008764867
14,2015,MA,529,60395,0.008759003
27,2010,AL,12,1371,0.008752735
35,2004,MA,440,50284,0.008750298
10,2016,CO,855,97769,0.008745103
30,2009,MA,614,70221,0.008743823
21,2013,CT,320,36809,0.008693526
27,2014,AL,11,1270,0.008661417
2,1998,CO,442,51040,0.008659875
53,2007,CO,639,73811,0.008657246
21,2014,CT,309,35703,0.008654735
47,2004,AR,257,29703,0.008652325
21,2004,AR,257,29703,0.008652325
30,2012,MA,606,70084,0.008646767
46,2002,CO,345,39918,0.008642718
40,2011,AZ,44,5101,0.00862576
10,2014,MA,563,65425,0.008605273
10,2013,MA,596,69368,0.008591858
11,2012,MA,601,70084,0.008575424
14,2006,MA,519,60545,0.008572136
21,2010,MA,609,71228,0.008550008
40,2002,CO,341,39918,0.008542512
2,2000,CO,400,46930,0.008523333
48,2001,CT,199,23358,0.008519565
28,2002,CT,204,23946,0.008519168
2,2002,CT,204,23946,0.008519168
2,2003,CO,392,46225,0.00848026
21,2016,AR,519,61211,0.008478868
28,2017,AZ,64,7554,0.008472333
11,2015,MA,511,60395,0.008460965
10,2009,MA,594,70221,0.008459008
10,2008,CT,396,46817,0.008458466
11,2012,CO,731,86528,0.008448132
56,2000,CO,396,46930,0.008438099
39,2011,AZ,43,5101,0.00842972
35,2001,MA,324,38446,0.008427405
21,2013,AZ,59,7017,0.008408152
40,2018,AR,555,66118,0.008394083
53,2009,CO,651,77723,0.008375899
21,2008,CT,392,46817,0.008373027
36,2000,MA,272,32548,0.008356888
28,2008,CO,656,78504,0.008356262
11,2008,MA,636,76365,0.008328423
37,2008,AL,10,1203,0.008312552
49,2008,AL,10,1203,0.008312552
37,2013,AL,12,1445,0.008304498
40,2013,AL,12,1445,0.008304498
14,2015,AZ,56,6755,0.008290155
2,1997,CO,399,48132,0.008289703
2,2009,AZ,39,4707,0.008285532
21,2009,AZ,39,4707,0.008285532
2,2014,CO,763,92163,0.00827881
49,2017,AL,8,967,0.008273009
14,2005,CT,271,32783,0.00826648
21,2009,MA,580,70221,0.008259637
29,2018,CO,802,97234,0.008248144
2,1992,CO,16,1941,0.008243174
35,1992,CO,16,1941,0.008243174
53,2016,CO,805,97769,0.008233694
56,2006,AZ,13,1584,0.008207071
2,2006,AZ,13,1584,0.008207071
21,2014,AR,426,51925,0.008204141
2,2006,AR,300,36576,0.0082021
10,2012,MA,574,70084,0.008190172
10,2015,CO,782,95529,0.008185996
2,1998,CT,7,856,0.00817757
11,2013,MA,567,69368,0.008173798
2,2001,CO,331,40565,0.008159744
10,2017,CO,800,98112,0.008153947
35,2003,MA,333,40857,0.008150378
14,2008,AR,390,47926,0.008137545
2,2001,CT,190,23358,0.008134258
2,2007,MA,540,66532,0.008116395
21,2010,CT,352,43523,0.008087678
47,2012,AR,456,56411,0.00808353
11,2017,CO,793,98112,0.008082599
45,2006,AL,11,1362,0.008076358
2,1999,CO,359,44458,0.008075037
21,2011,MA,564,69868,0.008072365
40,2000,AR,4,496,0.008064516
2,2004,AR,239,29703,0.008046325
14,2009,AR,454,56428,0.008045651
21,2014,MA,526,65425,0.00803974
28,2011,CT,330,41180,0.008013599
29,2007,AZ,15,1880,0.007978723
14,2013,AR,423,53050,0.00797361
46,2000,CO,374,46930,0.007969316
14,2014,CO,733,92163,0.0079533
28,2009,CO,618,77723,0.007951314
11,2018,CO,772,97234,0.00793961
28,2011,CO,616,77660,0.007932011
40,2003,CO,366,46225,0.007917793
2,2011,CO,614,77660,0.007906258
7,2002,CT,189,23946,0.007892759
14,2005,MA,455,57784,0.007874152
48,2018,AZ,57,7249,0.007863154
14,2005,AR,276,35143,0.007853627
11,2016,MA,475,60669,0.007829369
46,1999,CO,348,44458,0.007827613
40,1999,CO,348,44458,0.007827613
56,1993,CO,12,1534,0.007822686
53,2017,CO,765,98112,0.007797211
30,2015,AL,11,1413,0.007784855
27,2015,AL,11,1413,0.007784855
34,2017,CO,762,98112,0.007766634
28,2006,CT,227,29297,0.007748234
2,2003,AR,116,14975,0.007746244
21,2018,AZ,56,7249,0.007725203
2,2018,AZ,56,7249,0.007725203
53,2002,AR,15,1950,0.007692308
11,2013,CO,649,84486,0.007681746
11,2016,CO,751,97769,0.007681371
47,2008,AR,368,47926,0.007678504
21,2017,AZ,58,7554,0.007678051
40,2017,AZ,58,7554,0.007678051
14,2012,AR,433,56411,0.007675808
11,2014,MA,502,65425,0.007672908
29,2016,CO,750,97769,0.007671143
40,2000,CO,360,46930,0.007670999
11,2017,MA,438,57296,0.007644513
29,2017,CO,750,98112,0.007644325
56,2002,CO,304,39918,0.007615612
14,2013,AL,11,1445,0.007612457
28,2013,CO,643,84486,0.007610728
47,2010,AR,418,54934,0.007609131
2,2017,CO,745,98112,0.007593363
48,2006,AZ,12,1584,0.007575758
14,2006,AZ,12,1584,0.007575758
30,2014,MA,495,65425,0.007565915
2,2013,CO,639,84486,0.007563383
28,2015,AZ,51,6755,0.007549963
46,2004,AR,224,29703,0.007541326
14,2005,AZ,15,1998,0.007507508
14,2010,AR,412,54934,0.007499909
35,2002,MA,298,39767,0.007493651
56,1999,CO,333,44458,0.007490215
32,1992,AL,20,2671,0.007487832
34,2004,AZ,9,1202,0.007487521
10,2011,MA,523,69868,0.007485544
10,2016,AZ,49,6557,0.00747293
10,2018,CO,725,97234,0.00745624
29,2015,CT,260,34965,0.007436007
39,2009,AZ,35,4707,0.007435734
30,2007,CO,546,73811,0.007397271
2,2012,CO,639,86528,0.007384893
48,1994,CO,4,543,0.007366483
40,1994,CO,4,543,0.007366483
28,2012,CT,281,38194,0.007357177
2,2005,CT,241,32783,0.007351371
53,2005,CO,579,78835,0.007344454
2,2006,AL,10,1362,0.007342144
5,2006,AL,10,1362,0.007342144
53,2001,AR,18,2452,0.007340946
47,2014,AR,381,51925,0.007337506
40,1998,CO,374,51040,0.007327586
21,2007,AR,290,39741,0.00729725
14,2007,AR,290,39741,0.00729725
53,2004,CO,392,53749,0.007293159
56,1997,CO,351,48132,0.007292446
21,2012,MA,511,70084,0.00729125
30,2016,MA,442,60669,0.007285434
11,2018,MA,390,53546,0.007283457
2,2004,CO,391,53749,0.007274554
14,2001,MA,279,38446,0.007256932
47,2011,AR,396,54591,0.007253943
10,2010,MA,516,71228,0.007244342
2,2018,CO,702,97234,0.007219697
34,2018,CO,701,97234,0.007209412
21,2012,CT,275,38194,0.007200084
34,2010,CO,545,75757,0.007194055
21,2013,MA,499,69368,0.007193519
29,2015,CO,687,95529,0.007191533
21,2009,AR,405,56428,0.007177288
29,2018,AZ,52,7249,0.007173403
29,2012,AZ,34,4742,0.00716997
29,2009,CO,557,77723,0.007166476
27,2018,AL,1,140,0.007142857
5,2018,AL,1,140,0.007142857
29,2010,CO,541,75757,0.007141254
14,2004,AR,212,29703,0.007137326
28,2017,CT,285,39975,0.007129456
39,2010,AZ,37,5196,0.007120862
21,2012,AR,401,56411,0.007108543
29,2011,CO,552,77660,0.007107906
7,2014,AL,9,1270,0.007086614
2,2005,MA,408,57784,0.007060778
21,2006,AR,258,36576,0.007053806
29,2008,CO,551,78504,0.007018751
14,1998,CT,6,856,0.007009346
3,1998,CT,6,856,0.007009346
29,2007,CO,516,73811,0.006990828
30,2000,CO,328,46930,0.006989133
52,2003,CO,323,46225,0.006987561
21,2015,AR,402,57544,0.006985959
28,2010,CT,304,43523,0.006984813
7,2000,CT,102,14625,0.006974359
2,2005,CO,549,78835,0.006963912
21,2012,AZ,33,4742,0.006959089
14,2012,AZ,33,4742,0.006959089
40,2004,CO,374,53749,0.006958269
46,2001,AR,17,2452,0.006933116
14,2002,CT,166,23946,0.006932264
27,2013,AL,10,1445,0.006920415
49,2013,AL,10,1445,0.006920415
52,2005,CO,544,78835,0.006900488
46,2016,AL,6,870,0.006896552
21,2011,CT,283,41180,0.006872268
30,2015,MA,415,60395,0.00687143
21,2013,AR,364,53050,0.006861451
56,1998,CO,350,51040,0.006857367
14,2004,CT,233,34008,0.006851329
14,2001,CT,160,23358,0.006849902
29,2014,CT,244,35703,0.00683416
46,2005,AR,240,35143,0.006829241
11,2015,AZ,46,6755,0.006809771
56,2006,CO,518,76121,0.006804955
30,2009,CO,528,77723,0.006793356
21,2009,CT,303,44723,0.006775037
21,2010,AR,372,54934,0.006771762
39,2012,AZ,32,4742,0.006748208
47,2007,AR,268,39741,0.006743665
29,2004,CO,362,53749,0.006735009
29,2016,CT,262,38905,0.006734353
2,2011,CT,277,41180,0.006726566
29,2018,CT,259,38589,0.006711757
21,2011,AR,365,54591,0.006686084
29,2013,CO,564,84486,0.006675662
14,2002,AR,13,1950,0.006666667
56,2001,CO,270,40565,0.006655984
27,2008,AL,8,1203,0.006650042
28,2018,CT,256,38589,0.006634015
10,2017,AZ,50,7554,0.00661901
29,2014,CO,610,92163,0.006618708
21,2008,AR,317,47926,0.006614364
47,2006,AL,9,1362,0.00660793
11,2014,CO,608,92163,0.006597007
52,2008,AZ,13,1978,0.006572295
30,2002,CO,261,39918,0.006538404
2,2004,CT,222,34008,0.006527876
34,2016,CO,638,97769,0.006525586
5,2011,AL,8,1227,0.006519967
47,2011,AL,8,1227,0.006519967
37,1993,CO,10,1534,0.006518905
46,2006,AR,237,36576,0.006479659
36,2001,MA,249,38446,0.006476617
47,2013,AR,342,53050,0.006446748
2,2008,CT,301,46817,0.006429289
34,2014,CO,592,92163,0.006423402
34,2015,CO,613,95529,0.0064169
21,2016,AZ,42,6557,0.006405368
14,2007,AZ,12,1880,0.006382979
48,2007,AZ,12,1880,0.006382979
34,2007,CO,471,73811,0.006381163
46,2005,CT,209,32783,0.006375255
56,2009,AZ,30,4707,0.006373486
37,2015,AL,9,1413,0.006369427
11,2015,AL,9,1413,0.006369427
34,2008,CO,500,78504,0.006369102
30,1997,CO,306,48132,0.006357517
53,2017,AZ,48,7554,0.006354249
29,2010,AZ,33,5196,0.006351039
29,2005,CT,208,32783,0.006344752
56,2005,CO,500,78835,0.006342361
47,2018,AR,419,66118,0.006337155
29,2017,CT,253,39975,0.006328956
11,2014,AZ,46,7281,0.006317813
11,2015,CO,603,95529,0.006312219
11,2014,AL,8,1270,0.006299213
29,2001,CT,147,23358,0.006293347
47,2017,AR,381,60711,0.006275634
46,2002,CT,150,23946,0.006264094
2,2008,AR,300,47926,0.00625965
47,2016,AZ,41,6557,0.00625286
46,2001,CT,146,23358,0.006250535
5,2009,AL,9,1441,0.006245663
46,2007,AR,248,39741,0.006240407
2,2004,MA,313,50284,0.006224644
28,2018,CO,605,97234,0.006222103
29,2015,AZ,42,6755,0.006217617
34,2006,CO,473,76121,0.006213791
29,2003,CO,287,46225,0.006208761
28,2009,CT,277,44723,0.006193681
56,1992,CO,12,1941,0.00618238
30,2018,MA,330,53546,0.006162925
53,2009,AZ,29,4707,0.006161037
30,1998,CO,314,51040,0.006152038
41,1999,CT,39,6363,0.006129184
2,2012,CT,234,38194,0.006126617
56,2004,CT,208,34008,0.006116208
47,2016,AR,374,61211,0.006110013
10,2006,CT,179,29297,0.006109841
29,2012,CO,528,86528,0.006102071
2,2007,CT,214,35110,0.00609513
48,2017,AZ,46,7554,0.006089489
2,2003,CT,170,27941,0.006084249
35,2000,MA,198,32548,0.006083323
21,2011,AZ,31,5101,0.00607724
48,2008,AZ,12,1978,0.006066734
14,2008,AZ,12,1978,0.006066734
47,2009,AR,341,56428,0.006043099
56,2004,CO,324,53749,0.006028019
56,2012,CT,230,38194,0.006021888
28,2008,CT,281,46817,0.006002093
56,2003,CO,277,46225,0.005992428
46,2004,CT,203,34008,0.005969184
29,2016,AZ,39,6557,0.005947842
53,2016,AZ,39,6557,0.005947842
56,2010,CO,450,75757,0.005940045
2,2006,CT,174,29297,0.005939175
2,2007,AR,235,39741,0.005913289
2,2013,CT,217,36809,0.005895297
29,2002,CT,141,23946,0.005888249
2,2007,AL,7,1190,0.005882353
46,2010,CT,256,43523,0.005881947
47,2011,AZ,30,5101,0.0058812
21,2006,AL,8,1362,0.005873715
14,1993,CO,9,1534,0.005867014
30,2017,MA,336,57296,0.005864284
29,2002,CO,234,39918,0.005862017
29,2013,AZ,41,7017,0.005842953
34,2004,CO,314,53749,0.005841969
37,1998,CT,5,856,0.005841121
8,2012,CT,223,38194,0.005838613
37,2010,AL,8,1371,0.005835157
34,2009,CO,453,77723,0.005828391
29,2017,AZ,44,7554,0.005824729
2,2004,AZ,7,1202,0.005823627
52,2004,AZ,7,1202,0.005823627
34,2007,CT,204,35110,0.00581031
30,2008,CO,456,78504,0.005808621
2,2010,AR,319,54934,0.005806968
56,2016,AZ,38,6557,0.005795333
11,2016,AZ,38,6557,0.005795333
63,2018,CO,562,97234,0.005779871
29,2014,AZ,42,7281,0.005768438
27,2012,AL,7,1214,0.005766063
52,2013,CO,486,84486,0.005752432
14,2016,AL,5,870,0.005747126
29,2000,CT,84,14625,0.00574359
40,2009,AZ,27,4707,0.005736138
29,2004,CT,195,34008,0.005733945
46,2011,CT,236,41180,0.005730937
10,2001,AR,14,2452,0.005709625
14,2011,AL,7,1227,0.005704971
56,2007,CO,421,73811,0.005703757
2,2016,AR,349,61211,0.00570159
56,2012,AZ,27,4742,0.0056938
