year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2003,Kansas,KS,6144,KS0210100,Abilene,6456,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2003,Kansas,KS,6060,KS0010000,Allen,5526,8D,"Non-MSA counties under 10,000",0,11,0,11,0,0,0
2003,Kansas,KS,6472,KS0990100,Alma,764,7,"Cities under 2,500",0,1,0,1,0,0,0
2003,Kansas,KS,6270,KS0500400,Altamont,1068,7,"Cities under 2,500",1,12,1,12,0,1,1
2003,Kansas,KS,6474,KS0990300,Alta Vista,422,7,"Cities under 2,500",0,2,0,2,0,0,0
2003,Kansas,KS,6291,KS0560300,Americus,948,7,"Cities under 2,500",0,0,0,0,0,0,0
2003,Kansas,KS,6420,KS0872000,Andale,791,7,"Cities under 2,500",0,10,0,10,0,0,0
2003,Kansas,KS,6065,KS0020000,Anderson,4213,8D,"Non-MSA counties under 10,000",1,12,1,12,0,1,1
2003,Kansas,KS,6091,KS0080500,Andover,7772,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2003,Kansas,KS,6208,KS0390100,Anthony,2349,7,"Cities under 2,500",1,12,1,12,0,1,1
2003,Kansas,KS,6139,KS0190800,Arcadia,385,7,"Cities under 2,500",0,0,0,0,0,0,0
2003,Kansas,KS,6465,KS0960700,Argonia,517,7,"Cities under 2,500",0,0,0,0,0,0,0
2003,Kansas,KS,6127,KS0180100,Arkansas City,12077,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2003,Kansas,KS,6133,KS0190200,Arma,1505,7,"Cities under 2,500",1,12,1,12,0,1,1
2003,Kansas,KS,6401,KS0850200,Assaria,451,7,"Cities under 2,500",0,0,0,0,0,0,0
2003,Kansas,KS,6070,KS0030000,Atchison,6596,8D,"Non-MSA counties under 10,000",1,12,1,12,0,1,1
2003,Kansas,KS,6071,KS0030100,Atchison,10134,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2003,Kansas,KS,6209,KS0390200,Attica,614,7,"Cities under 2,500",0,6,0,6,0,0,0
2003,Kansas,KS,6372,KS0770100,Atwood,1245,7,"Cities under 2,500",1,12,1,12,0,1,1
2003,Kansas,KS,6087,KS0080100,Augusta,8517,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2003,Kansas,KS,6158,KS0230300,Baldwin City,3589,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2003,Kansas,KS,6072,KS0040000,Barber,1995,8D,"Non-MSA counties under 10,000",1,12,1,12,0,1,1
2003,Kansas,KS,6075,KS0050000,Barton,6572,8D,"Non-MSA counties under 10,000",0,2,0,2,0,0,0
2003,Kansas,KS,6278,KS0520500,Basehor,2520,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2003,Kansas,KS,6103,KS0110300,Baxter Springs,4419,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2003,Kansas,KS,6419,KS0871800,Bel Aire,6442,6,"Cities from 2,500 thru 9,999",0,4,0,4,0,0,0
2003,Kansas,KS,6460,KS0960200,Belle Plaine,1678,7,"Cities under 2,500",0,0,0,0,0,0,0
