suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
17,59397912,2,9,3954087
5,59397925,0.2,1,3954088
8,59397931,10,9,3954089
17,59397938,4,9,3954090
17,59397940,23,9,3954091
5,59387315,0.01,1,3954099
5,59393252,0.1,1,3954100
2,59393285,2.3,1,3954101
8,59397960,1,9,3954106
8,59397986,47,9,3954107
13,59402869,2,9,3954111
5,59386203,6.5,1,3954126
16,59386211,2,9,3954127
8,59386218,3,9,3954128
5,59386223,0.001,1,3954129
15,59386230,4,9,3954130
5,59386251,1,1,3954131
1,59386269,5.2,1,3954140
16,59386306,4,9,3954141
1,59386348,1,1,3954148
5,59386374,1,3,3954149
5,59388763,1,3,3954151
8,59401949,5,9,3954156
8,59391400,1,9,3954169
5,59391409,25.9,1,3954170
17,59398412,1,9,3954173
2,59398453,0.5,1,3954174
2,59398455,0.1,1,3954175
8,59398466,8,9,3954176
8,59398469,3,9,3954177
5,59402099,1,1,3954180
5,59391429,1.1,1,3954188
2,59391438,0.001,1,3954189
6,59398485,3,9,3954193
5,59403359,1,1,3954196
5,59403360,0.02,1,3954197
16,59403368,10,9,3954198
5,59403371,5,1,3954199
12,59403383,0.4,1,3954200
2,59403407,2.4,1,3954210
5,59395090,1.5,1,3954220
5,59395091,0.001,1,3954221
5,59395109,29.402,1,3954222
17,59395112,7,9,3954223
5,59404296,0.01,1,3954225
16,59390428,1,9,3954229
5,59390432,0.05,1,3954230
8,59390454,21,9,3954231
8,59390475,11,9,3954232
8,59401144,2,9,3954236
5,59401145,1,1,3954237
5,59401155,0.001,1,3954238
1,59397571,0.1,1,3954244
13,59398848,1.5,9,3954245
1,59398849,0.1,1,3954246
5,59394175,5.9,1,3954252
5,59394195,10,10,3954253
15,59398903,3,3,3954255
2,59394239,0.01,1,3954259
17,59394249,4,9,3954260
5,59397763,1,3,3954261
5,59397765,2,3,3954262
5,59353159,1,3,3954290
1,59356848,1,1,3954292
5,59364270,1,10,3954297
5,59363361,1,3,3954331
5,59363424,1,3,3954335
5,59363928,1,3,3954410
1,59365968,1,1,3954411
8,59354201,1,11,3954413
5,59376556,1,3,3954463
2,59379234,1,11,3954479
8,59384086,1,9,3954480
5,59384221,1,3,3954491
16,59375733,1,1,3954494
