"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2018,109268169,31,800,,117842712
2018,109279757,20,100,,117842808
2018,109268214,3,300,,117847182
2018,109279787,29,300,,117842846
2018,109268222,29,1000,,117842866
2018,109268222,16,800,,117842867
2018,109268222,63,1800,,117842868
2018,109279820,16,20,,117842887
2018,109279820,29,50,,117842886
2018,109279845,19,8,27-DEC-18,117842925
2018,109279847,19,16,,117842927
2018,109279867,3,5000,31-DEC-18,117842952
2018,109279870,3,5000,,117847218
2018,109279889,4,225,,117847224
2018,109268279,10,2,,117847258
2018,109279978,3,500,,117843103
2018,109279997,50,25,,117843128
2018,109280008,20,1485,,117843150
2018,109279263,20,100,,117842130
2018,109279263,63,15,,117842131
2018,109279262,63,100,,117842129
2018,109279262,30,104,,117842128
2018,109279273,10,,,117842151
2018,109279287,51,0,,117842170
2018,109279287,3,1000,,117842171
2018,109279286,3,1000,27-JUN-18,117842169
2018,109279305,10,,,117842198
2018,109279319,63,50,,117842223
2018,109279319,16,30,,117842222
2018,109279326,10,,,117831942
2018,109279326,11,10,,117831941
2018,109268046,36,250,,117842240
2018,109279334,36,250,14-NOV-18,117842235
2018,109279357,3,10000,,117842269
2018,109279358,47,0,,117842270
2018,109279367,63,2885,,117842280
2018,109268060,13,500,,117831980
2018,109268060,17,500,,117831981
2018,109268060,20,247,,117842307
2018,109279403,38,1,,117842317
2018,109279409,20,20,,117842326
2018,109268066,47,0,,117831988
2018,109268067,20,40,,117842336
2018,109279425,19,140,04-DEC-18,117842348
2018,109279426,19,140,,117831992
2018,109279430,50,16,,117831994
2018,109279442,16,50,,117842363
2018,109279441,61,140,,117842362
2018,109279453,3,1,06-DEC-18,117842381
2018,109268078,3,1,,117842382
2018,109279495,9,0,,117842453
2018,109279496,25,20,,117842457
2018,109279496,20,460,,117842456
2018,109279496,9,0,,117842455
2018,109279496,51,0,,117832027
2018,109279497,20,44,,117842454
2018,109268093,10,,,117842470
2018,109268100,33,2600,,117832044
2018,109268101,20,200,,117832045
2018,109279528,25,5,,117842507
2018,109279528,7,350,,117847053
2018,109279528,26,185,,117842501
2018,109279521,63,200,,117842494
2018,109279545,11,32,,117842522
