"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2018,8648473,5659,12,2018,"I",21-FEB-19,"Y","F","C","2018_12_IL1010400_NIBRS",50403377,0
2018,7918504,5659,3,2018,"I",,"Y","G","C","2018_03_IL1010400_NIBRS",50389608,0
2018,7972785,5659,4,2018,"I",,"Y","G","C","2018_04_IL1010400_NIBRS",50403370,0
2018,7972786,5659,5,2018,"I",,"Y","G","C","2018_05_IL1010400_NIBRS",50403371,0
2018,7994480,5659,6,2018,"I",,"Y","G","C","2018_06_IL1010400_NIBRS",50403372,0
2018,7878531,5659,2,2018,"I",,"Y","G","C","2018_02_IL1010400_NIBRS",50403369,0
2018,8018073,5659,7,2018,"I",,"Y","G","C","2018_07_IL1010400_NIBRS",50403373,0
2018,8249854,5659,8,2018,"I",,"Y","G","C","2018_08_IL1010400_NIBRS",50403374,0
2018,8432473,5659,11,2018,"I",22-JAN-19,"Y","F","C","2018_11_IL1010400_NIBRS",50403376,0
2018,7829853,5659,1,2018,"I",,"Y","G","C","2018_01_IL1010400_NIBRS",50403368,0
2018,8344156,5659,10,2018,"I",,"Y","G","C","2018_10_IL1010400_NIBRS",50403375,0
2018,8293953,5659,9,2018,"I",,"Y","G","C","2018_09_IL1010400_NIBRS",50389614,0
