"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2018,101890490,96616257,4,,
2018,101890493,96616257,5,,
2018,101890494,96616257,7,,
2018,101890518,96616285,7,,
2018,101890847,96616626,1,,
2018,101890845,96616626,4,,
2018,101890877,96616659,6,,
2018,101890929,96616708,5,,1
2018,101890932,96616708,7,1,
2018,101891049,96616832,5,,
2018,101891075,96616832,7,,
2018,101891122,96616880,4,,
2018,101891224,96616993,6,,
2018,101891436,96617207,7,,
2018,101891643,96617438,5,,
2018,101891659,96617438,7,,
2018,101891732,96617517,6,,
2018,101891962,96617758,7,,
2018,101429018,96114573,7,,
2018,101429056,96114612,6,,
2018,101429582,96115174,4,,
2018,101429584,96115174,7,,
2018,101429777,96115388,7,,
2018,101429844,96115456,7,,
2018,101429915,96115542,7,,
2018,101429959,96115600,5,,
2018,101429966,96115600,7,,
2018,101429997,96115638,7,,
2018,101430035,96115676,7,,
2018,101430082,96115727,7,,
2018,101430298,96115960,4,,
2018,101430338,96116006,7,,
2018,101430412,96116085,5,,1
2018,101430414,96116085,7,1,
2018,101430823,96116471,7,,
2018,101430856,96116506,4,,
2018,105739266,100872423,4,,
2018,105739293,100848666,4,,
2018,105739319,100848667,7,,
2018,105739315,100848667,5,,
2018,105724998,100848671,7,,
2018,105739445,100872669,7,,
2018,105739443,100872669,4,,
2018,105739476,100872706,4,,
2018,105725032,100872773,7,,
2018,105739567,100872806,4,,
2018,105739569,100872806,5,,
2018,105739570,100872806,7,,
2018,105739614,100872851,7,,
2018,105739668,100848702,6,,
2018,105716897,100872921,7,,
2018,105739750,100872987,7,,
2018,105739747,100872987,5,,
2018,105739755,100872996,7,,
2018,105739815,100873073,7,,
2018,105725071,100857089,7,,
2018,105739835,100873096,7,,
2018,105739834,100873096,5,,
2018,105716908,100873096,4,,
2018,105716912,100848716,7,,
2018,105739902,100873172,4,,
2018,105725101,100873240,4,,
2018,105739988,100873273,7,,
2018,105740005,100873285,7,,
2018,105740075,100873354,7,,
2018,105725125,100873390,4,,
2018,105740152,100873429,4,,
2018,105740289,100873583,7,,
2018,105740334,100873631,7,,
2018,105740371,100873660,7,,
2018,105716941,100873660,4,,
2018,102199704,96944924,4,,
2018,102199780,96944993,4,,
2018,102199860,96945087,6,,
2018,102199935,96945167,4,,
2018,102199939,96945167,7,,
2018,102200019,96945283,5,,
2018,102200035,96945283,7,,
2018,102200103,96945362,6,,
2018,102200159,96945430,4,,
2018,102200297,96945585,5,,1
2018,102200308,96945585,7,1,
2018,102200326,96945611,4,,
2018,102200413,96945704,4,,
2018,102200689,96945994,1,,
2018,102200725,96946040,7,,
2018,102201114,96946468,7,,
