victim_id,circumstances_id,justifiable_force_id
62984030,1,
62984074,1,
62960452,1,
62957224,3,
62957232,10,
62960467,1,
62954927,9,
62960527,1,
62963720,1,
62963739,1,
62963777,9,
62955014,1,
62955076,9,
62961515,10,
62961551,1,
62961571,1,
62964754,10,
62965791,1,
62961608,10,
62956036,9,
62964857,9,
62959277,1,
62959302,1,
62959303,1,
62962546,1,
62962547,1,
62962640,2,
62953905,6,
62991416,10,
62898800,1,
62898837,10,
62893473,9,
62893474,9,
62893476,10,
62893477,10,
62896564,1,
62891371,10,
62892385,6,
62892386,6,
62895488,1,
62892394,9,
62898709,9,
62898744,10,
62898763,1,
62898768,1,
62898791,1,
62889084,10,
62886914,1,
62887012,6,
62948524,1,
62951702,9,
62951753,1,
62946277,10,
62946294,1,
62946295,1,
62946319,10,
62951814,1,
62940874,1,
62940887,1,
62946346,9,
62951848,1,
62940953,1,
62944111,10,
62946386,1,
62941004,10,
62944152,6,
62949587,1,
62949619,6,
62949621,1,
62949664,10,
62949682,1,
62945218,1,
62947439,1,
62942074,9,
62942075,9,
62942079,1,
62947504,9,
62945296,9,
62945319,6,
62950708,3,
62943017,1,
62943060,9,
62948494,8,
62952918,1,
62943110,6,
62917109,6,
62917110,1,
62917131,6,
62920274,1,
62920307,1,
62917148,1,
62917161,9,
62917173,6,
62917194,10,
62917196,10,
62917214,1,
62920396,1,
62923573,1,
62923574,1,
62923603,10,
62923663,6,
62918113,1,
62918127,1,
62918129,10,
62926877,1,
62921356,1,
62921357,1,
62921365,1,
62918266,1,
62918269,10,
62921424,10,
62921431,1,
62924609,9,
62924610,9,
62924646,1,
62921448,1,
62924674,1,
62921499,6,
62921500,9,
62919230,6,
62919245,1,
62919246,1,
62919259,1,
62919305,6,
62919315,1,
62922489,1,
62925717,1,
62917069,1,
62917077,6,
62917095,8,
62935463,1,
62930026,6,
62933345,9,
62936618,8,
62939892,9,
62939909,10,
62934421,6,
62910675,9,
62913817,1,
62905154,9,
62905155,9,
62905169,1,
62905178,1,
62905181,1,
62908359,6,
62911624,9,
62911625,9,
62905287,1,
62911632,1,
62911634,9,
62911653,1,
62911700,1,
62908524,1,
62911726,1,
62906266,10,
62903139,1,
62906309,1,
62906353,1,
62912804,9,
62904104,10,
62912833,10,
62910549,10,
62910565,10,
62910613,10,
62913807,1,
62915015,6,
62915016,6,
62907438,1,
62907448,10,
62975507,1,
62975532,1,
62975533,1,
62975596,1,
62975603,10,
62975637,1,
62975639,1,
62975640,1,
62967014,1,
62976618,1,
62976635,1,
62971176,1,
62974439,6,
62977589,1,
62974489,9,
62974490,9,
62974493,1,
62974501,1,
62974502,1,
62974503,1,
62977607,1,
62977613,1,
62971330,1,
62974523,1,
62977695,1,
62972323,1,
62972326,1,
62984075,1,
62981825,1,
62978716,1,
62978717,1,
62978768,5,
62981935,1,
62985057,1,
62985068,1,
62988304,1,
62982857,1,
62982882,1,
62986052,1,
62979823,10,
62982902,1,
62982919,1,
62982930,10,
62982931,10,
62986116,1,
62982984,1,
62989291,6,
62983003,1,
62983009,1,
62989362,9,
62980765,1,
62983915,1,
62987088,1,
62980837,6,
62980848,10,
62980878,9,
62983991,1,
62987157,1,
62913817,3,
62963739,6,
