criminal_act_id,offense_id
6,43828769
1,43833036
6,43839654
6,43839655
6,43839665
6,43839666
1,43831694
6,43827744
6,43828776
6,43828777
1,43839664
6,43819436
6,43828780
6,43828781
1,43831701
6,43833044
6,43833045
6,43833046
6,43833047
6,43839671
6,43819441
6,43819442
6,43827754
6,43827755
3,43833055
3,43833056
6,43827758
3,43827335
3,43836865
3,43839673
3,43819449
6,43833060
3,43827762
3,43839674
3,43831711
3,43827336
3,43827763
3,43827764
3,43833839
3,43838825
3,43838826
3,43836866
3,43827337
3,43839675
3,43827338
3,43847723
3,43836867
6,43833836
6,43833837
6,43833838
6,43827765
6,43833845
6,43847724
6,43847725
6,43827770
6,43827771
6,43838831
6,43819453
3,44964983
6,44964984
3,44948513
3,44964985
6,44955271
6,44955272
6,44952782
6,44952783
6,44955276
6,44952789
6,44961098
6,44961099
6,44948531
6,44948532
6,44955284
6,44955285
6,44948533
6,44948534
6,44965027
6,44965028
6,44948537
6,44948538
6,44948546
6,44955290
6,44956358
6,44956359
2,44965778
6,44956360
6,44948543
6,44948548
6,44952807
6,44952808
3,44948549
6,44952809
6,44965034
6,44965035
6,44965036
6,44965037
6,44961118
6,44957136
6,44961121
6,44965041
6,44965042
6,44956715
3,44948551
6,44965785
6,44965786
6,44965039
6,44965040
6,44952814
6,44965788
8,44957152
6,44966984
6,44966985
6,44965789
6,44965793
6,44965794
6,44957142
6,44965796
6,44965797
6,44965798
6,44965799
6,44952818
6,44952819
6,44965800
6,44957145
6,44955306
8,44956726
6,44965047
6,44965048
6,44965803
6,44952820
6,44952821
6,44957154
6,44961130
6,44961131
6,44961132
3,44957160
6,44952824
6,44952825
6,44952826
6,44952827
6,44952828
8,44955320
3,44956731
6,44965817
6,44965818
8,44967004
6,44967005
6,44967006
6,44965820
6,44965821
6,44956743
6,44952844
8,44952845
6,44965058
6,44965059
3,44952833
6,44955325
6,44952839
6,44965827
6,44965828
6,44952841
6,44956739
6,44956740
8,44957171
6,44965836
6,44956744
8,44966986
6,44957181
6,44965843
6,44965844
6,44965845
6,44952854
6,44957191
6,44957192
6,44957193
6,44957521
6,44956117
6,44956118
6,44956119
6,44956120
6,44957194
8,44966176
6,44956125
6,44965084
6,44965085
6,44957526
6,44957527
6,44965853
6,44952864
6,44957528
6,44957529
6,44957531
6,44957615
6,44957616
8,44966980
6,44965858
6,44965859
6,44952866
6,44952867
6,44965089
6,44957533
6,44965093
6,44965860
6,44965099
6,44965100
6,44965862
6,44965863
6,44957204
6,44957205
6,44961933
6,44961934
6,44961935
6,44965105
6,44965107
6,44957538
6,44965108
6,44965109
6,44967818
6,44965351
8,44965352
8,44965355
6,44965357
6,44965358
3,44966999
8,44957559
6,44965868
6,44965869
6,44953650
6,44957541
6,44957542
6,44953652
6,44953653
8,44965884
6,44974958
6,44953658
6,44953659
6,44966992
6,44966994
6,44961953
6,44953668
6,44953669
6,44957551
6,44957552
6,44953675
6,44965362
6,44965363
6,44953678
6,44953679
6,44957564
6,44957565
6,44961966
6,44961967
8,44957568
6,44967010
6,44967011
6,44953681
6,44953682
6,44965365
8,44967032
6,44966672
8,44966178
6,44953685
6,44953686
6,44961971
6,44961972
8,44953687
6,44974991
6,44974992
6,44966148
3,44965370
6,44967012
6,44975757
6,44975758
6,44966158
6,44966669
6,44966161
6,44966162
6,44967027
6,44967028
6,44967029
6,44967030
6,44967034
6,44967035
