offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
18856920,16734900,1,5,48,M,2,,,,
18856933,16734912,0,,,,,,,,
18856935,16734913,2,5,34,M,1,,,,
18856934,16734913,1,5,38,M,1,,,,
18856936,16734914,0,,,,,,,,
18856915,16734895,1,5,39,M,1,,,,
18856916,16734896,1,5,18,M,1,,,,
18856917,16734897,1,5,20,M,1,,,,
18856918,16734898,1,5,29,M,1,,,,
18856919,16734899,1,5,47,M,1,,,,
18856921,16734901,1,5,20,M,1,,,,
18856922,16734902,1,5,25,M,1,,,,
18856923,16734903,1,5,17,M,1,,,,
18856924,16734904,1,5,21,M,1,,,,
18856925,16734905,1,5,27,M,1,,,,
18856926,16734906,1,5,43,M,1,,,,
18856928,16734907,2,5,17,M,1,,,,
18856927,16734907,1,5,18,M,2,,,,
18856937,16734915,0,,,,,,,,
18856938,16734916,1,5,33,M,5,,,,
18856939,16734917,0,,,,,,,,
18856940,16734918,1,5,12,M,1,,,,
18856941,16734919,1,5,33,U,0,,,,
18856942,16734920,0,,,,,,,,
18856943,16734921,0,,,,,,,,
18856944,16734922,1,5,19,M,1,,,,
18856945,16734923,0,,,,,,,,
18856946,16734924,1,5,33,U,0,,,,
18856947,16734925,1,5,20,M,1,,,,
18856948,16734926,0,,,,,,,,
18856949,16734927,1,5,16,F,1,,,,
18856950,16734928,1,5,33,U,0,,,,
18856951,16734929,1,5,33,M,1,,,,
18856952,16734930,0,,,,,,,,
18856953,16734931,1,5,38,M,2,,,,
18856954,16734932,0,,,,,,,,
18856955,16734933,0,,,,,,,,
18856956,16734934,0,,,,,,,,
18856957,16734935,0,,,,,,,,
18856958,16734936,1,5,33,U,0,,,,
18856959,16734937,0,,,,,,,,
18856960,16734938,1,5,33,U,0,,,,
18856974,16734951,1,5,19,M,1,,,,
18856975,16734952,0,,,,,,,,
18856976,16734953,0,,,,,,,,
18856977,16734954,1,5,42,F,1,,,,
18856978,16734955,0,,,,,,,,
18856979,16734956,0,,,,,,,,
18856929,16734908,1,5,20,F,1,,,,
18856930,16734909,1,5,17,M,1,,,,
18856931,16734910,1,5,50,F,1,,,,
18856932,16734911,1,5,43,M,1,,,,
18856961,16734939,1,5,34,M,1,,,,
