victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
18024700,16813095,1,4,,,,5,33,M,2,2,N,,,,
18024375,16812801,1,3,,,,,,,,,,,,,
18024376,16812802,1,4,,,,5,81,F,1,2,N,,,,
18024377,16812803,1,4,,,,5,49,M,2,2,N,,,,
18024378,16812804,1,4,,,,5,45,F,1,1,N,,,,
18024379,16812805,1,4,,,,5,48,F,1,2,N,,,,
18024380,16812806,1,4,,,,5,64,M,1,2,N,,,,
18024381,16812807,1,4,,,,5,34,M,2,2,R,,,,
18024382,16812808,1,4,,,,5,21,F,2,2,N,,,,
18024383,16812809,1,4,,,,5,47,M,2,2,R,,,,
18024384,16812810,1,4,,,,5,39,F,1,2,N,,,,
18024385,16812811,1,4,,,,5,21,M,2,2,R,,,,
18024386,16812812,1,4,,,,5,43,F,2,2,N,,,,
18024387,16812813,1,4,,,,5,11,M,2,2,N,,,,
18024388,16812814,1,4,,,,5,58,M,1,2,N,,,,
18024389,16812815,1,4,,,,5,18,F,1,2,R,,,,
18024390,16812816,1,4,,,,5,44,M,1,1,N,,,,
18024391,16812817,1,1,,,,,,,,,,,,,
18024392,16812818,1,4,,,,5,55,M,2,2,R,,,,
18024393,16812819,1,4,,,,5,29,M,2,2,R,,,,
18024394,16812820,1,4,,,,5,31,F,1,2,N,,,,
18024395,16812821,1,4,,,,5,21,M,1,2,N,,,,
18024396,16812822,1,4,,,,5,17,M,2,2,R,,,,
18024397,16812822,2,4,,,,5,16,M,2,2,N,,,,
18024398,16812823,1,4,,,,5,52,F,2,1,R,,,,
18024399,16812824,1,4,,,,5,27,M,2,2,R,,,,
18024400,16812825,1,4,,,,5,51,M,1,2,N,,,,
18024401,16812826,1,4,,,,5,24,F,2,2,N,,,,
18024402,16812827,1,4,,,,5,18,M,2,2,R,,,,
18024403,16812828,1,4,,,,5,54,M,1,2,N,,,,
18024404,16812829,1,4,,,,5,58,M,1,2,N,,,,
