victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
77115487,70895144,1,8,,,,,,,,,,,,,
77115488,70895151,1,4,,,,5,48,F,2,2,R,,,,
77123038,70904041,1,4,,,,5,23,F,2,2,R,,,,
77123039,70904042,1,4,,,,5,33,M,1,2,U,,,,
77123040,70904043,1,1,,,,,,,,,,,,,
77123041,70904044,1,4,,,,5,30,F,2,2,R,,,,
77123042,70904045,1,4,,,,5,21,M,1,1,R,,,,
77123043,70904046,1,4,,,,5,72,F,1,2,R,,,,
77123044,70904047,1,4,,,,5,26,F,2,2,R,,,,
77123045,70904049,1,4,,,,5,39,M,1,1,R,,,,
77123046,70904049,2,4,,,,5,18,F,1,1,R,,,,
77123047,70904050,1,4,,,,5,52,M,1,1,R,,,,
77123049,70904051,2,1,,,,,,,,,,,,,
77123048,70904051,1,4,,,,5,22,F,1,2,R,,,,
77123050,70904052,1,4,,,,5,52,F,1,2,R,,,,
77123051,70904053,2,4,,,,5,65,F,1,2,R,,,,
77123052,70904054,1,4,,,,5,23,F,2,2,R,,,,
77123053,70904055,1,4,,,,5,62,F,2,2,R,,,,
77123054,70904056,1,4,,,,5,66,F,2,2,R,,,,
77123055,70904057,1,1,,,,,,,,,,,,,
77115514,70897797,1,4,,,,5,52,F,2,2,R,,,,
77115515,70897798,1,4,,,,5,44,M,1,2,R,,,,
77115516,70897798,2,4,,,,5,55,M,1,2,R,,,,
77115517,70897799,1,4,,,,5,40,F,2,2,R,,,,
77115518,70897799,2,4,,,,5,54,M,2,2,R,,,,
77115519,70897799,3,4,,,,5,40,F,2,2,R,,,,
77115520,70897800,1,4,,,,5,57,F,2,2,R,,,,
77115521,70897801,1,4,,,,5,55,M,1,2,R,,,,
77115522,70897802,1,4,,,,5,20,F,2,3,R,,,,
77115523,70897804,1,1,,,,,,,,,,,,,
77115527,70897807,1,4,,,,5,50,F,1,2,N,,,,
77115528,70897808,1,4,,,,5,22,F,1,2,R,,,,
77115529,70897809,1,8,,,,,,,,,,,,,
77115530,70897810,1,4,,,,5,77,M,1,1,R,,,,
77115531,70897811,1,4,,,,5,24,F,2,2,R,,,,
77115532,70897811,2,8,,,,,,,,,,,,,
77115533,70897812,1,4,,,,5,45,F,1,2,R,,,,
77115534,70897813,1,1,,,,,,,,,,,,,
77115535,70897814,1,4,,,,5,20,F,2,2,R,,,,
77115536,70897815,1,1,,,,,,,,,,,,,
77116428,70897816,1,1,,,,,,,,,,,,,
77116429,70897817,1,4,,,,5,55,F,1,2,R,,,,
77116430,70897818,1,4,,,,5,14,M,2,2,R,,,,
77116431,70897819,1,1,,,,,,,,,,,,,
77116432,70897819,2,4,,,,5,18,F,1,2,R,,,,
77116433,70897820,1,1,,,,,,,,,,,,,
77116434,70897821,1,4,,,,5,27,M,1,1,R,,,,
77116436,70897821,3,4,,,,5,1,M,1,1,R,,,,
77116435,70897821,2,4,,,,5,26,F,1,2,R,,,,
77116437,70897822,1,8,,,,,,,,,,,,,
77116438,70897823,1,4,,,,5,36,F,1,2,R,,,,
77116439,70897824,1,4,,,,5,22,F,1,2,R,,,,
77116440,70897826,1,1,,,,,,,,,,,,,
77116441,70897827,1,8,,,,,,,,,,,,,
77116442,70897828,1,4,,,,5,86,M,1,2,R,,,,
77116443,70897829,1,4,,,,5,84,F,2,2,R,,,,
77116444,70897830,1,4,,,,5,20,F,1,2,R,,,,
77116445,70897831,1,4,,,,5,24,F,1,1,R,,,,
77116446,70897832,1,8,,,,,,,,,,,,,
77116447,70897833,1,4,,,,5,27,F,2,2,R,,,,
77116448,70897834,1,4,,,,5,21,F,1,2,N,,,,
77116449,70897835,1,4,,,,5,20,M,2,2,R,,,,
77116450,70897835,2,4,,,,5,18,F,1,2,R,,,,
77116451,70897836,1,4,,,,5,27,F,1,2,N,,,,
77116452,70897837,1,4,,,,5,15,F,1,2,R,,,,
77116453,70897838,1,4,,,,5,39,F,1,1,N,,,,
77116454,70897839,1,1,,,,,,,,,,,,,
77116455,70897840,1,8,,,,,,,,,,,,,
77116456,70897841,1,8,,,,,,,,,,,,,
77116457,70897842,1,1,,,,,,,,,,,,,
77116458,70897843,1,1,,,,,,,,,,,,,
77116459,70897844,1,4,,,,5,61,M,1,2,R,,,,
77116460,70897845,1,4,,,,5,89,M,1,2,U,,,,
77116461,70897845,2,4,,,,5,33,F,1,2,R,,,,
77116462,70897846,1,4,,,,5,33,M,1,2,R,,,,
77116463,70897847,1,1,,,,,,,,,,,,,
77116464,70897848,1,4,,,,5,25,F,1,2,N,,,,
77116465,70897849,1,1,,,,,,,,,,,,,
77116466,70897850,1,1,,,,,,,,,,,,,
77116467,70897851,1,4,,,,5,45,M,2,2,R,,,,
77116468,70897852,1,4,,,,5,30,M,1,2,R,,,,
77116469,70897853,1,1,,,,,,,,,,,,,
77116471,70897854,2,4,,,,5,57,M,1,1,R,,,,
77116470,70897854,1,4,,,,5,41,F,1,2,R,,,,
77116472,70897855,1,4,,,,5,20,F,2,2,R,,,,
77116473,70897856,1,4,,,,5,36,F,2,2,R,,,,
77116474,70897856,2,4,,,,5,32,M,2,2,R,,,,
77116475,70897857,1,4,,,,5,27,M,1,1,R,,,,
77116476,70897858,1,4,,,,5,45,F,2,2,R,,,,
77116477,70897859,1,4,,,,5,28,M,0,3,N,,,,
77116478,70897859,2,4,,,,5,24,U,0,3,N,,,,
77116479,70897860,1,4,,,,5,80,M,1,2,R,,,,
77116480,70897861,1,8,,,,,,,,,,,,,
77116481,70897862,1,4,,,,5,45,M,1,2,R,,,,
77116482,70897863,1,4,,,,5,47,F,2,2,R,,,,
77116483,70897864,1,1,,,,,,,,,,,,,
77116484,70897865,1,8,,,,,,,,,,,,,
77116485,70897866,1,4,,,,5,37,M,1,2,R,,,,
77116486,70897867,1,4,,,,5,36,F,1,2,R,,,,
77116487,70897868,1,8,,,,,,,,,,,,,
77116488,70897869,1,4,,,,5,55,M,4,2,R,,,,
77116489,70897870,1,4,,,,5,36,F,1,2,R,,,,
77116490,70897870,2,4,,,,5,64,M,1,2,R,,,,
77116491,70897871,1,4,,,,5,26,M,2,3,R,,,,
77116492,70897872,1,1,,,,,,,,,,,,,
77116493,70897873,1,4,,,,5,26,F,2,2,R,,,,
77116494,70897874,1,4,,,,5,29,M,2,2,U,,,,
77116495,70897875,1,4,,,,5,30,F,1,2,R,,,,
77116496,70897876,1,4,,,,5,34,M,2,2,R,,,,
77116497,70897877,1,4,,,,5,20,F,0,3,U,,,,
77116498,70897878,1,4,,,,5,25,F,1,2,R,,,,
77116499,70897879,1,8,,,,,,,,,,,,,
77116500,70897880,1,4,,,,5,60,F,1,2,R,,,,
77119670,70900518,1,1,,,,,,,,,,,,,
77119671,70900519,1,1,,,,,,,,,,,,,
77119672,70900520,1,4,,,,5,25,F,2,2,R,,,,
77119673,70900521,1,1,,,,,,,,,,,,,
77119674,70900521,2,4,,,,5,30,F,1,2,N,,,,
77119675,70900522,1,4,,,,5,47,M,1,2,R,,,,
77119676,70900522,2,4,,,,5,51,F,1,2,R,,,,
77119677,70900523,1,4,,,,5,27,F,1,2,R,,,,
77119678,70900524,1,4,,,,5,22,F,2,2,R,,,,
77119679,70900525,1,4,,,,5,35,F,1,2,R,,,,
77119680,70900526,1,4,,,,5,33,F,2,2,R,,,,
77119681,70900527,1,4,,,,5,44,M,1,2,R,,,,
77119682,70900528,1,1,,,,,,,,,,,,,
77119683,70900529,1,1,,,,,,,,,,,,,
77119684,70900530,1,1,,,,,,,,,,,,,
77119685,70900531,1,4,,,,5,19,M,1,1,R,,,,
77119686,70900532,1,4,,,,5,25,F,1,2,R,,,,
77119687,70900533,1,8,,,,,,,,,,,,,
77119688,70900534,1,8,,,,,,,,,,,,,
77119689,70900535,1,4,,,,5,47,F,2,2,R,,,,
77119690,70900536,1,4,,,,5,66,M,1,2,R,,,,
77119691,70900537,1,4,,,,5,43,F,1,2,R,,,,
77119692,70900538,1,4,,,,5,69,M,2,3,R,,,,
77119693,70900539,1,4,,,,5,48,F,2,2,R,,,,
77119694,70900540,1,4,,,,5,35,F,1,2,R,,,,
77119695,70900541,1,1,,,,,,,,,,,,,
77119696,70900542,1,4,,,,5,56,F,1,2,R,,,,
77119697,70900543,1,1,,,,,,,,,,,,,
77119698,70900544,1,1,,,,,,,,,,,,,
77119699,70900545,1,1,,,,,,,,,,,,,
77119700,70900546,1,1,,,,,,,,,,,,,
77119701,70900547,1,4,,,,5,31,F,2,2,R,,,,
77119702,70900548,1,4,,,,5,25,M,2,2,R,,,,
77119703,70900549,1,1,,,,,,,,,,,,,
77119704,70900550,1,4,,,,5,30,M,1,2,R,,,,
77119705,70900551,1,1,,,,,,,,,,,,,
77119706,70900552,1,4,,,,5,35,M,1,2,R,,,,
77119707,70900553,1,4,,,,5,39,F,2,2,R,,,,
77119708,70900554,1,4,,,,5,70,M,1,2,R,,,,
77119709,70900554,2,4,,,,5,63,F,1,2,R,,,,
77119710,70900555,1,4,,,,5,35,F,1,2,R,,,,
77119711,70900556,1,3,,,,,,,,,,,,,
77119712,70900557,1,3,,,,,,,,,,,,,
77119713,70900558,1,4,,,,5,15,F,1,2,R,,,,
77119714,70900559,1,4,,,,5,6,M,2,2,R,,,,
77119715,70900560,1,4,,,,5,6,M,2,2,R,,,,
77119716,70900562,1,1,,,,,,,,,,,,,
77119717,70900563,1,4,,,,5,20,F,2,2,R,,,,
77119718,70900564,1,4,,,,5,44,F,2,2,R,,,,
77119719,70900565,1,4,,,,5,36,F,2,2,R,,,,
77119720,70900566,1,1,,,,,,,,,,,,,
77119721,70900567,1,4,,,,5,44,F,2,2,R,,,,
77119722,70900567,2,4,,,,5,16,F,2,2,R,,,,
77119723,70900568,1,4,,,,5,27,F,1,1,N,,,,
77119724,70900569,1,4,,,,5,27,F,2,2,R,,,,
77119725,70900569,2,4,,,,5,68,F,2,2,R,,,,
77119726,70900570,1,4,,,,5,25,M,1,2,R,,,,
77119727,70900571,1,4,,,,5,29,F,1,2,R,,,,
77119728,70900571,2,4,,,,5,31,M,1,2,R,,,,
77119729,70900572,1,4,,,,5,21,M,1,2,R,,,,
77119730,70900573,1,4,,,,5,49,F,1,2,R,,,,
77119731,70900574,1,4,,,,5,56,M,2,2,R,,,,
77119732,70900574,2,4,,,,5,4,M,2,2,R,,,,
77119733,70900574,3,4,,,,5,7,M,2,2,R,,,,
77119734,70900574,4,4,,,,5,5,F,2,2,R,,,,
77119735,70900575,1,4,,,,5,55,M,1,2,R,,,,
77119736,70900576,1,8,,,,,,,,,,,,,
77119737,70900577,1,8,,,,,,,,,,,,,
77119738,70900578,1,4,,,,5,33,M,1,2,R,,,,
77119739,70900579,1,4,,,,5,29,F,1,2,R,,,,
77119740,70900580,1,1,,,,,,,,,,,,,
77119741,70900581,1,4,,,,5,16,M,1,2,R,,,,
