agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
5238,IL0550700,IL0550700,State Police Division of Criminal Investigation: Zone 14,State Police Division of Criminal Investigation: Zone 14,4,State Police,,,,,18,IL,768,Mcdonough,17109,A,23367,ILUCR0001,Illinois State Police,IL,1993,,2016,2014,2011,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,5522,IL0849700,Illinois State Police,,,,61455,40.455808,-90.678954
5461,IL0820600,IL0820600,Dupo Police Department,Dupo,1,City,,,2476,Dupo,18,IL,793,St Clair,17163,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,3930,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,7,,,,2016,6,0,62239,38.470198,-89.928546
5440,IL0810200,IL0810200,Carbon Cliff Police Department,Carbon Cliff,1,City,,,2395,Carbon Cliff,18,IL,787,Rock Island,17161,A,23367,ILUCR0001,Illinois State Police,IL,1978,,2016,2014,2006,2036,7,"Cities under 2,500",L,Y,N,0,0,0,5438,IL0810000,Rock Island,2003,3,0,61239,41.468404,-90.572203
5606,IL0980300,IL0980300,Lyndon Police Department,Lyndon,1,City,,,2690,Lyndon,18,IL,804,Whiteside,17195,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,,,619,7,"Cities under 2,500",L,N,N,0,0,1,,,,1981,1,0,61261,41.750571,-89.910957
5549,IL0900800,IL0900800,North Pekin Police Department,North Pekin,1,City,,,2783,North Pekin,18,IL,796,Tazewell,17179,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,2014,,1603,7,"Cities under 2,500",L,Y,N,0,0,0,,,,2011,4,0,61554,40.508074,-89.51626
5505,IL0841400,IL0841400,Sherman Police Department,Sherman,1,City,,,2913,Sherman,18,IL,789,Sangamon,17167,A,23367,ILUCR0001,Illinois State Police,IL,1978,,2016,,,4600,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,7,,,,2015,3,0,62684,39.756342,-89.662306
5557,IL0901600,IL0901600,Pekin Park District,Pekin Park District,5,Other,,,,,18,IL,796,Tazewell,17179,A,23367,ILUCR0001,Illinois State Police,IL,1994,,2016,2014,,0,7,"Cities under 2,500",L,Y,N,12,0,3,,,,2011,1,0,61554,40.508074,-89.51626
5347,IL0630600,IL0630600,Easton Police Department,Easton,1,City,,,2488,Easton,18,IL,766,Mason,17125,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,,,303,7,"Cities under 2,500",L,N,N,0,0,4,,,,2013,1,0,62633,40.236993,-89.913575
4936,IL0190800,IL0190800,De Kalb Police Department,De Kalb,1,City,,,12212,DeKalb,18,IL,726,Dekalb,17037,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,44046,4,"Cities from 25,000 thru 49,999",L,Y,N,12,0,10,,,,2016,62,15,60115,41.894612,-88.768991
5629,IL0991400,IL0991400,Wilmington Police Department,Wilmington,1,City,,,3022,Wilmington,18,IL,805,Will,17197,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,5703,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,7,,,,2012,12,1,60481,41.448474,-87.978456
5280,IL0571600,IL0571600,State Police Division of Criminal Investigation: Zone 6,State Police Division of Criminal Investigation: Zone 6,4,State Police,,,,,18,IL,770,Mclean,17113,A,23367,ILUCR0001,Illinois State Police,IL,1993,,2016,2014,2011,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,5522,IL0849700,Illinois State Police,,,,61702,40.494559,-88.844539
4725,IL0101500,IL0101500,Parkland College,Parkland College,3,University or College,,461,,,18,IL,716,Champaign,17019,A,23367,ILUCR0001,Illinois State Police,IL,1994,,2016,,,0,7,"Cities under 2,500",L,Y,N,12,0,5,,,,2016,15,3,61821,40.13915,-88.197201
5436,IL0800000,IL0800000,Richland County Sheriff's Office,Richland,2,County,,,,,18,IL,786,Richland,17159,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,6980,8D,"Non-MSA counties under 10,000",L,N,N,12,0,7,,,,2012,7,20,62450,38.71155,-88.085698
4692,IL0060400,IL0060400,Princeton Police Department,Princeton,1,City,,,2850,Princeton,18,IL,712,Bureau,17011,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,7357,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,7,,,,2016,17,2,61356,41.401304,-89.528377
4896,IL0169100,IL0169100,Posen Police Department,Posen,1,City,,,2847,Posen,18,IL,722,Cook,17031,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,6029,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,7,,,,2016,18,2,60469,41.894294,-87.645455
5386,IL0710400,IL0710400,Polo Police Department,Polo,1,City,,,2842,Polo,18,IL,777,Ogle,17141,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,2255,7,"Cities under 2,500",L,N,N,5,0,6,,,,2015,4,0,61064,42.041884,-89.320176
4769,IL0161300,IL0161300,Brookfield Police Department,Brookfield,1,City,,,2373,Brookfield,18,IL,722,Cook,17031,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,19033,5,"Cities from 10,000 thru 24,999",L,Y,N,12,0,7,,,,2016,29,5,60513,41.894294,-87.645455
4818,IL0164700,IL0164700,Hillside Police Department,Hillside,1,City,,,2610,Hillside,18,IL,722,Cook,17031,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,8203,6,"Cities from 2,500 thru 9,999",L,Y,N,4,0,5,,,,2015,26,7,60162,41.894294,-87.645455
5496,IL0840600,IL0840600,Pawnee Police Department,Pawnee,1,City,,,2822,Pawnee,18,IL,789,Sangamon,17167,A,23367,ILUCR0001,Illinois State Police,IL,1978,,2016,,,2721,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2016,6,0,62558,39.756342,-89.662306
5357,IL0670000,IL0670000,Monroe County Sheriff's Office,Monroe,2,County,,,,,18,IL,773,Monroe,17133,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,12146,9C,"MSA counties from 10,000 thru 24,999",L,Y,N,12,0,7,,,,2016,16,18,62298,38.277983,-90.179078
4963,IL0221300,IL0221300,Lombard Police Department,Lombard,1,City,,,2684,Lombard,18,IL,728,Dupage,17043,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,44008,4,"Cities from 25,000 thru 49,999",L,Y,N,12,0,10,,,,2016,68,14,60148,41.852058,-88.086038
5011,IL0280300,IL0280300,Royalton Police Department,Royalton,1,City,,,2894,Royalton,18,IL,734,Franklin,17055,A,23367,ILUCR0001,Illinois State Police,IL,1976,,2016,,,1135,7,"Cities under 2,500",L,N,N,12,0,6,,,,2016,3,0,62983,37.991848,-88.926246
5570,IL0920400,IL0920400,Fairmount Police Department,Fairmount,1,City,,,2512,Fairmount,18,IL,798,Vermilion,17183,A,23367,ILUCR0001,Illinois State Police,IL,1980,,2016,,,618,7,"Cities under 2,500",L,Y,N,12,0,10,,,,2013,1,0,61841,40.18674,-87.726771
5543,IL0900200,IL0900200,Delavan Police Department,Delavan,1,City,,,2464,Delavan,18,IL,796,Tazewell,17179,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,,,1657,7,"Cities under 2,500",L,Y,N,12,0,7,,,,2016,3,0,61734,40.508074,-89.51626
4999,IL0260100,IL0260100,Ramsey Police Department,Ramsey,1,City,,,2855,Ramsey,18,IL,732,Fayette,17051,A,23367,ILUCR0001,Illinois State Police,IL,1981,,2016,,,1021,7,"Cities under 2,500",L,N,N,0,0,3,,,,2012,1,0,62080,39.001125,-89.017923
4833,IL0165500,IL0165500,Justice Police Department,Justice,1,City,,,2641,Justice,18,IL,722,Cook,17031,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,13044,5,"Cities from 10,000 thru 24,999",L,Y,N,11,0,6,,,,2011,24,7,60458,41.894294,-87.645455
5323,IL0602100,IL0602100,Pontoon Beach Police Department,Pontoon Beach,1,City,,,2844,Pontoon Beach,18,IL,763,Madison,17119,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,,,5631,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,7,,,,2016,14,6,62040,38.827082,-89.900195
4717,IL0100600,IL0100600,Urbana Police Department,Urbana,1,City,,,2976,Urbana,18,IL,716,Champaign,17019,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,42169,4,"Cities from 25,000 thru 49,999",L,N,Y,12,0,9,,,,2016,54,14,61801,40.13915,-88.197201
5045,IL0330000,IL0330000,Hamilton County Sheriff's Office,Hamilton,2,County,,,,,18,IL,739,Hamilton,17065,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,5425,8D,"Non-MSA counties under 10,000",L,N,N,12,0,4,,,,2015,5,4,62859,38.085226,-88.539005
5244,IL0560400,IL0560400,Fox River Grove Police Department,Fox River Grove,1,City,,,2529,Fox River Grove,18,IL,769,Mchenry,17111,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,,,4683,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,7,,,,2015,10,0,60021,42.324298,-88.452245
4742,IL0140200,IL0140200,Breese Police Department,Breese,1,City,,,2368,Breese,18,IL,720,Clinton,17027,A,23367,ILUCR0001,Illinois State Police,IL,1976,,2016,,,4515,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,7,,,,2012,6,1,62230,38.606423,-89.423136
5664,IL1011000,IL1011000,Durand Police Department,Durand,1,City,,,2477,Durand,18,IL,807,Winnebago,17201,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,2014,,1410,7,"Cities under 2,500",L,Y,N,0,0,1,,,,2011,1,0,61024,42.337396,-89.161205
5322,IL0602000,IL0602000,Lewis and Clark Community College,Lewis and Clark Community College,3,University or College,,313,,,18,IL,763,Madison,17119,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,2014,2006,0,7,"Cities under 2,500",L,Y,N,0,0,0,5304,IL0600000,Madison,1979,8,1,62035,38.827082,-89.900195
5544,IL0900300,IL0900300,East Peoria Police Department,East Peoria,1,City,,,2486,East Peoria,18,IL,796,Tazewell,17179,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,23359,5,"Cities from 10,000 thru 24,999",L,Y,N,12,0,9,,,,2016,48,12,61611,40.508074,-89.51626
5228,IL0540000,IL0540000,Logan County Sheriff's Office,Logan,2,County,,,,,18,IL,760,Logan,17107,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,12284,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,0,6,,,,2016,19,8,62656,40.129122,-89.365307
5212,IL0509900,IL0509900,State Police: District 17,State Police: District 17,4,State Police,,,,,18,IL,756,Lasalle,17099,A,23367,ILUCR0001,Illinois State Police,IL,1993,,2016,2014,2011,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,5522,IL0849700,Illinois State Police,,,,61301,41.343341,-88.885931
5320,IL0601700,IL0601700,Southern Illinois University: Edwardsville,Southern Illinois University: Edwardsville,3,University or College,,547,,,18,IL,763,Madison,17119,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,,,0,7,"Cities under 2,500",L,Y,N,12,0,10,,,,2016,37,10,62026,38.827082,-89.900195
5186,IL0492900,IL0492900,Lincolnshire Police Department,Lincolnshire,1,City,,,2675,Lincolnshire,18,IL,755,Lake,17097,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,,,7295,6,"Cities from 2,500 thru 9,999",L,Y,N,12,0,10,,,,2012,24,9,60069,42.326444,-87.436118
5106,IL0450100,IL0450100,Aurora Police Department,Aurora,1,City,,,2334,Aurora,18,IL,751,Kane,17089,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,201034,2,"Cities from 100,000 thru 249,000",L,N,N,12,0,10,,,,2012,289,62,60506,41.939594,-88.42804
5682,IL1020900,IL1020900,Secor Police Department,Secor,1,City,,,2905,Secor,18,IL,808,Woodford,17203,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,2014,2008,370,7,"Cities under 2,500",L,Y,N,0,0,0,5675,IL1020000,Woodford,,,,61771,40.789596,-89.210301
5178,IL0492100,IL0492100,Waukegan Police Department,Waukegan,1,City,,,3001,Waukegan,18,IL,755,Lake,17097,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,88855,3,"Cities from 50,000 thru 99,000",L,N,N,12,0,9,,,,2016,150,39,60085,42.326444,-87.436118
4779,IL0161L00,IL0161L00,Chicago Fire Department Arson Investigations,Chicago Fire Department Arson Investigations,5,Other,,,,,18,IL,722,Cook,17031,A,23367,ILUCR0001,Illinois State Police,IL,1994,,2016,,,0,7,"Cities under 2,500",L,Y,N,12,0,6,,,,2012,3,8,60607,41.894294,-87.645455
5145,IL0470000,IL0470000,Kendall County Sheriff's Office,Kendall,2,County,,,,,18,IL,753,Kendall,17093,A,23367,ILUCR0001,Illinois State Police,IL,1960,,2016,,,34290,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,0,7,,,,2016,52,56,60560,41.58814,-88.430626
5074,IL0380500,IL0380500,Sheldon Police Department,Sheldon,1,City,,,2911,Sheldon,18,IL,744,Iroquois,17075,A,23367,ILUCR0001,Illinois State Police,IL,1973,,2016,2014,2009,1024,7,"Cities under 2,500",L,N,N,0,0,0,5070,IL0380000,Iroquois,1980,1,0,60966,40.748867,-87.833601
