agency_id,incident_id,nibrs_month_id,incident_number,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,ddocname,orig_format,ff_line_number,did
505,16515274,2900257,0110281830,,,2002-10-28 00:00:00,,18,6,,0,C,2002_10_AR0030000_0110281830_INC_NIBRS,,,
505,16515275,2900257,0210011310,,,2002-10-01 00:00:00,,15,6,,0,C,2002_10_AR0030000_0210011310_INC_NIBRS,,,
505,16515276,2900257,0210012045,,,2002-10-01 00:00:00,,20,6,,0,C,2002_10_AR0030000_0210012045_INC_NIBRS,,,
505,16515277,2900257,0210021140,,,2002-10-02 00:00:00,,11,6,,0,C,2002_10_AR0030000_0210021140_INC_NIBRS,,,
505,16515278,2900257,0210022142,,,2002-10-02 00:00:00,,21,6,,0,C,2002_10_AR0030000_0210022142_INC_NIBRS,,,
505,16515279,2900257,0210041603,,,2002-10-06 00:00:00,,1,6,,0,C,2002_10_AR0030000_0210041603_INC_NIBRS,,,
505,16515280,2900257,0210070504,,,2002-10-07 00:00:00,,7,6,,0,C,2002_10_AR0030000_0210070504_INC_NIBRS,,,
505,16515281,2900257,0210080920,,,2002-10-08 00:00:00,,9,6,,0,C,2002_10_AR0030000_0210080920_INC_NIBRS,,,
505,16515282,2900257,0210100826,,,2002-10-10 00:00:00,,8,6,,0,C,2002_10_AR0030000_0210100826_INC_NIBRS,,,
505,16515283,2900257,0210101414,,,2002-10-10 00:00:00,,14,6,,0,C,2002_10_AR0030000_0210101414_INC_NIBRS,,,
505,16515284,2900257,0210120324,,,2002-10-12 00:00:00,,3,6,,0,C,2002_10_AR0030000_0210120324_INC_NIBRS,,,
505,16515285,2900257,0210120825,,,2002-10-12 00:00:00,,8,6,,0,C,2002_10_AR0030000_0210120825_INC_NIBRS,,,
505,16515286,2900257,0210122133,,,2002-10-12 00:00:00,,21,6,,0,C,2002_10_AR0030000_0210122133_INC_NIBRS,,,
505,16515287,2900257,0210131706,,,2002-10-14 00:00:00,,7,6,,0,C,2002_10_AR0030000_0210131706_INC_NIBRS,,,
505,16515288,2900257,0210131813,,,2002-10-13 00:00:00,,18,6,,0,C,2002_10_AR0030000_0210131813_INC_NIBRS,,,
505,16515289,2900257,0210141058,,,2002-10-14 00:00:00,,10,6,,0,C,2002_10_AR0030000_0210141058_INC_NIBRS,,,
505,16515290,2900257,0210141530,,,2002-10-14 00:00:00,,15,6,,0,C,2002_10_AR0030000_0210141530_INC_NIBRS,,,
505,16515291,2900257,0210141531,,,2002-10-11 00:00:00,,14,6,,0,C,2002_10_AR0030000_0210141531_INC_NIBRS,,,
505,16515292,2900257,0210142107,,,2002-10-14 00:00:00,,21,6,,0,C,2002_10_AR0030000_0210142107_INC_NIBRS,,,
505,16515293,2900257,0210142138,,,2002-10-14 00:00:00,,21,6,,0,C,2002_10_AR0030000_0210142138_INC_NIBRS,,,
