victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
21423362,19970847,1,4,,,,4,,F,1,2,R,,,,
21423363,19970848,1,4,,,,4,,M,1,2,N,,,,
21423484,19970959,1,4,,,,4,,M,1,2,R,,,,
21423359,19970844,1,8,,,,,,,,,,,,,
21423365,19970850,1,4,,,,4,,M,1,2,R,,,,
21423366,19970851,1,4,,,,5,19,M,1,2,R,,,,
21423367,19970852,1,4,,,,4,,M,1,2,R,,,,
21423382,19970863,1,4,,,,4,,M,1,2,R,,,,
21423458,19970933,1,8,,,,,,,,,,,,,
21423459,19970934,1,8,,,,,,,,,,,,,
21423460,19970935,1,4,,,,5,24,M,1,2,R,,,,
21423461,19970936,1,4,,,,4,,M,1,2,R,,,,
21423473,19970948,1,4,,,,4,,M,1,2,R,,,,
21423474,19970949,1,1,,,,,,,,,,,,,
21423475,19970950,1,1,,,,,,,,,,,,,
21423360,19970845,1,4,,,,4,,M,1,2,R,,,,
21423368,19970853,1,4,,,,4,,M,1,2,R,,,,
21423369,19970854,1,4,,,,4,,F,1,2,R,,,,
21423370,19970854,2,4,,,,4,,M,1,2,R,,,,
21423371,19970854,3,4,,,,4,,M,1,2,R,,,,
21423372,19970854,4,4,,,,4,,F,1,2,R,,,,
21423373,19970854,5,4,,,,4,,M,1,2,R,,,,
21423374,19970855,1,4,,,,4,,M,1,2,R,,,,
21423375,19970856,1,4,,,,4,,F,1,2,R,,,,
21423376,19970857,1,1,,,,,,,,,,,,,
21423377,19970858,1,1,,,,,,,,,,,,,
21423378,19970859,1,8,,,,,,,,,,,,,
21423380,19970861,1,4,,,,4,,F,1,2,R,,,,
21423402,19970877,1,4,,,,4,,M,1,2,R,,,,
21423462,19970937,1,8,,,,,,,,,,,,,
21423463,19970938,1,8,,,,,,,,,,,,,
21423464,19970939,1,8,,,,,,,,,,,,,
21423465,19970940,1,8,,,,,,,,,,,,,
21423476,19970951,1,4,,,,4,,F,1,2,R,,,,
21423477,19970952,1,4,,,,4,,M,1,2,R,,,,
21423478,19970953,1,4,,,,4,,M,1,2,R,,,,
21423479,19970954,1,4,,,,5,46,F,1,2,R,,,,
21423480,19970955,1,4,,,,4,,M,1,2,R,,,,
21423481,19970956,1,4,,,,4,,M,1,2,R,,,,
21423482,19970957,1,4,,,,4,,M,1,2,R,,,,
21423483,19970958,1,4,,,,4,,F,2,2,R,,,,
21423485,19970960,1,4,,,,4,,M,1,2,R,,,,
21423486,19970961,1,4,,,,4,,M,1,2,R,,,,
21423487,19970962,1,4,,,,5,89,F,1,2,R,,,,
21423488,19970963,1,4,,,,4,,M,1,2,R,,,,
21423495,19970970,1,4,,,,4,,M,1,2,R,,,,
21423520,19970994,1,4,,,,4,,M,1,2,R,,,,
21423361,19970846,1,4,,,,4,,F,1,2,R,,,,
21423379,19970860,1,4,,,,4,,F,1,2,R,,,,
21423381,19970862,1,4,,,,4,,F,1,2,R,,,,
21423383,19970864,1,4,,,,4,,F,1,2,R,,,,
21423384,19970865,1,4,,,,4,,F,1,2,R,,,,
21423385,19970865,2,4,,,,4,,M,1,2,R,,,,
21423386,19970866,1,4,,,,4,,M,1,2,R,,,,
21423387,19970867,1,4,,,,4,,M,1,2,R,,,,
21423388,19970868,1,4,,,,4,,M,1,2,R,,,,
21423389,19970869,1,4,,,,4,,M,1,2,R,,,,
21423390,19970870,1,4,,,,5,65,M,1,2,R,,,,
21423391,19970871,1,4,,,,4,,M,1,2,R,,,,
21423392,19970872,1,1,,,,,,,,,,,,,
21423393,19970873,1,4,,,,5,34,M,1,2,R,,,,
21423489,19970964,1,4,,,,4,,M,1,2,R,,,,
21423494,19970969,1,4,,,,4,,F,1,2,R,,,,
21423394,19970874,1,4,,,,4,,M,1,2,R,,,,
21423395,19970874,2,4,,,,4,,M,1,2,R,,,,
21423396,19970874,3,4,,,,4,,M,1,2,R,,,,
21423397,19970874,4,4,,,,4,,M,1,2,R,,,,
21423398,19970874,5,4,,,,4,,M,1,2,R,,,,
21423399,19970874,6,4,,,,4,,M,1,2,R,,,,
21423400,19970875,1,4,,,,4,,M,1,2,R,,,,
21423401,19970876,1,4,,,,4,,F,1,2,R,,,,
21423403,19970878,1,4,,,,4,,F,1,2,R,,,,
21423404,19970879,1,4,,,,4,,M,1,2,R,,,,
21423405,19970880,1,4,,,,4,,F,1,2,R,,,,
21423466,19970941,1,8,,,,,,,,,,,,,
21423490,19970965,1,1,,,,,,,,,,,,,
21423491,19970966,1,4,,,,4,,F,1,2,R,,,,
21423406,19970881,1,4,,,,4,,F,1,2,R,,,,
21423407,19970882,1,4,,,,5,23,F,1,2,R,,,,
21423408,19970883,1,4,,,,4,,M,1,2,R,,,,
21423409,19970884,1,4,,,,4,,M,1,2,N,,,,
21423410,19970885,1,4,,,,4,,M,1,2,R,,,,
21423411,19970886,1,4,,,,4,,M,1,2,R,,,,
21423412,19970887,1,4,,,,4,,M,1,2,R,,,,
21423492,19970967,1,4,,,,5,27,M,1,2,R,,,,
21423493,19970968,1,4,,,,4,,M,1,2,R,,,,
21423496,19970971,1,4,,,,4,,M,1,2,R,,,,
21423497,19970972,1,4,,,,5,40,M,1,2,R,,,,
21423498,19970973,1,4,,,,4,,M,1,2,R,,,,
21423358,19970843,1,8,,,,,,,,,,,,,
21423413,19970888,1,4,,,,4,,M,1,2,R,,,,
21423414,19970889,1,4,,,,4,,M,1,2,R,,,,
21423415,19970890,1,4,,,,4,,M,1,2,R,,,,
21423416,19970891,1,1,,,,,,,,,,,,,
21423417,19970892,1,8,,,,,,,,,,,,,
21423418,19970893,1,4,,,,4,,F,1,2,R,,,,
21423419,19970894,1,4,,,,4,,M,1,2,R,,,,
21423456,19970931,1,8,,,,,,,,,,,,,
21423499,19970974,1,4,,,,4,,F,0,2,R,,,,
21423500,19970975,1,4,,,,4,,F,1,2,R,,,,
21423501,19970976,1,4,,,,4,,M,1,2,R,,,,
21423502,19970977,1,4,,,,4,,F,1,2,R,,,,
21423503,19970978,1,4,,,,4,,M,1,2,R,,,,
21423504,19970979,1,4,,,,5,27,U,0,2,R,,,,
21423505,19970980,1,4,,,,4,,U,0,2,R,,,,
21423506,19970981,1,4,,,,4,,F,0,2,R,,,,
21423507,19970982,1,4,,,,4,,M,1,2,R,,,,
21423420,19970895,1,1,,,,,,,,,,,,,
21423421,19970896,1,4,,,,4,,F,1,2,R,,,,
21423422,19970897,1,4,,,,4,,M,1,2,R,,,,
21423423,19970898,1,4,,,,4,,M,1,2,R,,,,
21423424,19970899,1,4,,,,4,,M,1,2,R,,,,
21423425,19970900,1,4,,,,4,,M,1,2,R,,,,
21423426,19970901,1,4,,,,4,,M,1,2,R,,,,
21423427,19970902,1,8,,,,,,,,,,,,,
21423428,19970903,1,8,,,,,,,,,,,,,
21423467,19970942,1,8,,,,,,,,,,,,,
21423468,19970943,1,8,,,,,,,,,,,,,
21423508,19970983,1,4,,,,5,40,M,2,2,R,,,,
21423509,19970984,1,4,,,,4,,M,1,2,R,,,,
21423364,19970849,1,4,,,,4,,F,1,2,R,,,,
21423429,19970904,1,8,,,,,,,,,,,,,
21423430,19970905,1,8,,,,,,,,,,,,,
21423431,19970906,1,4,,,,4,,F,1,2,R,,,,
21423432,19970907,1,1,,,,,,,,,,,,,
21423433,19970908,1,4,,,,4,,M,1,2,R,,,,
21423434,19970909,1,4,,,,5,24,M,0,1,U,,,,
21423469,19970944,1,8,,,,,,,,,,,,,
21423470,19970945,1,8,,,,,,,,,,,,,
21423471,19970946,1,8,,,,,,,,,,,,,
21423472,19970947,1,8,,,,,,,,,,,,,
21423510,19970985,1,1,,,,,,,,,,,,,
21423511,19970986,1,4,,,,4,,F,2,2,R,,,,
21423435,19970910,1,4,,,,4,,M,1,2,R,,,,
21423436,19970911,1,4,,,,4,,M,1,2,R,,,,
21423437,19970912,1,4,,,,4,,M,1,2,R,,,,
21423438,19970913,1,4,,,,4,,M,1,2,R,,,,
21423439,19970914,1,4,,,,4,,M,1,2,R,,,,
21423440,19970915,1,4,,,,4,,M,1,2,N,,,,
21423441,19970916,1,4,,,,4,,M,1,2,R,,,,
21423442,19970917,1,4,,,,4,,M,1,2,R,,,,
21423513,19970987,2,4,,,,4,,U,0,2,R,,,,
21423512,19970987,1,4,,,,4,,U,0,2,R,,,,
21423514,19970988,1,4,,,,4,,M,1,2,R,,,,
21423515,19970989,1,4,,,,4,,M,1,2,N,,,,
21423516,19970990,1,4,,,,4,,F,1,2,R,,,,
21423443,19970918,1,4,,,,4,,M,1,2,R,,,,
21423444,19970919,1,4,,,,4,,M,1,2,R,,,,
21423445,19970920,1,7,,,,,,,,,,,,,
21423446,19970921,1,4,,,,4,,F,1,2,R,,,,
21423447,19970922,1,4,,,,4,,F,1,2,R,,,,
21423448,19970923,1,4,,,,4,,M,1,2,R,,,,
21423454,19970929,1,4,,,,4,,M,1,2,R,,,,
21423457,19970932,1,4,,,,5,48,F,1,2,N,,,,
21423517,19970991,1,4,,,,4,,F,1,2,R,,,,
21423518,19970992,1,4,,,,5,26,M,1,2,R,,,,
21423449,19970924,1,1,,,,,,,,,,,,,
21423450,19970925,1,4,,,,4,,M,1,2,R,,,,
21423451,19970926,1,4,,,,4,,M,0,2,N,,,,
21423452,19970927,1,7,,,,,,,,,,,,,
21423453,19970928,1,1,,,,,,,,,,,,,
21423455,19970930,1,4,,,,4,,F,1,2,R,,,,
21423519,19970993,1,4,,,,4,,M,1,2,R,,,,
21423521,19970995,1,4,,,,5,20,M,2,2,R,,,,
21423522,19970996,1,4,,,,5,25,F,1,3,R,,,,
21423523,19970997,1,4,,,,5,19,F,2,2,R,,,,
21423524,19970998,1,4,,,,5,29,M,1,2,R,,,,
21423525,19970999,1,1,,,,,,,,,,,,,
21423526,19971000,1,4,,,,5,30,F,1,3,R,,,,
21423527,19971001,1,1,,,,,,,,,,,,,
21423528,19971002,1,4,,,,5,27,F,1,3,R,,,,
21423529,19971003,1,4,,,,5,26,F,2,2,R,,,,
21423530,19971004,1,1,,,,,,,,,,,,,
21423531,19971005,1,4,,,,5,50,M,2,2,N,,,,
21423532,19971006,1,4,,,,5,31,F,1,2,R,,,,
21423533,19971007,1,4,,,,5,15,F,1,3,U,,,,
21423534,19971008,1,4,,,,5,49,M,1,2,R,,,,
21423535,19971009,1,4,,,,4,,M,2,3,N,,,,
21423536,19971010,1,4,,,,5,20,M,1,3,R,,,,
21423537,19971011,1,4,,,,5,30,F,2,3,R,,,,
21423538,19971012,1,4,,,,5,24,M,1,3,R,,,,
21423539,19971013,1,4,,,,5,40,M,1,3,R,,,,
21423540,19971014,1,4,,,,5,24,M,1,3,R,,,,
21423541,19971015,1,4,,,,5,26,F,1,3,R,,,,
21423542,19971016,1,4,,,,5,25,F,1,3,R,,,,
21423543,19971017,1,4,,,,4,,F,1,3,R,,,,
21423573,19971046,1,4,,,,4,,M,1,3,U,,,,
21423544,19971018,1,4,,,,5,26,F,2,3,U,,,,
21423545,19971019,1,4,,,,5,27,F,1,3,U,,,,
21423546,19971020,1,4,,,,5,63,M,2,2,R,,,,
21423547,19971021,1,4,,,,5,23,F,1,2,R,,,,
21423548,19971022,1,3,,,,,,,,,,,,,
21423549,19971023,1,4,,,,5,23,F,1,3,R,,,,
21423550,19971024,1,4,,,,5,64,M,2,2,R,,,,
21423551,19971025,1,4,,,,5,47,M,2,2,R,,,,
21423552,19971026,1,4,,,,5,22,M,2,2,R,,,,
21423553,19971027,1,4,,,,5,24,F,2,3,U,,,,
21423558,19971032,1,4,,,,5,39,F,2,2,N,,,,
21423559,19971033,1,4,,,,5,86,M,1,2,R,,,,
21423560,19971033,2,4,,,,5,64,F,1,2,R,,,,
21423592,19971065,1,4,,,,5,66,F,2,2,N,,,,
21423554,19971028,999,8,,,,,,,,,,,,,
21423555,19971029,1,4,,,,5,31,F,1,3,R,,,,
21423556,19971030,1,4,,,,5,47,F,1,3,R,,,,
21423557,19971031,1,4,,,,5,22,F,2,3,N,,,,
21423561,19971034,1,4,,,,5,46,F,2,2,R,,,,
21423562,19971035,1,4,,,,5,32,F,2,2,R,,,,
21423563,19971036,1,1,,,,,,,,,,,,,
21423564,19971037,1,4,,,,5,21,F,1,2,R,,,,
21423565,19971038,1,4,,,,5,21,F,2,2,R,,,,
21423566,19971039,1,4,,,,5,18,F,1,2,R,,,,
21423567,19971040,1,4,,,,5,72,F,1,2,R,,,,
