"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2016,7133581,8644,1,2016,"I",,"Y","F","C","2016_01_MI4314300_NIBRS",13530635,0
2016,7156365,8644,2,2016,"I",,"Y","F","C","2016_02_MI4314300_NIBRS",13530690,0
2016,7179149,8644,3,2016,"I",,"Y","F","C","2016_03_MI4314300_NIBRS",13530732,0
2016,7201933,8644,4,2016,"I",,"Y","F","C","2016_04_MI4314300_NIBRS",13530780,0
2016,7224717,8644,5,2016,"I",,"Y","F","C","2016_05_MI4314300_NIBRS",13530840,0
2016,7247501,8644,6,2016,"I",,"Y","F","C","2016_06_MI4314300_NIBRS",4368927,0
2016,7270285,8644,7,2016,"I",,"Y","F","C","2016_07_MI4314300_NIBRS",8727495,0
2016,7293069,8644,8,2016,"I",,"Y","F","C","2016_08_MI4314300_NIBRS",8727565,0
2016,7315853,8644,9,2016,"I",,"Y","F","C","2016_09_MI4314300_NIBRS",13530901,0
2016,7338637,8644,10,2016,"I",,"Y","F","C","2016_10_MI4314300_NIBRS",13530944,0
2016,7361421,8644,11,2016,"I",,"Y","F","C","2016_11_MI4314300_NIBRS",13530981,0
2016,7384205,8644,12,2016,"I",,"Y","F","C","2016_12_MI4314300_NIBRS",13531078,0
2016,7133404,8467,1,2016,"I",,"Y","F","C","2016_01_MI2539300_NIBRS",4278862,0
2016,7156188,8467,2,2016,"I",,"Y","F","C","2016_02_MI2539300_NIBRS",14337132,0
2016,7178972,8467,3,2016,"I",,"Y","F","C","2016_03_MI2539300_NIBRS",13373522,0
2016,7201756,8467,4,2016,"I",,"Y","F","C","2016_04_MI2539300_NIBRS",13373640,0
2016,7224540,8467,5,2016,"I",,"Y","F","C","2016_05_MI2539300_NIBRS",13373699,0
2016,7247324,8467,6,2016,"I",,"Y","F","C","2016_06_MI2539300_NIBRS",13373765,0
2016,7270108,8467,7,2016,"I",,"Y","F","C","2016_07_MI2539300_NIBRS",12246146,0
2016,7292892,8467,8,2016,"I",,"Y","F","C","2016_08_MI2539300_NIBRS",13373975,0
2016,7315676,8467,9,2016,"I",,"Y","F","C","2016_09_MI2539300_NIBRS",13374070,0
2016,7338460,8467,10,2016,"I",,"Y","F","C","2016_10_MI2539300_NIBRS",13373853,0
2016,7361244,8467,11,2016,"I",,"Y","F","C","2016_11_MI2539300_NIBRS",12246472,0
2016,7384028,8467,12,2016,"I",,"Y","F","C","2016_12_MI2539300_NIBRS",12246550,0
2016,7133753,8816,1,2016,"I",,"Y","F","C","2016_01_MI6325500_NIBRS",4412633,0
2016,7156537,8816,2,2016,"I",,"Y","F","C","2016_02_MI6325500_NIBRS",13649091,0
2016,7179321,8816,3,2016,"I",,"Y","F","C","2016_03_MI6325500_NIBRS",4412666,0
2016,7202105,8816,4,2016,"I",,"Y","F","C","2016_04_MI6325500_NIBRS",14453248,0
2016,7224889,8816,5,2016,"I",,"Y","F","C","2016_05_MI6325500_NIBRS",4412698,0
2016,7247673,8816,6,2016,"I",,"Y","F","C","2016_06_MI6325500_NIBRS",4412714,0
2016,7270457,8816,7,2016,"I",,"Y","F","C","2016_07_MI6325500_NIBRS",12465950,0
2016,7293241,8816,8,2016,"I",,"Y","F","C","2016_08_MI6325500_NIBRS",13649140,0
2016,7316025,8816,9,2016,"I",,"Y","F","C","2016_09_MI6325500_NIBRS",11775735,0
2016,7338809,8816,10,2016,"I",,"Y","F","C","2016_10_MI6325500_NIBRS",13649179,0
2016,7361593,8816,11,2016,"I",,"Y","F","C","2016_11_MI6325500_NIBRS",13649238,0
2016,7384377,8816,12,2016,"I",,"Y","F","C","2016_12_MI6325500_NIBRS",13649342,0
2016,7133502,8565,1,2016,"I",,"Y","F","C","2016_01_MI3449100_NIBRS",4327231,0
2016,7156286,8565,2,2016,"I",,"Y","F","C","2016_02_MI3449100_NIBRS",4327296,0
2016,7179070,8565,3,2016,"I",,"Y","F","C","2016_03_MI3449100_NIBRS",7909708,0
2016,7201854,8565,4,2016,"I",,"Y","F","C","2016_04_MI3449100_NIBRS",4327380,0
2016,7224638,8565,5,2016,"I",,"Y","F","C","2016_05_MI3449100_NIBRS",4327338,0
2016,7247422,8565,6,2016,"I",,"Y","F","C","2016_06_MI3449100_NIBRS",11692099,0
2016,7270206,8565,7,2016,"I",,"Y","F","C","2016_07_MI3449100_NIBRS",11692145,0
2016,7292990,8565,8,2016,"I",,"Y","F","C","2016_08_MI3449100_NIBRS",4327474,0
2016,7315774,8565,9,2016,"I",,"Y","F","C","2016_09_MI3449100_NIBRS",4327518,0
2016,7338558,8565,10,2016,"I",,"Y","F","C","2016_10_MI3449100_NIBRS",4327605,0
2016,7361342,8565,11,2016,"I",,"Y","F","C","2016_11_MI3449100_NIBRS",13442545,0
2016,7384126,8565,12,2016,"I",,"Y","F","C","2016_12_MI3449100_NIBRS",14366940,0
2016,7133684,8747,1,2016,"I",,"Y","F","C","2016_01_MI5425600_NIBRS",13597907,0
2016,7156468,8747,2,2016,"I",,"Y","F","C","2016_02_MI5425600_NIBRS",11750664,0
2016,7179252,8747,3,2016,"I",,"Y","F","C","2016_03_MI5425600_NIBRS",14439191,0
2016,7202036,8747,4,2016,"I",,"Y","F","C","2016_04_MI5425600_NIBRS",11750800,0
2016,7224820,8747,5,2016,"I",,"Y","F","C","2016_05_MI5425600_NIBRS",8750799,0
2016,7247604,8747,6,2016,"I",,"Y","F","C","2016_06_MI5425600_NIBRS",13597931,0
