"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2016,7132691,7753,1,2016,"I",,"Y","F","C","2016_01_MA0121300_NIBRS",3619933,0
2016,7155475,7753,2,2016,"I",,"Y","F","C","2016_02_MA0121300_NIBRS",3619522,0
2016,7178259,7753,3,2016,"I",,"Y","F","C","2016_03_MA0121300_NIBRS",1559866,0
2016,7201043,7753,4,2016,"I",,"Y","F","C","2016_04_MA0121300_NIBRS",1559918,0
2016,7223827,7753,5,2016,"I",,"Y","F","C","2016_05_MA0121300_NIBRS",9697850,0
2016,7246611,7753,6,2016,"I",,"Y","F","C","2016_06_MA0121300_NIBRS",3619824,0
2016,7269395,7753,7,2016,"I",,"Y","F","C","2016_07_MA0121300_NIBRS",18158666,0
2016,7292179,7753,8,2016,"I",,"Y","F","C","2016_08_MA0121300_NIBRS",2851244,0
2016,7314963,7753,9,2016,"I",,"Y","F","C","2016_09_MA0121300_NIBRS",17344186,0
2016,7337747,7753,10,2016,"I",,"Y","F","C","2016_10_MA0121300_NIBRS",26105638,0
2016,7360531,7753,11,2016,"I",,"Y","F","C","2016_11_MA0121300_NIBRS",5607537,0
2016,7383315,7753,12,2016,"I",,"Y","F","C","2016_12_MA0121300_NIBRS",17343681,0
2016,7132655,7717,1,2016,"I",,"Y","F","C","2016_01_MA0111100_NIBRS",17327079,0
2016,7155439,7717,2,2016,"I",,"Y","F","C","2016_02_MA0111100_NIBRS",17327133,0
2016,7178223,7717,3,2016,"I",,"Y","F","C","2016_03_MA0111100_NIBRS",17327163,0
2016,7201007,7717,4,2016,"I",,"Y","F","C","2016_04_MA0111100_NIBRS",17327184,0
2016,7223791,7717,5,2016,"I",,"Y","F","C","2016_05_MA0111100_NIBRS",17327237,0
2016,7246575,7717,6,2016,"I",,"Y","F","C","2016_06_MA0111100_NIBRS",17327280,0
2016,7269359,7717,7,2016,"I",,"Y","F","C","2016_07_MA0111100_NIBRS",17327328,0
2016,7292143,7717,8,2016,"I",,"Y","F","C","2016_08_MA0111100_NIBRS",17327357,0
2016,7314927,7717,9,2016,"I",,"Y","F","C","2016_09_MA0111100_NIBRS",17327403,0
2016,7337711,7717,10,2016,"I",,"Y","F","C","2016_10_MA0111100_NIBRS",20833231,0
2016,7360495,7717,11,2016,"I",,"Y","F","C","2016_11_MA0111100_NIBRS",17327496,0
2016,7383279,7717,12,2016,"I",,"Y","F","C","2016_12_MA0111100_NIBRS",17327535,0
2016,7132587,7648,1,2016,"I",,"N","F","C","2016_01_MA0091900_NIBRS",,0
2016,7155371,7648,2,2016,"I",,"N","F","C","2016_02_MA0091900_NIBRS",,0
2016,7178155,7648,3,2016,"I",,"N","F","C","2016_03_MA0091900_NIBRS",,0
2016,7200939,7648,4,2016,"I",,"N","F","C","2016_04_MA0091900_NIBRS",,0
2016,7223723,7648,5,2016,"I",,"Y","F","C","2016_05_MA0091900_NIBRS",1520805,0
2016,7246507,7648,6,2016,"I",,"Y","F","C","2016_06_MA0091900_NIBRS",2827377,0
2016,7269291,7648,7,2016,"I",,"N","F","C","2016_07_MA0091900_NIBRS",,0
2016,7292075,7648,8,2016,"I",,"N","F","C","2016_08_MA0091900_NIBRS",,0
2016,7314859,7648,9,2016,"I",,"Y","F","C","2016_09_MA0091900_NIBRS",10751715,0
2016,7337643,7648,10,2016,"I",,"N","F","C","2016_10_MA0091900_NIBRS",,0
2016,7360427,7648,11,2016,"I",,"N","F","C","2016_11_MA0091900_NIBRS",1520858,0
2016,7383211,7648,12,2016,"I",,"Y","F","C","2016_12_MA0091900_NIBRS",3600454,0
2016,7132761,7823,1,2016,"I",,"Y","F","C","2016_01_MA0142400_NIBRS",2863780,0
2016,7155545,7823,2,2016,"I",,"N","F","C","2016_02_MA0142400_NIBRS",,0
2016,7178329,7823,3,2016,"I",,"Y","F","C","2016_03_MA0142400_NIBRS",10795359,0
2016,7201113,7823,4,2016,"I",,"N","F","C","2016_04_MA0142400_NIBRS",,0
2016,7223897,7823,5,2016,"I",,"Y","F","C","2016_05_MA0142400_NIBRS",18175292,0
2016,7246681,7823,6,2016,"I",,"Y","F","C","2016_06_MA0142400_NIBRS",26744257,0
2016,7269465,7823,7,2016,"I",,"Y","F","C","2016_07_MA0142400_NIBRS",20850350,0
2016,7292249,7823,8,2016,"I",,"N","F","C","2016_08_MA0142400_NIBRS",1577995,0
2016,7315033,7823,9,2016,"I",,"Y","F","C","2016_09_MA0142400_NIBRS",7101051,0
2016,7337817,7823,10,2016,"I",,"Y","F","C","2016_10_MA0142400_NIBRS",10795412,0
2016,7360601,7823,11,2016,"I",,"Y","F","C","2016_11_MA0142400_NIBRS",3627032,0
2016,7383385,7823,12,2016,"I",,"Y","F","C","2016_12_MA0142400_NIBRS",19355189,0
2016,7132687,7749,1,2016,"I",,"Y","F","C","2016_01_MA0120900_NIBRS",1557682,0
2016,7155471,7749,2,2016,"I",,"N","F","C","2016_02_MA0120900_NIBRS",,0
2016,7178255,7749,3,2016,"I",,"Y","F","C","2016_03_MA0120900_NIBRS",16145959,0
2016,7201039,7749,4,2016,"I",,"N","F","C","2016_04_MA0120900_NIBRS",,0
2016,7223823,7749,5,2016,"I",,"N","F","C","2016_05_MA0120900_NIBRS",,0
2016,7246607,7749,6,2016,"I",,"Y","F","C","2016_06_MA0120900_NIBRS",16145985,0
2016,7269391,7749,7,2016,"I",,"N","F","C","2016_07_MA0120900_NIBRS",,0
2016,7292175,7749,8,2016,"I",,"Y","F","C","2016_08_MA0120900_NIBRS",16146021,0
2016,7314959,7749,9,2016,"I",,"Y","F","C","2016_09_MA0120900_NIBRS",17341857,0
2016,7337743,7749,10,2016,"I",,"N","F","C","2016_10_MA0120900_NIBRS",1557913,0
2016,7360527,7749,11,2016,"I",,"N","F","C","2016_11_MA0120900_NIBRS",1557957,0
2016,7383311,7749,12,2016,"I",,"Y","F","C","2016_12_MA0120900_NIBRS",16146071,0
2016,7132672,7734,1,2016,"I",,"Y","F","C","2016_01_MA0112800_NIBRS",2845860,0
2016,7155456,7734,2,2016,"I",,"Y","F","C","2016_02_MA0112800_NIBRS",2845902,0
2016,7178240,7734,3,2016,"I",,"Y","F","C","2016_03_MA0112800_NIBRS",16144059,0
2016,7201024,7734,4,2016,"I",,"Y","F","C","2016_04_MA0112800_NIBRS",2846015,0
2016,7223808,7734,5,2016,"I",,"Y","F","C","2016_05_MA0112800_NIBRS",16143866,0
2016,7246592,7734,6,2016,"I",,"Y","F","C","2016_06_MA0112800_NIBRS",2846128,0
2016,7269376,7734,7,2016,"I",,"N","F","C","2016_07_MA0112800_NIBRS",2846257,0
2016,7292160,7734,8,2016,"I",,"Y","F","C","2016_08_MA0112800_NIBRS",16143932,0
2016,7314944,7734,9,2016,"I",,"Y","F","C","2016_09_MA0112800_NIBRS",16143985,0
2016,7337728,7734,10,2016,"I",,"Y","F","C","2016_10_MA0112800_NIBRS",17335923,0
2016,7360512,7734,11,2016,"I",,"Y","F","C","2016_11_MA0112800_NIBRS",16144176,0
2016,7383296,7734,12,2016,"I",,"Y","F","C","2016_12_MA0112800_NIBRS",16144234,0
2016,7132739,7801,1,2016,"I",,"N","F","C","2016_01_MA0140200_NIBRS",,0
2016,7155523,7801,2,2016,"I",,"Y","F","C","2016_02_MA0140200_NIBRS",19980017,0
2016,7178307,7801,3,2016,"I",,"Y","F","C","2016_03_MA0140200_NIBRS",18169281,0
2016,7201091,7801,4,2016,"I",,"N","F","C","2016_04_MA0140200_NIBRS",1568588,0
2016,7223875,7801,5,2016,"I",,"Y","F","C","2016_05_MA0140200_NIBRS",19980051,0
2016,7246659,7801,6,2016,"I",,"N","F","C","2016_06_MA0140200_NIBRS",3624159,0
2016,7269443,7801,7,2016,"I",,"Y","F","C","2016_07_MA0140200_NIBRS",19980098,0
2016,7292227,7801,8,2016,"I",,"Y","F","C","2016_08_MA0140200_NIBRS",19980143,0
2016,7315011,7801,9,2016,"I",,"Y","F","C","2016_09_MA0140200_NIBRS",18169620,0
2016,7337795,7801,10,2016,"I",,"Y","F","C","2016_10_MA0140200_NIBRS",19980190,0
2016,7360579,7801,11,2016,"I",,"Y","F","C","2016_11_MA0140200_NIBRS",19980258,0
2016,7383363,7801,12,2016,"I",,"Y","F","C","2016_12_MA0140200_NIBRS",19980597,0
2016,7132556,7613,1,2016,"I",,"N","F","C","2016_01_MA0081700_NIBRS",,0
2016,7155340,7613,2,2016,"I",,"N","F","C","2016_02_MA0081700_NIBRS",,0
2016,7178124,7613,3,2016,"I",,"N","F","C","2016_03_MA0081700_NIBRS",1508999,0
2016,7200908,7613,4,2016,"I",,"Y","F","C","2016_04_MA0081700_NIBRS",2816589,0
2016,7223692,7613,5,2016,"I",,"N","F","C","2016_05_MA0081700_NIBRS",,0
2016,7246476,7613,6,2016,"I",,"Y","F","C","2016_06_MA0081700_NIBRS",17299612,0
2016,7269260,7613,7,2016,"I",,"Y","F","C","2016_07_MA0081700_NIBRS",1509193,0
2016,7292044,7613,8,2016,"I",,"Y","F","C","2016_08_MA0081700_NIBRS",8687394,0
2016,7314828,7613,9,2016,"I",,"Y","F","C","2016_09_MA0081700_NIBRS",3598061,0
2016,7337612,7613,10,2016,"I",,"N","F","C","2016_10_MA0081700_NIBRS",1509313,0
2016,7360396,7613,11,2016,"I",,"N","F","C","2016_11_MA0081700_NIBRS",2816696,0
2016,7383180,7613,12,2016,"I",,"Y","F","C","2016_12_MA0081700_NIBRS",8687454,0
2016,7132781,7843,1,2016,"I",,"N","F","C","2016_01_MA0144400_NIBRS",1584132,0
2016,7155565,7843,2,2016,"I",,"N","F","C","2016_02_MA0144400_NIBRS",1584165,0
2016,7178349,7843,3,2016,"I",,"N","F","C","2016_03_MA0144400_NIBRS",1584219,0
2016,7201133,7843,4,2016,"I",,"Y","F","C","2016_04_MA0144400_NIBRS",18180384,0
2016,7223917,7843,5,2016,"I",,"N","F","C","2016_05_MA0144400_NIBRS",1584370,0
2016,7246701,7843,6,2016,"I",,"N","F","C","2016_06_MA0144400_NIBRS",1584443,0
2016,7269485,7843,7,2016,"I",,"Y","F","C","2016_07_MA0144400_NIBRS",3631869,0
2016,7292269,7843,8,2016,"I",,"N","F","C","2016_08_MA0144400_NIBRS",1584562,0
2016,7315053,7843,9,2016,"I",,"Y","F","C","2016_09_MA0144400_NIBRS",19357055,0
2016,7337837,7843,10,2016,"I",,"Y","F","C","2016_10_MA0144400_NIBRS",19357134,0
2016,7360621,7843,11,2016,"I",,"N","F","C","2016_11_MA0144400_NIBRS",3631980,0
2016,7383405,7843,12,2016,"I",,"Y","F","C","2016_12_MA0144400_NIBRS",18179810,0
2016,7132525,7582,1,2016,"I",,"Y","F","C","2016_01_MA0071700_NIBRS",20799296,0
2016,7155309,7582,2,2016,"I",,"N","F","C","2016_02_MA0071700_NIBRS",1495428,0
2016,7178093,7582,3,2016,"I",,"N","F","C","2016_03_MA0071700_NIBRS",1495478,0
2016,7200877,7582,4,2016,"I",,"Y","F","C","2016_04_MA0071700_NIBRS",8676776,0
2016,7223661,7582,5,2016,"I",,"Y","F","C","2016_05_MA0071700_NIBRS",8676832,0
2016,7246445,7582,6,2016,"I",,"Y","F","C","2016_06_MA0071700_NIBRS",2807255,0
2016,7269229,7582,7,2016,"I",,"Y","F","C","2016_07_MA0071700_NIBRS",20799391,0
2016,7292013,7582,8,2016,"I",,"Y","F","C","2016_08_MA0071700_NIBRS",8676972,0
2016,7314797,7582,9,2016,"I",,"Y","F","C","2016_09_MA0071700_NIBRS",8677017,0
2016,7337581,7582,10,2016,"I",,"Y","F","C","2016_10_MA0071700_NIBRS",2807218,0
2016,7360365,7582,11,2016,"I",,"Y","F","C","2016_11_MA0071700_NIBRS",8677103,0
2016,7383149,7582,12,2016,"I",,"Y","F","C","2016_12_MA0071700_NIBRS",26088801,0
2016,7132814,7877,1,2016,"U",,"N","F","C","2016_01_MA302SP00_NIBRS",,0
2016,7155598,7877,2,2016,"U",,"N","F","C","2016_02_MA302SP00_NIBRS",,0
2016,7178382,7877,3,2016,"U",,"N","F","C","2016_03_MA302SP00_NIBRS",,0
2016,7201166,7877,4,2016,"U",,"N","F","C","2016_04_MA302SP00_NIBRS",,0
2016,7223950,7877,5,2016,"U",,"N","F","C","2016_05_MA302SP00_NIBRS",,0
2016,7246734,7877,6,2016,"U",,"N","F","C","2016_06_MA302SP00_NIBRS",,0
2016,7269518,7877,7,2016,"U",,"N","F","C","2016_07_MA302SP00_NIBRS",,0
2016,7292302,7877,8,2016,"U",,"N","F","C","2016_08_MA302SP00_NIBRS",,0
2016,7315086,7877,9,2016,"U",,"N","F","C","2016_09_MA302SP00_NIBRS",,0
2016,7337870,7877,10,2016,"U",,"N","F","C","2016_10_MA302SP00_NIBRS",,0
2016,7360654,7877,11,2016,"U",,"N","F","C","2016_11_MA302SP00_NIBRS",,0
2016,7383438,7877,12,2016,"U",,"N","F","C","2016_12_MA302SP00_NIBRS",,0
2016,7132689,7751,1,2016,"I",,"Y","F","C","2016_01_MA0121100_NIBRS",4892993,0
2016,7155473,7751,2,2016,"I",,"N","F","C","2016_02_MA0121100_NIBRS",1559185,0
2016,7178257,7751,3,2016,"I",,"Y","F","C","2016_03_MA0121100_NIBRS",18766673,0
2016,7201041,7751,4,2016,"I",,"Y","F","C","2016_04_MA0121100_NIBRS",8710405,0
2016,7223825,7751,5,2016,"I",,"N","F","C","2016_05_MA0121100_NIBRS",1559360,0
