year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
1999,Michigan,MI,8524,MI3120000,Adams Township,2685,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,1
1999,Michigan,MI,8668,MI4620200,Adrian,22191,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
1999,Michigan,MI,8642,MI4220300,Ahmeek,193,7,"Cities under 2,500",0,0,0,0,1,1,1
1999,Michigan,MI,8999,MI7920400,Akron,425,7,"Cities under 2,500",0,9,0,9,0,0,0
1999,Michigan,MI,8926,MI7355200,Albee-Maple Grove,8078,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,0,0
1999,Michigan,MI,8943,MI7392900,Albee Township,2516,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,0,0
1999,Michigan,MI,8789,MI6020600,Albert Township,2360,7,"Cities under 2,500",0,0,0,0,1,1,1
1999,Michigan,MI,8378,MI1320700,Albion,9811,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
1999,Michigan,MI,8287,MI0110100,Alcona,11161,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
1999,Michigan,MI,8291,MI0210200,Alger,7127,8D,"Non-MSA counties under 10,000",1,12,1,12,0,1,1
1999,Michigan,MI,8946,MI7420900,Algonac,4709,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
1999,Michigan,MI,8294,MI0310300,Allegan,74056,9B,"MSA counties from 25,000 thru 99,999",1,12,1,12,0,1,1
1999,Michigan,MI,8295,MI0321000,Allegan,4366,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
1999,Michigan,MI,9045,MI8221200,Allen Park,31915,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
1999,Michigan,MI,8509,MI2921300,Alma,9274,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
1999,Michigan,MI,8649,MI4421400,Almont,2799,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
1999,Michigan,MI,8306,MI0410400,Alpena,18913,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
1999,Michigan,MI,8307,MI0421500,Alpena,11636,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
1999,Michigan,MI,8575,MI3621600,Alpha,207,7,"Cities under 2,500",0,0,0,0,1,1,1
1999,Michigan,MI,9030,MI8121800,Ann Arbor,110488,2,"Cities from 100,000 thru 249,000",1,12,0,0,0,1,0
1999,Michigan,MI,8309,MI0510500,Antrim,16793,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
1999,Michigan,MI,9000,MI7922200,Arbela Township,3474,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,1
1999,Michigan,MI,8316,MI0610600,Arenac,16491,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
1999,Michigan,MI,8461,MI2521900,Argentine Township,5742,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
1999,Michigan,MI,8701,MI5022000,Armada,1537,7,"Cities under 2,500",1,12,1,12,0,1,1
1999,Michigan,MI,8462,MI2522100,Atlas Township,6646,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
1999,Michigan,MI,8334,MI0922300,Auburn,1909,7,"Cities under 2,500",0,11,0,11,0,0,0
1999,Michigan,MI,8859,MI6385100,Auburn Hills,19402,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
1999,Michigan,MI,8607,MI3922600,Augusta,869,7,"Cities under 2,500",1,12,1,12,0,1,1
1999,Michigan,MI,8535,MI3222800,Bad Axe,3501,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
1999,Michigan,MI,8985,MI7823000,Bancroft,620,7,"Cities under 2,500",0,0,0,0,0,0,0
1999,Michigan,MI,9015,MI8023100,Bangor,1914,7,"Cities under 2,500",1,12,1,12,0,1,1
1999,Michigan,MI,8320,MI0710700,Baraga,5127,8D,"Non-MSA counties under 10,000",1,12,1,12,0,1,1
1999,Michigan,MI,8321,MI0723200,Baraga,1203,7,"Cities under 2,500",0,10,0,10,0,0,0
1999,Michigan,MI,8324,MI0810800,Barry,36815,8B,"Non-MSA counties from 25,000 thru 99,999",1,12,1,12,0,1,1
1999,Michigan,MI,8325,MI0823400,Barry Township,3620,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
1999,Michigan,MI,8419,MI1923600,Bath Township,7011,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
