suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,86141540,4.009,1,6043007
5,86141554,6,1,6043008
8,86129678,13,9,6043046
5,86129682,3.026,1,6043047
4,86129707,0.057,1,6043048
12,86130844,0.007,1,6043049
5,86130910,1.054,3,6043054
12,86142849,1,1,6043121
5,86142853,0.005,1,6043122
5,86129749,2.006,1,6043144
5,86130973,3,1,6043149
5,86136831,1.019,1,6043180
12,86136843,0.056,1,6043181
5,86139230,1,11,6043194
5,86139235,3.055,1,6043195
12,86139243,12.004,1,6043196
12,86139275,0.092,1,6043197
16,86140447,1,11,6043198
5,86142864,7.008,1,6043206
5,86142886,0.009,1,6043207
2,86142887,3.008,1,6043208
3,86142889,1,1,6043209
5,86142892,0.001,1,6043210
5,86142920,3.004,1,6043211
5,86126181,0.005,1,6043218
5,86126186,1,11,6043219
4,86126189,0.066,1,6043220
5,86126200,0.005,3,6043221
4,86126212,7.062,1,6043222
4,86126228,0.091,1,6043223
5,86126230,1.006,1,6043224
5,86103374,1,9,6043297
2,86103381,1,1,6043298
5,86103393,1,9,6043299
12,86103405,1,9,6043300
5,86103421,3,9,6043301
14,86103432,2,9,6043302
5,86104571,1,9,6043303
5,86088985,3,9,6043345
5,86092621,1,9,6043357
5,86092631,3,9,6043358
5,86092638,1,1,6043359
5,86093798,1,9,6043360
12,86093837,1,1,6043361
5,86093844,1,1,6043362
16,86093846,1,1,6043363
5,86098690,1,9,6043391
5,86098697,1,9,6043392
5,86098700,1,1,6043393
12,86103450,2,9,6043405
5,86103471,1,9,6043406
5,86103473,1,1,6043407
5,86092661,28,1,6043452
5,86092670,1,9,6043453
4,86092671,1,9,6043454
5,86092687,1,9,6043455
5,86092689,1,9,6043456
4,86092694,4,9,6043457
5,86092699,1,9,6043458
12,86098707,1,9,6043476
5,86099975,1,9,6043479
5,86086738,112,1,6043510
5,86086741,2,9,6043511
5,86086751,10,1,6043512
4,86086754,2,1,6043513
9,86086808,1,9,6043514
2,86087981,1,1,6043518
5,86096354,1,1,6043561
5,86080409,1,9,6047729
5,86080412,1,9,6047730
5,86080436,1,9,6047731
5,86080453,1,1,6047732
5,86080465,1,1,6047733
5,86080466,1,9,6047734
4,86080469,1,1,6047735
5,86080474,1,9,6047736
5,86085913,2,9,6047762
17,86085918,1,9,6047763
16,86085934,3,9,6047764
5,86085939,2,1,6047765
5,86085953,1,1,6047766
5,86085955,1,9,6047767
5,86085957,1,1,6047768
5,86085964,1,9,6047769
5,86071985,1,1,6047791
12,86071988,1,9,6047792
16,86071998,39,1,6047793
12,86080489,897,1,6047847
15,86081714,4,9,6047864
16,86068491,1,1,6047900
8,86068511,1,9,6047901
5,86068517,1.008,1,6047902
5,86068519,28,1,6047903
5,86068521,1,1,6047904
5,86076899,1,9,6047935
4,86076901,1,1,6047936
17,86076905,1,9,6047937
5,86076907,0.002,1,6047938
5,86076913,1,9,6047939
8,86076921,2,9,6047940
16,86078090,1,9,6047942
5,86078109,1,9,6047943
5,86078110,2,1,6047944
8,86078112,3,9,6047945
5,86213549,2.001,1,6047954
5,86214686,1,1,6047955
5,86203011,11.007,1,6047996
5,86203023,2.004,1,6047997
5,86187861,3.004,1,6052168
2,86189076,12.003,1,6052173
5,86191478,1.003,1,6052181
5,86201471,3.003,1,6052241
5,86201489,0.002,1,6052242
16,86201524,35,9,6052243
5,86200047,3,1,6052345
5,86201552,2.008,1,6052346
12,86201614,2,1,6052347
5,86096355,1,1,6043562
5,86096377,1,9,6043563
5,86098831,1,1,6043567
5,86098839,1,9,6043568
5,86099999,1,1,6043572
5,86100001,1,1,6043573
4,86100046,1,9,6043574
5,86086812,1,9,6043596
8,86086816,1,9,6043597
5,86086861,1,9,6043598
5,86086863,36,9,6043599
5,86088005,1,9,6043607
12,86088016,1,9,6043608
16,86088020,15,9,6043609
5,86088033,1,9,6043610
12,86088035,1,9,6043611
5,86088067,1,1,6043612
5,86090395,10,9,6043615
2,86090403,1,1,6043616
4,86090416,5,9,6043617
17,86092862,1,9,6043635
5,86092872,2,9,6043636
5,86092877,1,9,6043637
5,86089338,1,9,6043721
5,86089343,1,9,6043722
5,86089347,28,1,6043723
12,86091734,1,9,6043727
12,86091747,1,9,6043728
5,86092879,1,1,6043729
11,86092891,2,9,6043730
5,86092893,2,9,6043731
12,86092899,0.005,1,6043732
4,86092903,1,1,6043733
4,86092914,2,9,6043734
5,86092929,1,9,6043735
3,86092930,1,9,6043736
5,86092945,4,1,6043737
5,86097730,1,1,6043768
5,86097750,1,9,6043769
4,86097751,1,9,6043770
5,86097753,1,9,6043771
5,86097756,1,1,6043772
5,86097782,2,9,6043773
5,86097795,1,9,6043774
5,86211206,13.002,1,6048047
5,86211208,0.002,1,6048048
5,86203045,4.002,1,6048103
5,86203057,0.003,1,6048104
5,86203090,3.005,1,6048105
5,86211216,0.005,1,6048148
12,86211218,0.005,1,6048149
5,86211254,1.001,1,6048150
5,86213679,3.004,1,6048163
12,86213685,0.006,1,6048164
5,86213697,22.009,1,6048165
12,86203122,1.004,1,6048235
4,86203136,1.002,9,6048236
5,86190468,1,11,6052403
16,86191670,42,1,6052405
