"DATA_YEAR","AGENCY_ID","INCIDENT_ID","NIBRS_MONTH_ID","CARGO_THEFT_FLAG","SUBMISSION_DATE","INCIDENT_DATE","REPORT_DATE_FLAG","INCIDENT_HOUR","CLEARED_EXCEPT_ID","CLEARED_EXCEPT_DATE","INCIDENT_STATUS","DATA_HOME","ORIG_FORMAT","DID"
2018,61,95483340,7877154,"",20-AUG-18,20-JAN-18,"",4,6,,0,"C","F",16680379
2018,61,95483364,7877154,"",20-AUG-18,22-JAN-18,"",12,6,,0,"C","F",16680452
2018,61,95483391,7877154,"",20-AUG-18,26-JAN-18,"R",,6,,0,"C","F",16680613
2018,61,95483407,7877154,"",20-AUG-18,27-JAN-18,"",4,6,,0,"C","F",16680677
2018,61,95483415,7877154,"",20-AUG-18,28-JAN-18,"",0,6,,0,"C","F",16680701
2018,61,95483424,7877154,"",20-AUG-18,29-JAN-18,"R",,6,,0,"C","F",16680763
2018,61,95483441,7877154,"",20-AUG-18,30-JAN-18,"",8,6,,0,"C","F",16680835
2018,61,95483453,7877154,"",20-AUG-18,31-JAN-18,"R",,6,,0,"C","F",16680921
2018,61,95483471,7877154,"",20-AUG-18,19-JAN-18,"",9,6,,0,"C","F",16680943
2018,61,95483214,7877154,"",20-AUG-18,02-JAN-18,"",6,6,,0,"C","F",16679755
2018,61,95483216,7877154,"",20-AUG-18,03-JAN-18,"",16,6,,0,"C","F",16679835
2018,61,95483241,7877154,"",20-AUG-18,05-JAN-18,"",9,6,,0,"C","F",16679947
2018,61,95483246,7877154,"",20-AUG-18,05-JAN-18,"",17,6,,0,"C","F",16679987
2018,61,95483258,7877154,"",20-AUG-18,08-JAN-18,"",7,6,,0,"C","F",16680032
2018,61,95483268,7877154,"",20-AUG-18,09-JAN-18,"",2,6,,0,"C","F",16680059
2018,61,95483280,7877154,"",20-AUG-18,12-JAN-18,"",12,6,,0,"C","F",16680163
2018,61,95483282,7877154,"",20-AUG-18,12-JAN-18,"R",,6,,0,"C","F",16680161
2018,61,95483288,7877154,"",20-AUG-18,12-JAN-18,"",12,6,,0,"C","F",16680159
2018,61,95483290,7877154,"",20-AUG-18,13-JAN-18,"",9,6,,0,"C","F",16680184
2018,61,95483307,7877154,"",20-AUG-18,14-JAN-18,"",7,6,,0,"C","F",16680229
2018,61,95483309,7877154,"",20-AUG-18,17-JAN-18,"",22,6,,0,"C","F",16680289
2018,61,95483323,7877154,"",20-AUG-18,18-JAN-18,"R",,6,,0,"C","F",16680320
2018,61,95483326,7877154,"",20-AUG-18,18-JAN-18,"",21,6,,0,"C","F",16680356
2018,61,102985012,8333630,"",24-JAN-19,24-AUG-18,"R",,2,05-NOV-18,0,"C","F",31156090
2018,61,102980869,8427098,"",24-JAN-19,22-OCT-18,"",10,4,02-NOV-18,0,"C","F",31154173
2018,61,102985021,7877154,"N",24-JAN-19,15-JAN-18,"",8,6,,0,"C","F",31154182
2018,61,102985031,8427098,"N",24-JAN-19,22-OCT-18,"",11,6,,0,"C","F",31156088
2018,61,102980895,8444546,"Y",24-JAN-19,04-NOV-18,"",20,6,,0,"C","F",31154213
2018,61,102985051,8444546,"",24-JAN-19,05-NOV-18,"",7,6,,0,"C","F",31156150
2018,61,102980900,8444546,"N",24-JAN-19,01-NOV-18,"",9,6,,0,"C","F",31154224
2018,61,102980907,8444546,"N",24-JAN-19,03-NOV-18,"",8,6,,0,"C","F",31156145
2018,61,102987918,8444546,"Y",24-JAN-19,05-NOV-18,"",21,6,,0,"C","F",31156157
2018,61,102987925,8444546,"",24-JAN-19,07-NOV-18,"",13,6,,0,"C","F",31156170
2018,61,102985086,8427098,"N",24-JAN-19,11-OCT-18,"",18,6,,0,"C","F",31161067
2018,61,102987940,8444546,"N",24-JAN-19,07-NOV-18,"",15,6,,0,"C","F",31154267
2018,61,102987945,8444546,"N",24-JAN-19,03-NOV-18,"",12,6,,0,"C","F",31156220
2018,61,102985092,8427098,"",24-JAN-19,25-OCT-18,"",17,6,,0,"C","F",31156221
2018,61,102980871,8427098,"N",24-JAN-19,27-OCT-18,"",0,6,,0,"C","F",31154178
2018,61,102980877,8444546,"",24-JAN-19,02-NOV-18,"",16,6,,0,"C","F",31154193
2018,61,102987907,8444546,"",24-JAN-19,03-NOV-18,"",19,6,,0,"C","F",31150992
2018,61,102980905,8427099,"N",24-JAN-19,29-SEP-18,"",8,6,,0,"C","F",31154226
2018,61,102985152,8444546,"",24-JAN-19,18-NOV-18,"",16,6,,0,"C","F",31154357
2018,61,102987993,8444546,"N",24-JAN-19,14-NOV-18,"",12,6,,0,"C","F",31154353
2018,61,102981045,8444546,"",24-JAN-19,24-NOV-18,"",14,6,,0,"C","F",31156359
