"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2018,4,126838965
2018,3,126838961
2018,4,126843878
2018,4,126843882
2018,4,126843887
2018,4,126843892
2018,4,126838989
2018,4,126838996
2018,4,126843897
2018,4,126839016
2018,4,126843907
2018,4,126848883
2018,4,126843908
2018,4,126839021
2018,1,126848884
2018,4,126839025
2018,4,126843914
2018,4,126843916
2018,4,126843917
2018,4,126839040
2018,4,126839042
2018,4,126848905
2018,4,126843929
2018,4,126843930
2018,4,126839058
2018,4,126839066
2018,4,126848920
2018,4,126848924
2018,4,126848947
2018,4,126848953
2018,4,126839117
2018,4,126839115
2018,4,126839118
2018,4,126848965
2018,4,126843967
2018,4,126839123
2018,4,126843974
2018,4,126843975
2018,4,126843983
2018,4,126839136
2018,4,126843988
2018,4,126848986
2018,1,126839153
2018,3,126839153
2018,4,126843997
2018,4,126848989
2018,4,126839157
2018,4,126844015
2018,4,126839174
2018,4,133841076
2018,4,126835130
2018,1,126835131
2018,4,126830280
2018,4,126830288
2018,4,126825216
2018,4,126835159
2018,4,126830296
2018,4,126835144
2018,4,126825222
2018,4,126835162
2018,4,126825249
2018,4,126830307
2018,4,126835166
2018,4,126830317
2018,4,126835184
2018,4,126825278
2018,4,126830339
2018,4,126825289
2018,4,126835192
2018,4,126825293
2018,4,126830345
2018,4,126825299
2018,4,126825302
2018,4,126825287
2018,4,126835195
2018,4,126825307
2018,4,126830371
2018,4,126830373
2018,4,126825351
2018,4,126835235
2018,4,126830394
2018,4,126830396
2018,4,126830393
2018,1,126835257
2018,4,126830407
2018,4,126835265
2018,4,126835266
2018,3,126835268
2018,3,126830411
2018,4,126830410
2018,4,126825391
2018,4,126825399
2018,4,126825396
2018,4,126825405
2018,4,126835283
2018,4,126825412
2018,4,126830437
2018,4,126830441
2018,4,126830453
2018,3,126825426
2018,4,126835313
2018,4,126835316
2018,4,126825435
2018,4,126835314
2018,4,126825464
2018,4,126835331
2018,4,126830481
2018,4,126835330
2018,4,126830486
2018,4,126835339
2018,4,126825487
2018,4,126835353
2018,4,126830493
2018,4,126835355
2018,4,126825499
2018,4,126835357
2018,4,126825515
2018,4,126344276
2018,4,126344278
2018,4,126347255
2018,4,126344286
2018,4,126347267
2018,4,126347274
2018,4,126347268
2018,4,126344293
2018,4,126344310
2018,4,126340328
2018,4,126344316
2018,4,126344318
2018,4,126340334
2018,4,126347315
2018,4,126340363
2018,4,126344332
2018,4,126344339
2018,4,126347331
2018,4,126347335
2018,4,126344368
2018,4,126340396
2018,4,126344373
2018,4,126344374
2018,4,126340402
2018,4,126340404
2018,4,126340403
2018,4,126347356
2018,4,126340408
2018,4,130271141
2018,4,130261157
2018,4,126825238
2018,4,126830300
2018,4,126830347
2018,3,126830363
2018,4,126835232
2018,4,126830446
2018,4,126825448
2018,2,126830477
2018,4,126835344
2018,4,124805729
2018,4,124797760
2018,4,124797771
2018,4,124797773
2018,4,124805778
2018,4,124805792
2018,4,124805796
2018,4,124805810
2018,4,124797818
2018,4,124805815
2018,1,124801312
2018,4,124510136
2018,4,126848818
2018,4,126848848
2018,4,126838994
2018,4,126848886
2018,4,126843927
2018,4,126839084
2018,4,126843959
2018,4,126839154
2018,4,126849002
2018,4,126825263
2018,2,126830331
2018,4,126830346
2018,4,126830352
2018,4,126830399
2018,4,126825380
2018,4,126835279
2018,4,126825401
2018,4,126825456
2018,4,126825501
2018,4,124805748
2018,4,124805761
2018,4,124801254
2018,4,124797779
2018,4,124797783
2018,4,124797795
2018,4,124797796
2018,4,124805794
2018,2,124801290
2018,4,124797820
2018,4,136132409
2018,4,124510134
2018,4,124805730
2018,4,124801220
2018,4,124797757
2018,4,124805745
2018,4,124805743
2018,4,124797764
2018,4,124801231
2018,4,124801232
2018,4,124801234
2018,4,124801244
2018,4,124801252
2018,3,124801257
2018,4,124797780
2018,4,124801262
2018,4,124801259
2018,4,124805781
2018,4,124801268
2018,4,124801271
2018,1,124797792
2018,4,124797803
2018,4,124797802
2018,4,124797799
2018,2,124797807
2018,4,124801277
2018,4,124797810
2018,4,124801283
2018,4,124801295
2018,4,124801297
2018,4,124805817
2018,4,124801308
2018,4,124797828
2018,4,124801306
2018,4,124797829
2018,4,124805829
2018,4,124801314
2018,4,124797837
2018,4,126347259
2018,4,126347272
2018,1,126340332
2018,4,126347302
2018,4,126347306
2018,4,126344333
2018,4,126347330
2018,4,126347333
2018,4,126340389
2018,3,126347343
2018,4,126340395
2018,4,124797752
2018,4,124801253
2018,4,124805775
2018,4,124805780
2018,4,124805788
2018,2,124797815
2018,4,124801299
2018,4,124801310
2018,4,124801224
2018,4,124805752
2018,4,124805760
2018,4,124805767
2018,4,124805768
2018,4,124797789
2018,4,124797788
2018,1,124797797
2018,4,124797806
2018,4,124797814
2018,4,124801288
2018,4,124797827
2018,4,124805734
2018,4,124801241
2018,4,124801240
2018,4,124801249
2018,4,124797791
2018,4,124805802
2018,4,124805808
2018,4,124801292
2018,4,124797822
2018,4,124797826
2018,3,124797825
2018,4,124805821
2018,3,124801315
2018,4,124797838
2018,4,124797755
2018,4,124805749
2018,4,124801251
2018,4,124797781
2018,4,124797787
2018,4,124801270
2018,4,124805787
2018,4,124805793
2018,2,124801305
2018,4,124805833
2018,4,126347249
2018,4,126344274
2018,4,126344275
2018,4,126347253
2018,4,126347269
2018,4,126340304
2018,4,126347276
2018,4,126340308
2018,4,126340307
2018,4,126347279
2018,4,126344296
2018,4,126347281
2018,4,126347282
2018,4,126347286
2018,4,126344302
2018,4,126340321
2018,4,126347290
2018,4,126347291
2018,4,126347292
2018,4,126340323
2018,4,126344309
2018,4,126344311
2018,4,126344317
2018,2,126347297
2018,4,126347298
2018,4,126340333
2018,4,126340335
2018,4,126340343
2018,4,126344321
2018,4,126340345
2018,4,126340348
2018,4,126340350
2018,4,126340351
2018,4,126344322
2018,2,126347309
2018,4,126344323
2018,4,126347311
2018,4,126347310
2018,4,126347313
2018,4,126344329
2018,4,126340362
2018,4,126340361
2018,4,126344331
2018,3,126347316
2018,4,126340366
2018,4,126340364
2018,4,126340365
2018,4,126347320
2018,4,126340369
2018,4,126347322
2018,4,126340368
2018,4,126344336
2018,4,126340371
2018,4,126340372
2018,3,126340373
2018,4,126347326
2018,4,126347328
2018,4,126344346
2018,4,126344348
2018,4,126344349
2018,4,126340382
2018,4,126340383
2018,4,126347332
2018,4,126347337
2018,4,126347339
2018,4,126340388
2018,4,126344353
2018,4,126344354
2018,1,126340391
2018,3,126344355
2018,4,126344356
2018,4,126347342
2018,4,126340392
2018,4,126347346
2018,4,126347347
2018,4,126344359
2018,4,126347348
2018,4,126340393
2018,3,126344367
2018,4,126344369
2018,4,126344370
2018,4,126344371
2018,4,126344372
2018,4,126347351
2018,4,126340400
2018,4,126347361
2018,4,126347359
2018,2,126347362
2018,4,126340407
2018,4,126344382
2018,4,126344381
2018,3,126344383
2018,3,126340412
2018,3,126340415
2018,3,126340414
2018,4,126340416
2018,4,126344385
2018,4,124805757
2018,4,124797793
2018,4,124801280
2018,4,124805827
2018,4,133844995
2018,4,124510135
2018,4,138216166
2018,4,126838973
2018,4,126838982
2018,4,126838986
2018,2,126838995
2018,4,126843893
2018,4,126843894
2018,4,126838999
2018,3,126839000
2018,4,126839007
2018,4,126839009
2018,4,126843903
2018,4,126843901
2018,4,126848877
2018,4,126839013
2018,4,126839017
2018,1,126839015
2018,4,126839019
2018,4,126839024
2018,4,126848890
2018,4,126839030
2018,4,126848894
2018,4,126843918
2018,4,126843919
2018,4,126839043
2018,1,126843921
2018,4,126843923
2018,4,126843931
2018,4,126839059
2018,4,126848919
2018,4,126839075
2018,4,126839074
2018,1,126848927
2018,1,126839071
2018,4,126839076
2018,4,126347261
2018,4,126344282
2018,4,126340318
2018,4,126344312
2018,4,126340336
2018,4,126340340
2018,4,126340341
2018,4,126344334
