"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2018,7877154,61,1,2018,"I",01-JAN-01,"Y","F","C","2018_01_AL0011200_NIBRS",55041468,0
2018,7917376,61,2,2018,"I",01-FEB-02,"Y","F","C","2018_02_AL0011200_NIBRS",42976255,0
2018,7993503,61,3,2018,"I",01-MAR-03,"Y","F","C","2018_03_AL0011200_NIBRS",48311043,0
2018,7971008,61,4,2018,"I",01-APR-04,"Y","F","C","2018_04_AL0011200_NIBRS",48311034,0
2018,7971009,61,5,2018,"I",01-MAY-05,"Y","F","C","2018_05_AL0011200_NIBRS",49965857,0
2018,8017537,61,6,2018,"I",01-JUN-06,"Y","F","C","2018_06_AL0011200_NIBRS",49965868,0
2018,8333631,61,7,2018,"I",11-OCT-18,"Y","F","C","2018_07_AL0011200_NIBRS",49965858,0
2018,8333630,61,8,2018,"I",11-OCT-18,"Y","F","C","2018_08_AL0011200_NIBRS",49965869,0
2018,8427099,61,9,2018,"I",16-JAN-19,"Y","F","C","2018_09_AL0011200_NIBRS",49187840,0
2018,8427098,61,10,2018,"I",16-JAN-19,"Y","F","C","2018_10_AL0011200_NIBRS",55041470,0
2018,8444546,61,11,2018,"I",24-JAN-19,"Y","F","C","2018_11_AL0011200_NIBRS",55041475,0
2018,8445616,61,12,2018,"I",24-JAN-19,"Y","F","C","2018_12_AL0011200_NIBRS",55041461,0
