"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2016,23880603,1,23896987
2016,23880606,1,23896990
2016,23880607,1,23896991
2016,23880608,1,23896992
2016,23880609,1,23896993
2016,23880610,1,23896994
2016,23880611,1,23896995
2016,23880612,1,23896996
2016,23880613,1,23896997
2016,23880152,1,23896998
2016,23880153,1,23896999
2016,23880154,1,23897000
2016,23880155,1,23897001
2016,23880156,1,23897002
2016,23880157,1,23897003
2016,23880159,1,23897005
2016,23880160,1,23897006
2016,23880161,1,23897007
2016,23880162,1,23897008
2016,23880166,1,23897012
2016,23880167,3,23897013
2016,23880168,3,23897014
2016,23880169,1,23897015
2016,23880170,1,23897016
2016,23880171,1,23897017
2016,23880173,1,23897019
2016,23880174,1,23897020
2016,23880176,1,23897022
2016,23880177,1,23897023
2016,23880178,1,23897024
2016,23880179,1,23897025
2016,23880180,1,23897026
2016,23880181,1,23897027
2016,23880182,1,23897028
2016,23880184,1,23897030
2016,23880185,1,23897031
2016,23880186,1,23897032
2016,23880187,1,23897033
2016,23880190,1,23897036
2016,23880191,1,23897037
2016,23880192,1,23897038
2016,23880193,1,23897039
2016,23880194,1,23897040
2016,23880195,1,23897041
2016,23880197,1,23897043
2016,23880198,1,23897044
2016,23880199,1,23897045
2016,23880200,1,23897046
2016,23880202,1,23897048
2016,23880203,1,23897049
2016,23880204,1,23897050
2016,23880205,1,23897051
2016,23880207,1,23897053
2016,23880208,1,23897054
2016,23880209,1,23897055
2016,23880218,1,23897064
2016,23880219,1,23897065
2016,23880222,1,23897068
2016,23880224,1,23897070
2016,23880227,1,23897073
2016,23880228,1,23897074
2016,23880230,1,23897076
2016,23880232,1,23897078
2016,23880233,1,23897079
2016,23880234,1,23897080
2016,23880235,1,23897081
2016,23880236,1,23897082
2016,23880237,1,23897083
2016,23880238,1,23897084
2016,23880239,1,23897085
2016,23880240,1,23897086
2016,23880241,1,23897087
2016,23880242,1,23897088
2016,23880244,1,23897090
2016,23880245,1,23897091
2016,23880246,1,23897092
2016,23880251,1,23897097
2016,23880252,1,23897098
2016,23880253,1,23897099
2016,23880254,1,23897100
2016,23880255,1,23897101
2016,23880258,1,23897104
2016,23880259,1,23897105
2016,23880260,1,23897106
2016,23880261,1,23897107
2016,23880262,1,23897108
2016,23880263,1,23897109
2016,23880264,1,23897110
2016,23880265,1,23897111
2016,23880267,1,23897113
2016,23880268,1,23897114
2016,23880269,1,23897115
2016,23880270,1,23897116
2016,23880271,1,23897117
2016,23880272,1,23897118
2016,23880273,1,23897119
2016,23880274,1,23897120
2016,23880275,1,23897121
2016,23880277,1,23897123
