"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2018,1,113153421,1,1,10789263
2018,4,113153704,1.8,1,10789300
2018,8,113163430,37,9,10793220
2018,8,113153760,2.9,1,10789311
2018,16,113153760,50,9,10789312
2018,1,113153760,86,1,10789310
2018,16,113164069,1,9,10793250
2018,2,113158921,0.5,1,10797419
2018,2,113159157,0.86,1,10793374
2018,8,113159157,3,9,10793375
2018,5,113174232,2,1,10797437
2018,2,113165168,1,11,10789459
2018,5,113165349,1,1,10789463
2018,5,113175374,3.172,3,10789469
2018,8,113175710,4,9,10797551
2018,16,113175710,21,9,10797552
2018,2,113175836,0.9,1,10797568
2018,1,113176206,9,1,10797592
2018,4,113176225,1.9,1,10789522
2018,16,113177265,203,9,10797655
2018,8,113177382,2,1,10789569
2018,2,113174021,0.8,1,10793685
2018,8,113184571,0.4,1,10797806
2018,5,113184595,5,1,10797815
2018,16,113185901,3,9,10797915
2018,16,105950909,1,9,9552646
2018,16,105946018,1,9,9547497
2018,8,105950909,6,9,9552645
2018,8,105951059,8,9,9552652
2018,4,105946018,1,1,9542537
2018,5,105942241,1,9,9552695
2018,2,105947058,1,1,9552733
2018,16,105947058,1,1,9552734
2018,2,113139486,3,1,10792060
2018,2,113132486,1,9,10792131
2018,5,113132486,2,3,10792132
2018,8,113132486,32,9,10792133
2018,8,113169524,3,9,10793346
2018,4,113133347,1,1,10792301
2018,1,113136765,1,11,10796655
2018,1,113141108,0,1,10792341
2018,8,113134048,0.012,1,10796672
2018,1,113134048,0.25,1,10788691
2018,1,113134061,1.5,1,10792354
2018,1,113137037,0.25,1,10792365
2018,1,113141209,0.2,1,10792375
2018,2,113137085,0.5,1,10788723
2018,4,113134177,1,1,10788732
2018,16,113144384,50,9,10792405
2018,2,113144384,8,1,10792404
2018,2,113141520,2,9,10796727
2018,8,113141641,3,9,10796745
2018,4,113141641,41,9,10796744
2018,13,113141738,26,9,10792457
2018,2,113137860,1,9,10788809
2018,1,113137884,0.009,1,10796791
2018,4,113142130,49.001,1,10796794
2018,5,113142130,14.3,1,10796795
2018,1,113142130,85.009,1,10796793
2018,1,113142334,0.1,1,10788825
2018,1,113142381,0.4,1,10796826
2018,8,113138257,14,9,10788832
2018,12,113145736,13,9,10792550
2018,5,113138387,6,9,10792558
2018,4,113145866,14.44,1,10792562
2018,16,113145866,24,9,10792563
2018,1,113145866,1.96,1,10792561
2018,8,113138560,0.46,1,10796873
2018,2,113146179,1,11,10796878
2018,4,113146179,1,11,10788854
2018,1,113146179,1,11,10792599
2018,2,113143250,1,11,10788887
2018,4,113139191,1,1,10788910
2018,2,113147708,1,1,10792720
2018,2,113147717,7,1,10796943
2018,9,113147717,17,9,10792722
2018,4,113147717,1,1,10796944
2018,5,113148670,0.01,3,10788961
2018,5,113148765,1,7,10788977
2018,5,113159391,10.002,3,10792870
2018,16,113160146,1,9,10792908
2018,1,113160339,0.5,1,10792924
2018,2,113160562,1,8,10792938
2018,8,113160562,112,9,10792939
2018,16,113155797,1,1,10797093
2018,5,113160855,492,1,10789087
2018,2,113160955,9.2,1,10792964
2018,16,113152232,26,9,10789116
