"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2018,4,119576913
2018,4,119576964
2018,4,119577037
2018,4,119577137
2018,4,119577136
2018,4,119577160
2018,4,119577386
2018,4,119577541
2018,4,119578656
2018,4,119579700
2018,4,119579697
2018,4,119579832
2018,4,119586381
2018,1,119586440
2018,4,119587006
2018,4,119587209
2018,4,119573863
2018,4,119574132
2018,4,119574393
2018,4,119576990
2018,4,119577025
2018,4,119577042
2018,4,119577101
2018,4,119577130
2018,4,119577241
2018,4,119577471
2018,4,119577558
2018,4,119577596
2018,4,119578625
2018,4,119578658
2018,4,119579883
2018,4,119587080
2018,4,119587253
2018,4,119587317
2018,4,119587508
2018,4,119587598
2018,4,119587594
2018,4,119587876
2018,4,119587946
2018,4,119588035
2018,4,119588127
2018,3,119589406
2018,4,119589475
2018,1,119589763
2018,4,119589895
2018,4,119589894
2018,4,119589929
2018,4,119590038
2018,1,119590106
2018,4,119590367
2018,4,119590622
2018,4,119590613
2018,4,119591449
2018,4,119591455
2018,3,119600124
2018,4,119600165
2018,4,119600666
2018,4,119600757
2018,4,119600761
2018,4,119600868
2018,4,119600909
2018,4,119600976
2018,4,119601068
2018,4,119601093
2018,4,119601134
2018,4,119601193
2018,4,119601371
2018,4,119601370
2018,4,119601618
2018,4,129081910
2018,4,129086246
2018,4,129074381
2018,4,129074382
2018,4,129074384
2018,4,129074404
2018,4,129086327
2018,4,129086351
2018,4,129074437
2018,4,129074440
2018,4,129086423
2018,4,129086444
2018,4,129086449
2018,4,129086460
2018,4,129074514
2018,4,129086489
2018,4,129074531
2018,4,129082133
2018,4,129086515
2018,4,129086532
2018,4,129074567
2018,4,129086557
2018,4,129082190
2018,4,129082199
2018,4,129082220
2018,4,129086648
2018,4,129086665
2018,4,129082242
2018,4,129074638
2018,4,129086693
2018,4,129086705
2018,4,129086703
2018,4,129082307
2018,4,129086795
2018,4,129086826
2018,4,129086842
2018,4,129086853
2018,4,129082365
2018,4,129086866
2018,4,129082382
2018,4,129086905
2018,4,129082431
2018,4,129086944
2018,4,129074762
2018,4,129074770
2018,4,129086979
2018,4,129074779
2018,4,129087002
2018,4,129087004
2018,4,129087023
2018,4,129082499
2018,4,129087099
2018,4,129082550
2018,4,129082555
2018,4,129082556
2018,4,129082569
2018,4,129082587
2018,4,129082611
2018,4,129074879
2018,4,129087156
2018,4,129074890
2018,4,129087179
2018,4,129082664
2018,4,129087205
2018,4,129087225
2018,4,129074921
2018,4,129087241
2018,4,129082721
2018,4,129082731
2018,4,129082735
2018,4,129087273
2018,4,129087294
2018,4,129087295
2018,4,129074979
