offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
9065147,8468687,5,C,20,,,
9065157,8468697,5,C,20,,,
9065158,8468698,14,C,20,,,
9065159,8468699,45,C,20,,,
9065160,8468700,5,C,20,,,
9065161,8468701,5,C,5,,,
9065162,8468702,47,C,5,,,
9065163,8468703,5,C,20,,,
9065164,8468704,49,C,20,0,F,
9065165,8468705,14,C,20,,,
9065166,8468706,23,C,8,,,
9065167,8468707,47,C,8,,,
9065168,8468708,47,C,5,,,
9065169,8468709,5,C,20,,,
9065170,8468710,14,C,18,,,
9065171,8468711,47,C,24,,,
9065172,8468712,5,C,18,,,
9065173,8468713,5,C,18,,,
9065174,8468714,23,C,8,,,
9065175,8468715,23,C,8,,,
9065176,8468716,5,C,18,,,
9065177,8468717,2,C,20,,,
9065178,8468718,40,C,18,,,
9065179,8468719,49,C,20,0,F,
9065180,8468719,45,C,20,,,
9065181,8468719,21,C,20,,,
9065182,8468720,5,C,20,,,
9065183,8468721,47,C,22,,,
9065184,8468722,47,C,22,,,
9065185,8468723,23,C,12,,,
9065186,8468723,35,C,12,,,
9065187,8468724,5,C,20,,,
9065188,8468725,5,C,22,,,
9065189,8468726,23,C,8,,,
9065190,8468727,39,C,20,,,
9065191,8468728,23,C,8,,,
9065192,8468729,41,C,8,,,
9065193,8468730,5,C,5,,,
9065194,8468731,23,C,8,,,
9065195,8468732,5,C,13,,,
9065196,8468733,23,C,8,,,
9065197,8468734,23,C,8,,,
9065198,8468734,47,C,46,,,
9065199,8468734,45,C,25,,,
9065200,8468734,11,C,8,,,
9065201,8468734,41,C,8,,,
9065202,8468734,46,C,8,,,
9065203,8468734,28,C,18,,,
9065204,8468735,47,C,22,,,
9065205,8468736,23,C,8,,,
9065206,8468737,14,C,18,,,
9065207,8468738,40,C,18,,,
9065208,8468739,7,C,18,,,
9065209,8468740,45,C,23,,,
9065210,8468741,28,C,13,,,
9065211,8468742,49,C,20,0,F,
9065212,8468743,7,C,20,,,
9065213,8468744,14,C,20,,,
