"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2017,6,120792426
2017,1,120792426
2017,7,120792426
2017,7,120792425
2017,8,120792425
2017,1,120792425
2017,6,120792863
2017,6,120792865
2017,6,120792891
2017,7,120792891
2017,6,120793129
2017,6,120793130
2017,6,120793219
2017,7,120793219
2017,7,120793222
2017,6,120793222
2017,6,120793375
2017,6,120793442
2017,8,120793442
2017,6,120793835
2017,8,120793835
2017,6,120793829
2017,8,120793829
2017,9,120794090
2017,9,120794332
2017,9,120794397
2017,6,120794413
2017,1,120795142
2017,3,120795142
2017,6,120795142
2017,6,120795899
2017,6,120795974
2017,6,120795977
2017,6,120796071
2017,7,120796194
2017,6,120796194
2017,8,120796362
2017,6,120796362
2017,9,120796786
2017,6,120796835
2017,6,120796839
2017,6,120796972
2017,9,120797468
2017,1,120797581
2017,6,120797581
2017,7,120797581
2017,9,120798733
2017,6,120798779
2017,6,120798776
2017,6,120798952
2017,6,120798957
2017,2,120799174
2017,3,120799420
2017,9,120789069
2017,9,120791092
2017,2,120792715
2017,6,120792834
2017,6,120792832
2017,6,120793918
2017,6,120793917
2017,6,120794050
2017,7,120794050
2017,6,120794048
2017,7,120794048
2017,6,120794610
2017,6,120794611
2017,3,120794607
2017,6,120794646
2017,2,120794753
2017,5,120795122
2017,6,120795122
2017,6,120795248
2017,8,120795248
2017,6,120795260
2017,6,120796180
2017,8,120797129
2017,6,120797843
2017,8,120797843
2017,6,120798569
2017,6,120798872
2017,9,120790304
2017,9,120790331
2017,9,120790539
2017,6,120386277
2017,6,120386273
2017,6,120386345
2017,9,120388994
2017,3,120391822
2017,1,120391822
2017,5,120391822
2017,1,120391821
2017,3,120391821
2017,5,120391821
2017,6,120391895
2017,8,120391895
2017,6,120391896
2017,5,120392012
2017,6,120392012
2017,7,120392012
2017,1,120392010
2017,3,120392010
2017,6,120392010
2017,1,120392068
2017,6,120392068
2017,8,120392068
2017,8,120392102
2017,6,120392102
2017,6,120392108
2017,8,120392108
2017,8,120392518
2017,8,120392514
2017,6,120394748
2017,6,120394598
2017,6,120393807
2017,6,120393804
2017,8,120394748
2017,6,120395500
2017,9,120395652
2017,9,120395101
2017,6,120395727
2017,6,120381977
2017,6,120381711
2017,6,120382255
2017,6,120382097
2017,5,120382110
2017,1,120382110
2017,3,120382110
2017,1,120382111
2017,3,120382111
2017,5,120382111
2017,9,120382821
2017,6,120382818
2017,4,120382818
2017,6,120383805
2017,6,120383488
2017,6,120383551
2017,9,120383327
2017,6,120383555
2017,6,120383754
2017,6,120383752
2017,6,120383804
2017,6,120384284
2017,6,120384287
2017,1,120384432
2017,3,120384432
2017,6,120384772
2017,8,120384772
2017,6,120384774
2017,8,120384774
2017,9,120384860
2017,1,120384867
2017,3,120384867
2017,4,120384867
2017,9,120386289
2017,9,120388224
2017,6,120389505
2017,7,120389505
2017,8,120389505
2017,6,120389508
2017,7,120389508
2017,8,120389508
2017,9,120389884
2017,9,120390489
2017,8,120392525
2017,6,120393905
2017,8,120392523
2017,7,120393905
2017,6,120393903
2017,7,120393903
2017,3,120394226
2017,6,120394710
2017,6,120394945
2017,9,120394970
2017,6,120394936
2017,6,120395557
2017,9,120395127
2017,6,120395735
2017,6,120395421
2017,6,120395425
2017,9,120789656
2017,9,120790178
2017,8,120790313
2017,9,120790363
2017,6,120792427
2017,6,120792428
2017,6,120792441
2017,6,120792812
2017,6,120792809
2017,6,120792910
2017,6,120793487
2017,6,120793520
2017,7,120793520
2017,6,120793537
2017,6,120793532
2017,6,120793873
2017,7,120793873
2017,8,120793873
2017,1,120793970
2017,6,120793970
2017,7,120793970
2017,6,120793954
2017,6,120794323
2017,6,120794326
2017,6,120794491
2017,6,120794509
2017,6,120794515
2017,6,120794563
2017,6,120794661
2017,6,120794660
2017,6,120794659
2017,6,120795050
2017,7,120795050
2017,6,120795051
2017,7,120795051
2017,6,120795070
2017,8,120795070
2017,6,120795179
2017,7,120795179
2017,3,120795177
2017,6,120795177
2017,3,120795251
2017,6,120795251
2017,6,120795274
2017,6,120795272
2017,1,120795324
2017,2,120795324
2017,3,120795324
2017,6,120796055
2017,3,120796170
2017,6,120796170
2017,6,120796290
2017,6,120796346
2017,9,120796471
2017,6,120796899
2017,6,120796898
2017,6,120797532
2017,8,120797532
2017,1,120797525
2017,6,120797525
2017,8,120797525
2017,6,120797638
2017,6,120797839
2017,2,120798242
2017,9,120798465
2017,6,120798577
2017,6,120798752
2017,6,120798795
2017,6,120799186
2017,9,120799458
2017,6,120799578
2017,1,119950180
2017,9,119952010
2017,4,119954287
2017,6,119954287
2017,1,119955475
2017,3,119955475
2017,5,119955475
2017,6,119955880
2017,7,119955880
2017,8,119955880
2017,9,119956209
2017,9,119959063
2017,6,119959726
2017,6,119959727
2017,6,119959786
2017,6,119959790
2017,6,119960174
2017,3,119960169
2017,6,119960169
2017,6,119960256
2017,3,119960935
2017,6,119960935
2017,3,119961206
2017,6,119961490
2017,6,119961488
2017,6,119961856
2017,6,119961854
2017,8,119962289
2017,1,119962565
2017,3,119962565
2017,6,119962565
2017,6,119962568
2017,1,119962812
2017,6,119962812
2017,7,119962812
2017,7,119962808
2017,1,119962808
2017,6,119962808
2017,4,119962843
2017,9,119962882
2017,1,119962883
2017,3,119962883
2017,4,119962883
2017,6,119962931
2017,6,119963031
2017,8,119963031
2017,6,119963242
2017,8,119963242
2017,8,119963238
2017,6,119963238
2017,10,119963246
2017,10,119963249
2017,9,119963324
2017,6,119963401
2017,6,119963955
2017,6,119963953
2017,4,119963971
2017,6,119964071
2017,8,119964071
2017,6,119964067
2017,6,119964359
2017,6,119964665
2017,7,119964683
2017,6,119964692
2017,9,119964773
2017,6,119965276
2017,6,119965280
2017,8,119965486
2017,6,119965486
2017,7,119965486
2017,6,119965707
2017,6,119965911
2017,7,119965911
2017,6,119966819
2017,8,119966819
2017,6,119966814
2017,8,119966814
2017,9,119966981
2017,6,119967369
2017,6,119967366
2017,6,119967479
2017,9,119967623
2017,3,119968174
2017,6,119968176
2017,6,119968500
2017,6,119968974
2017,8,119968974
2017,6,119968972
2017,8,119968972
2017,9,119969030
2017,9,119969141
2017,6,119969517
2017,6,119969549
2017,6,119969554
2017,6,119969767
2017,9,119970016
2017,6,119970393
2017,6,119970437
2017,3,119971195
2017,6,119971195
2017,7,119971195
2017,6,119971200
2017,8,119971200
2017,6,119971417
2017,7,119971417
2017,6,119971415
2017,7,119971415
2017,6,119971703
2017,6,119971877
2017,7,119971877
2017,8,119971877
2017,9,120371481
2017,6,120373152
2017,3,120373155
2017,9,120373148
2017,9,120379270
2017,9,119950986
2017,9,119951562
2017,9,119954393
2017,9,119955478
2017,3,119955359
2017,6,119955818
2017,9,119957863
2017,9,119957899
2017,4,119958902
2017,6,119958902
2017,6,119959294
2017,6,119959673
2017,9,119959735
2017,6,119959816
2017,8,119959816
2017,6,119960149
2017,9,119960140
2017,6,119960425
2017,6,119960884
2017,7,119960884
2017,6,119960928
2017,6,119960923
2017,6,119960959
2017,9,119961370
2017,6,119969692
2017,9,119969754
2017,1,119970107
2017,3,119970107
2017,6,119970107
2017,6,119947354
2017,9,119947590
2017,9,119948464
2017,9,119950477
2017,3,119950601
2017,6,119950601
2017,9,119951068
2017,9,119951780
2017,6,119951777
2017,6,119954272
2017,6,119955846
2017,6,119955914
2017,8,119955914
2017,3,119956189
2017,6,119956189
2017,9,119957098
2017,9,119957926
2017,9,119957977
2017,9,119957979
2017,3,119959275
2017,6,119959581
2017,6,119959633
2017,6,119959740
2017,6,119959906
2017,6,119959958
2017,8,119959958
2017,6,119959962
2017,8,119959962
2017,6,119960406
2017,6,119960888
2017,6,119960919
2017,8,119960919
2017,6,119960925
2017,8,119960925
2017,6,119961638
2017,6,119961640
2017,8,119961640
2017,3,119961745
2017,6,119961745
2017,6,119961749
2017,3,119962099
2017,6,119962099
2017,6,119962461
2017,7,119962848
2017,8,119962848
2017,5,119962848
2017,5,119962845
2017,6,119962845
2017,7,119962845
2017,6,119962956
2017,6,119962958
2017,6,119963270
2017,8,119963270
2017,3,119963270
2017,9,119963834
2017,9,119963925
2017,6,119964084
2017,6,119964087
2017,9,119964465
2017,6,119964591
2017,2,119965295
2017,6,119965297
2017,6,119965299
2017,6,119965500
2017,7,119965500
2017,6,119965494
2017,7,119965494
2017,6,119965757
2017,7,119965757
2017,6,119965914
2017,7,119965914
2017,8,119965914
2017,6,119965916
2017,7,119965916
2017,8,119965916
2017,9,119966812
2017,9,119967807
2017,9,119967989
2017,6,119968991
2017,7,119969306
2017,6,119969306
2017,6,119969303
2017,7,119969303
2017,9,119969973
2017,6,119970398
2017,6,119970574
2017,9,119970952
2017,7,119971173
2017,8,119971173
2017,6,119971173
2017,9,119971615
2017,6,119971669
2017,6,119971672
2017,6,119971899
2017,8,119949604
2017,9,119950150
2017,9,119950369
2017,9,119950611
2017,9,119951660
2017,2,119951887
2017,6,119955360
2017,9,119955413
2017,6,119955489
2017,6,119956205
2017,6,119956201
2017,6,119956298
2017,6,119956301
2017,9,119957847
2017,9,119959213
2017,9,119959218
2017,6,119959286
2017,6,119959283
2017,9,119959617
2017,6,119959733
2017,5,119960727
2017,2,119960914
2017,9,119961136
2017,6,119961742
2017,6,119961743
2017,6,119961972
2017,6,119962702
2017,6,119962707
2017,2,119962939
2017,6,119962970
2017,6,119963049
2017,6,119963388
2017,6,119963386
2017,6,119963508
2017,8,119963508
2017,6,119963505
2017,8,119963505
