"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2018,103553754,98440930,1,,
2018,103553857,98441034,7,,
2018,103553995,98441202,5,,
2018,103553997,98441202,6,,
2018,103554001,98441202,7,,
2018,103554023,98441226,7,,
2018,103554176,98441383,7,,
2018,103554188,98441396,7,,
2018,103554215,98441433,5,,
2018,103554220,98441433,7,,
2018,103554224,98441438,6,,
2018,103554242,98441457,7,,
2018,103554355,98441599,5,,
2018,103554364,98441599,7,,
2018,103554389,98441618,7,,
2018,103554454,98441684,4,,
2018,103554471,98441705,4,,
2018,103554591,98441838,5,,
2018,103554595,98441838,7,,
2018,103554673,98441945,7,,
2018,103554726,98442014,7,1,
2018,103554783,98442093,6,,
2018,103554933,98442291,4,,
2018,103554938,98442291,7,,
2018,103555384,98442773,6,,
2018,103555550,98442943,4,,
2018,103555690,98443088,7,,
2018,103555727,98443123,4,,
2018,103556152,98443570,7,,
2018,103556249,98443661,5,,
2018,103556251,98443661,7,,
2018,103556265,98443677,7,,
2018,103556354,98443771,6,,
2018,103556729,98444155,1,,
2018,103557095,98444612,7,,
2018,103557288,98444875,7,,
2018,103557618,98445254,4,,
2018,103557706,98445372,4,,
2018,103557908,98445597,4,,
2018,103558084,98445769,6,,
2018,103558160,98445865,1,,
2018,103558238,98445940,6,,
2018,103558377,98446099,7,,
2018,103558531,98446294,7,,
2018,103208458,98052981,6,,
2018,103208489,98053024,4,,
2018,103208512,98053055,7,,
2018,103208505,98053055,5,,
2018,103208548,98053093,7,,
2018,103208615,98053168,7,,
2018,103208805,98053372,6,,
2018,103208850,98053438,4,,
2018,103209100,98053709,7,,
2018,103209146,98053766,6,,
2018,103209157,98053777,7,,
2018,103209215,98053845,7,,
2018,103209220,98053857,4,,
2018,103209269,98053894,7,,
2018,103209748,98054406,7,,
2018,103209746,98054406,5,,
2018,103209802,98054471,1,,
2018,103209828,98054498,4,,
2018,103209949,98054660,7,,
2018,103209970,98054698,7,,
2018,103209980,98054712,4,,
2018,103209994,98054728,7,,
2018,103210043,98054790,7,1,
2018,103210058,98054807,7,,
2018,103210154,98054935,7,,
2018,103210168,98054957,7,,
2018,103210210,98055006,7,,
2018,103210214,98055014,1,,
2018,103210218,98055019,4,,
2018,103210289,98055114,7,,
2018,103210312,98055143,7,,
2018,103210451,98055321,7,,
2018,103210484,98055367,4,,
2018,103210500,98055388,7,,
2018,103208630,98053180,7,,
2018,103208626,98053180,5,,
2018,103209211,98053842,7,1,
2018,103209285,98053906,6,,
2018,103209297,98053919,7,,
2018,103209462,98054104,7,,
2018,103209508,98054150,7,,
2018,103209504,98054150,5,,
2018,103209571,98054212,7,,
2018,103209595,98054233,7,,
2018,103209872,98054544,3,,
2018,103209886,98054568,7,,
2018,103209952,98054664,4,,
2018,103209961,98054683,4,,
2018,103210001,98054737,4,,
2018,103210013,98054753,4,,
2018,103210056,98054808,7,,
2018,103210075,98054833,7,,
2018,103210098,98054867,4,,
2018,103210302,98055133,5,,
2018,103210303,98055133,7,,
2018,103210345,98055186,7,,
2018,103210358,98055200,7,,
2018,103210356,98055200,4,,
2018,103210379,98055225,6,,
2018,103210454,98055331,1,,
2018,103210485,98055372,7,,
2018,103210507,98055399,5,,
2018,103210510,98055399,7,,
2018,103554943,98442296,6,,
2018,103555431,98442823,3,,
2018,103555508,98442899,4,,
2018,103555912,98443317,7,,
2018,103556201,98443623,5,,
2018,103556205,98443623,7,,
2018,103556367,98443784,7,,
2018,103556364,98443784,5,,
2018,103556792,98444222,6,,
2018,103556934,98444417,7,,
2018,103557680,98445332,7,,
2018,112078550,107905837,3,,
2018,112085350,107905848,7,,
2018,112085354,107905854,7,,
2018,103208510,98053050,4,,
2018,103208539,98053081,7,,
2018,103208560,98053110,4,,
2018,103208701,98053261,4,,
2018,103208759,98053323,7,,
2018,103208787,98053355,6,,
2018,103208802,98053369,7,,
2018,103209523,98054157,7,,
2018,103209569,98054210,7,,
2018,103209598,98054240,6,,
2018,103209739,98054398,7,,
2018,103209795,98054465,7,,
2018,103209842,98054510,7,1,
2018,103209857,98054532,4,,
2018,103209871,98054541,7,,
2018,103209869,98054541,5,,
2018,103209954,98054668,6,,
2018,103210025,98054768,7,,
2018,103210041,98054785,7,,
2018,103210060,98054810,4,,
2018,103210086,98054847,7,,
2018,103210083,98054847,5,,
2018,103210145,98054921,7,,
2018,103210153,98054931,6,,
2018,103210169,98054958,7,1,
2018,103210194,98054988,4,,
2018,103210204,98054999,7,,
2018,112078713,107915278,7,,
2018,103553135,98440235,7,,
2018,103553418,98440568,7,,
2018,103554029,98441237,6,,
2018,103554093,98441304,5,,
2018,103554095,98441304,7,,
2018,103554123,98441326,7,,
2018,103554146,98441350,7,,
2018,103554143,98441350,5,,
2018,103554151,98441361,7,,
2018,103554216,98441432,1,,
2018,103554219,98441432,6,,
2018,103554329,98441569,8,,
2018,103554845,98442163,7,,
2018,103554857,98442188,7,,
2018,103554922,98442274,4,,
2018,103554925,98442274,7,,
2018,103555316,98442699,1,,
2018,103555478,98442869,7,,
2018,103555950,98443362,7,,
2018,103555934,98443362,5,,
2018,103556026,98443442,4,,
2018,103556100,98443517,4,,
2018,103556117,98443541,7,,
2018,103556396,98443815,7,1,
2018,103556383,98443815,5,,
2018,103556616,98444053,4,,
2018,103556732,98444159,7,,
2018,103556776,98444204,7,,
2018,103556827,98444265,4,,
2018,103557052,98444557,7,,
2018,103557120,98444645,7,,
2018,103557388,98444996,7,,
2018,103557522,98445147,4,,
2018,103557616,98445253,7,,
2018,103557696,98445351,4,,
2018,103557950,98445630,7,,
2018,103557984,98445665,7,,
2018,103558242,98445945,7,,
2018,103558314,98446044,4,,
2018,103558458,98446205,4,,
2018,103558517,98446277,7,,
2018,103558563,98446332,7,1,
2018,103559080,98446910,1,,
2018,106771931,102008463,7,,
2018,106771953,102008485,7,,
2018,106767555,102005790,7,,
2018,106772033,102008581,7,,
2018,106772055,102008613,1,,
2018,106772067,102000642,7,,
2018,106772099,102000676,5,,
2018,106772103,102000676,7,,
2018,106767691,102005950,7,,
2018,106767709,102005969,1,,
2018,106767733,102006004,4,,
2018,106767769,102006037,7,,
2018,106767807,102000808,6,,
2018,106767830,102008819,7,,
2018,106775118,102008871,6,,
2018,106772324,102011196,6,,
2018,106767945,102008926,7,,
2018,106775174,102000944,7,,
2018,106775182,102008937,7,,
2018,106775180,102008937,5,,
2018,106775189,102008944,7,,
2018,106772379,102008944,5,,
2018,106767990,102008959,7,,
2018,106767987,102008959,5,,
2018,106772415,102000989,7,,
2018,106768018,102011346,7,,
2018,106772478,102016073,5,,
2018,106768085,102016073,7,,
2018,106775303,102009078,4,,
2018,106768114,102009078,7,,
2018,106768156,102011529,6,,
2018,106772550,102011540,6,,
2018,106772558,102016156,6,,
2018,106775396,102011612,7,,
2018,106768267,102011670,7,,
2018,106772643,102011676,4,,
2018,106768287,102011692,6,,
2018,106772652,102016285,7,,
2018,106768312,102011730,7,,
2018,106768348,102011768,7,,
2018,106768373,102016346,6,,
2018,103553137,98440236,4,,
2018,103554148,98441357,5,,
2018,103554150,98441357,7,,
2018,103554189,98441398,7,,
2018,103554233,98441444,4,,
2018,103554395,98441621,7,,
2018,103554424,98441660,5,,
2018,103554430,98441660,7,,
2018,103554549,98441790,7,,
2018,103554548,98441790,5,,
2018,103554567,98441813,4,,
2018,103554613,98441863,7,,
2018,103554681,98441954,4,,
2018,103554696,98441970,7,1,
2018,103554691,98441970,5,,1
2018,103554713,98442002,7,,
2018,103554757,98442052,4,,
2018,103554795,98442110,7,,
2018,103554790,98442110,3,,
2018,103554837,98442157,7,,
2018,103554886,98442223,6,,
2018,103554894,98442234,6,,
2018,103554967,98442324,7,,
2018,103555225,98442613,7,,
2018,103555321,98442703,1,,
2018,103555506,98442897,4,,
2018,103555598,98442990,4,,
