victim_id,circumstances_id,justifiable_force_id
84697242,1,
84704928,1,
84715646,1,
84710238,10,
84697383,1,
84714533,9,
84718835,1,
84719959,10,
84711238,9,
84694117,8,
84694122,1,
84699479,9,
84699510,1,
84714573,10,
84702719,6,
84702754,9,
84713465,9,
84695146,9,
84702650,1,
84702674,1,
84698478,9,
84700610,1,
84700501,9,
84699550,1,
84713419,6,
84706963,6,
84706964,6,
84708170,1,
84709205,1,
84709241,1,
84709249,6,
84700631,9,
84704824,6,
84704869,10,
84703864,9,
84705943,6,
84696217,9,
84698416,1,
84698434,1,
84698462,1,
84698463,1,
84711410,9,
84705992,1,
84705994,1,
84707069,6,
84707091,9,
84698355,1,
84708039,9,
84708040,9,
84708041,9,
84708094,10,
84708095,10,
84708096,10,
84708097,10,
84708098,10,
