suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,64235819,1,1,4267048
12,64235836,0.7,1,4267049
5,64237007,0.32,1,4267051
1,64237040,1.77,1,4267052
15,64237059,1,9,4267053
5,64238214,1,1,4267054
1,64238248,0.47,1,4267055
15,64239437,6.26,1,4267057
5,64239463,1.9,1,4267058
12,64239475,1.771,1,4267059
5,64239508,1,1,4267060
5,64226389,13.9,1,4267080
2,64226394,0.42,1,4267081
5,64226441,36.5,1,4267082
8,64227637,3.66,1,4267085
5,64227652,26.13,1,4267086
17,64228813,7.42,1,4267088
5,64232364,3.37,10,4267096
5,64235896,3.4,1,4267114
16,64235899,11,9,4267115
16,64235900,2,9,4267116
1,64235901,1.32,1,4267117
12,64235920,2,1,4267118
5,64237085,1.97,1,4267119
1,64237117,1.98,1,4267120
7,64237129,2,5,4267121
5,64239515,2.1,1,4267126
1,64239568,1,1,4267127
17,64240806,0.81,1,4267130
5,64240815,2.85,1,4267131
1,64242773,0.91,1,4267135
17,64225306,10,9,4267137
5,64226471,2.2,1,4267138
5,64226474,6.5,1,4267139
5,64226479,13.43,1,4267140
5,64226498,108.8,1,4267141
5,64226534,1,1,4267142
2,64227733,0.051,1,4267148
8,64227739,0.9,1,4267149
12,64234770,0.12,1,4267174
5,64234772,27.29,1,4267175
5,64234779,2.3,1,4267176
5,64235932,4.6,1,4267177
12,64239600,8.6,1,4267189
5,64239602,1.12,1,4267190
5,64239609,1,1,4267191
16,64239612,3,9,4267192
1,64240836,8.1,1,4267194
5,64242790,0.001,1,4267202
5,64242807,0.61,1,4267203
5,64242809,3,1,4267204
12,64227759,0.001,1,4267213
5,64227788,17,1,4267214
12,64227798,4.58,1,4267215
2,64227799,55.7,1,4267216
1,64227801,0.12,1,4267217
12,64227820,0.46,1,4267218
5,64227822,0.7,1,4267219
12,64231442,2.28,1,4267232
5,64234791,6.39,1,4267241
5,64234853,1.49,1,4267242
5,64234856,1.1,1,4267243
5,64234860,3,1,4267244
1,64234861,0.33,1,4267245
5,64236027,0.8,1,4267246
5,64236030,0.5,1,4267247
5,64237237,1,3,4267248
5,64238516,0.8,1,4267254
5,64242136,5.4,1,4267261
12,64242175,0.11,1,4267262
1,64242866,14.9,1,4267263
5,64227838,24.8,1,4267277
17,64227850,2349.61,1,4267278
1,64227857,0.4,1,4267279
5,64227884,0.2,1,4267280
1,64231504,0.47,1,4267296
5,63258628,28.52,1,4205987
5,63239724,0.001,1,4205988
5,63239740,0.05,3,4205989
5,63240944,0.6,1,4205991
5,63243450,0.02,1,4206001
5,63242259,5.8,1,4206059
8,63242285,0.25,1,4206060
4,63249688,0.21,1,4206088
5,63249712,3.81,1,4206089
5,63254727,2.8,3,4206099
15,63239919,985.98,1,4206120
5,63239921,0.105,3,4206121
5,63242346,3.22,1,4206122
5,63242360,0.15,1,4206123
5,63242361,1.91,1,4206124
12,63242384,0.11,1,4206125
16,63249765,36,9,4206136
5,63251073,0.16,3,4206138
5,63251084,0.017,3,4206139
1,63251092,0.6,1,4206140
12,63251111,0.3,1,4206141
17,63257286,2,9,4206146
5,63257287,11.37,1,4206147
4,63239947,0.75,1,4206152
8,63239960,4.2,1,4206153
5,63239967,0.08,3,4206154
5,63242408,25.6,1,4206160
5,63242419,1.69,1,4206161
16,63242434,2.18,1,4206162
5,63242442,0.28,1,4206163
17,63242443,18,7,4206164
1,63242465,6.3,1,4206165
5,63242468,341,1,4206166
5,63242472,0.053,1,4206167
5,63256139,77.37,1,4206181
5,63256140,452.1,1,4206182
12,63256142,8.8,1,4206183
12,63256145,0.38,1,4206184
1,63257335,2.36,1,4206185
5,63257337,0.67,1,4206186
1,63257338,0.45,1,4206187
5,63257345,0.01,3,4206188
5,63257378,48.2,3,4206189
5,63242494,1.42,1,4206199
16,63242503,41,1,4206200
12,63253727,0.32,1,4206223
16,63253730,11.1,1,4206224
12,63257449,0.28,1,4206225
5,63258202,14.75,1,4206226
12,63368037,0.3,1,4210419
12,63368056,0.3,1,4210420
