suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,67183295,1,1,4523649
16,67183316,28,9,4523650
8,67183333,1,9,4523651
15,67183342,8,9,4523652
4,67183363,1,9,4523653
4,67169928,1,9,4523672
7,67169929,7,9,4523673
16,67169934,1,9,4523674
15,67169939,1,9,4523675
16,67169956,3,9,4523676
1,67169964,12,1,4523677
4,67169971,1,9,4523678
5,67169983,3,9,4523679
8,67169991,36,9,4523680
5,67176041,7,9,4523690
5,67176042,34,9,4523691
16,67176065,3,9,4523692
16,67176074,5,9,4523693
8,67176076,2,9,4523694
15,67176081,16,9,4523695
16,67176085,10,9,4523696
15,67176097,28,9,4523697
12,67179720,1,9,4523704
15,67179749,16,9,4523705
16,67182203,6,9,4523711
16,67182224,8,9,4523712
8,67182226,4,9,4523713
4,67183368,6,9,4523714
5,67183374,1,9,4523715
1,67169994,2,9,4523742
1,67170008,4,9,4523743
8,67170033,8,9,4523744
8,67170034,12,9,4523745
16,67170044,9,9,4523746
2,67178612,0.001,1,4523782
8,67179783,8,9,4523783
8,67182247,14,9,4523802
4,67182278,1,9,4523803
16,67182287,8,9,4523804
5,67182305,3,9,4523805
16,67185919,2,9,4523821
1,67185928,7,1,4523822
17,67185932,4,9,4523823
5,67174973,1,9,4523854
5,67174986,2,9,4523855
16,67174988,5,9,4523856
6,67174989,2,1,4523857
15,67174990,1,9,4523858
8,67174992,1,9,4523859
4,67174993,2,9,4523860
16,67175003,1,9,4523861
4,67175006,1,1,4523862
17,67175010,11,9,4523863
2,67175024,1,9,4523864
16,67175028,2,9,4523865
16,67175032,21,9,4523866
5,67178629,6,9,4523877
5,67178630,6,9,4523878
1,67178631,5,9,4523879
1,67178642,1,9,4523880
12,67178645,8,9,4523881
16,67178683,10,9,4523882
16,67178684,4,9,4523883
16,67178685,3,9,4523884
15,67178686,1,9,4523885
8,67178689,2,9,4523886
1,67178701,1,1,4523887
7,67185956,3,9,4523911
5,67185974,1,9,4523912
8,67265189,10.5,9,4528104
1,67265214,0.8,1,4528105
1,67265977,3.6,1,4528106
8,67220758,40,9,4528150
8,67225585,0.75,9,4528164
5,67220812,14,1,4528208
1,67220848,5,1,4528209
8,67220852,1,1,4528210
8,67220859,36,9,4528211
4,67220861,1.1,1,4528212
5,67220862,5.3,1,4528213
8,67224472,1,9,4528223
4,67224474,2,1,4528224
5,67224481,0.1,3,4528225
8,67212304,10,1,4528254
8,67212310,1,1,4528255
5,67212326,20,9,4528256
17,67215944,5,9,4528260
2,67215973,51.004,1,4528261
16,67215984,1.5,1,4528262
16,67215996,2,1,4528263
16,67216001,1,1,4528264
1,67220875,1,1,4528280
16,67220885,4,9,4528281
5,67224520,0.16,3,4528298
8,67224525,2,1,4528299
5,67224526,7,9,4528300
8,67224530,3,9,4528301
2,67224531,6,1,4528302
4,67224536,6,1,4528303
4,67224542,8,1,4528304
8,67224549,10,9,4528305
8,67224560,2,9,4528306
5,67212343,1,1,4528330
15,67216034,3,9,4528347
4,67216057,1,9,4528348
8,67246868,1,9,4532550
5,67246871,1,11,4532551
5,67246877,1,3,4532552
4,67246895,1,9,4532553
2,67246909,3,1,4532554
1,67246911,6,1,4532555
16,67235196,1,9,4532568
5,67235218,0.04,3,4532569
5,67235236,0.04,3,4532570
5,67235241,0.06,3,4532571
4,67235246,1,11,4532572
4,67235262,5,1,4532573
5,67237671,2,1,4532589
4,67237675,0,,4532590
4,67238860,2,8,4532591
8,67238866,1,9,4532592
7,67374048,0,,4532606
5,67367115,0.01,3,4532715
4,67367130,10,9,4532716
8,67367151,14,9,4532717
13,67363561,1,9,4532783
13,67363569,7,9,4532784
4,67310605,1,9,4537019
5,67310630,3.92,3,4537020
5,67314213,5,9,4537030
4,67314214,0.2,9,4537031
5,67315501,1,11,4537032
8,67315512,1,9,4537033
4,67315519,1.5,1,4537034
8,67315548,0,9,4537035
15,67314292,2,1,4537146
5,67314307,10.003,1,4537147
4,67428357,1,9,4541461
17,67428388,23.5,9,4541462
1,67435841,18,1,4541566
1,67435852,6,9,4541567
5,67423641,20,1,4541579
2,67433502,17.13,1,4541607
5,67433513,15.45,1,4541608
4,67433518,1,5,4541609
4,67433531,2.56,1,4541610
2,67439234,1,9,4541623
4,67439242,1,9,4541624
5,67421269,2.67,1,4541632
8,67421279,22,9,4541633
1,67423669,1,1,4541634
4,67423712,2,9,4541635
2,67423725,1,9,4541636
2,67433565,1,2,4541664
4,67433579,2,9,4541665
4,67421320,2,9,4541694
4,67421328,2,9,4541695
2,67421353,2,9,4541696
4,67421355,1,9,4541697
2,67423742,1,9,4541707
5,67130077,3.8,1,4519493
16,67117297,28,9,4519510
5,67117299,6,9,4519511
5,67129397,8.8,1,4519559
5,67129400,1,9,4519560
16,67129421,4,9,4519561
5,67129423,13.1,1,4519562
5,67129425,6,1,4519563
5,67117361,3,4,4519584
16,67117371,2,9,4519585
2,67117385,3.2,1,4519586
5,67117388,2.2,1,4519587
5,67129467,1.5,1,4519631
5,67129470,4.6,1,4519632
5,67129479,6.6,1,4519633
5,67129513,3.1,1,4519634
5,67129516,12.5,1,4519635
5,67129519,28.1,1,4519636
5,67130230,1.8,1,4519638
4,67130245,1,9,4519639
8,67116273,9,1,4519654
16,67128376,116,9,4519713
5,67128392,0.3,1,4519714
5,67128395,18.5,1,4519715
14,67130306,1,9,4519720
5,67130336,1,9,4519721
5,67116274,1,9,4519732
8,67116306,1,9,4519733
2,67187925,16,1,4523931
8,67187943,1,9,4523932
16,67187957,66,9,4523933
4,67187976,1,9,4523934
2,67187983,1,9,4523935
16,67187984,290,9,4523936
2,67187989,1,1,4523937
16,67187995,1,9,4523938
4,67173846,2,9,4523955
4,67173853,1,9,4523956
8,67173860,2,9,4523957
5,67173876,1,9,4523958
1,67173889,25,1,4523959
2,67175036,12,9,4523960
5,67178707,3,9,4523978
4,67178708,10,9,4523979
2,67178721,1,1,4523980
11,67178745,3,9,4523981
8,67184826,17,9,4524008
13,67184864,13,9,4524009
4,67187302,1,9,4524026
4,67173892,1,9,4524046
5,67173916,4,1,4524047
5,67173924,3,9,4524048
2,67173933,6,1,4524049
15,67173935,35,9,4524050
4,67173944,1,9,4524051
15,67173948,3,9,4524052
4,67173967,1,9,4524053
8,67175118,2,9,4524055
15,67184897,13,9,4524082
2,67184911,8,9,4524083
5,67187309,1.92,3,4524094
15,67183811,2,9,4524133
8,67174049,13,9,4524155
5,67174065,100,1,4524156
4,67174075,1,1,4524157
4,67174082,0.4,1,4524158
16,67174090,5,9,4524159
5,67174092,80,1,4524160
5,67174095,0.2,1,4524161
13,67174098,1,9,4524162
5,67174107,5.8,1,4524163
5,67219744,1,3,4528364
5,67219748,1,9,4528365
5,67219761,1,9,4528366
16,67219765,5,9,4528367
4,67219779,1,9,4528368
2,67224572,1,11,4528382
16,67224574,2,9,4528383
7,67224596,0,,4528384
8,67211190,4,9,4528421
5,67211212,2,3,4528422
4,67211215,2,1,4528423
5,67211258,0.25,3,4528424
5,67212428,4,1,4528426
16,67212430,2,1,4528427
12,67212445,1,1,4528428
4,67212466,2,1,4528429
8,67212475,10,9,4528430
8,67214869,0,,4528432
1,67214879,5.8,1,4528433
5,67223471,6,1,4528469
5,67223480,1,1,4528470
5,67223486,0.5,1,4528471
4,67225879,1,1,4528475
5,67211320,1,1,4528496
5,67211321,1,9,4528497
16,67212499,1,1,4528498
5,67212515,4.6,3,4528499
5,67212516,5,1,4528500
8,67223518,0.5,9,4528532
13,67224760,4,1,4528539
5,67224767,0.032,3,4528540
5,67224777,0,3,4528541
5,67224782,0.17,3,4528542
5,67224797,0.078,3,4528543
8,67211343,2,9,4528566
5,67224807,0.01,3,4528603
8,67224829,1,9,4528604
5,67224833,1,11,4528605
5,67224856,0,,4528606
5,67224857,21,10,4528607
2,67224859,1,9,4528608
2,67224863,1,9,4528609
8,67227535,10,9,4528615
2,67227539,1.3,1,4528616
5,67227546,1,3,4528617
5,67227549,0.001,3,4528618
16,67227553,1,11,4528619
5,67227557,2,9,4528620
12,67227590,11,9,4528621
4,67211437,1,11,4528628
8,67211441,2,9,4528629
5,67212714,1,1,4528634
8,67362456,2,9,4532860
8,67362475,10,9,4532861
5,67363610,12,10,4532862
8,67377963,20,9,4532915
5,67377985,57,10,4532916
4,67377998,8,1,4532917
12,67362507,1,9,4532920
8,67362546,0,,4532921
15,67376822,49,9,4532970
17,67376823,40,9,4532971
5,67376830,2,9,4532972
4,67376835,9,9,4532973
4,67376837,3,9,4532974
15,67376845,3,9,4532975
4,67376857,25,9,4532976
11,67376862,6,9,4532977
5,67362556,1,1,4532985
4,67362560,5,1,4532986
8,67362593,12,9,4532987
8,67369830,6,9,4533010
8,67369831,1,1,4533011
16,67370912,131,9,4533012
8,67370926,0,,4533013
1,67370944,2,1,4533014
8,67376884,1,9,4533038
4,67376901,4,9,4533039
5,67376919,1,1,4533040
8,67376926,1,9,4533041
7,67376950,1,9,4533042
5,67369845,1,11,4533081
8,67369884,20,5,4533082
5,67371049,1.079,3,4533083
5,67313200,3,3,4537288
16,67322424,0.05,3,4537346
16,67322429,0.661,3,4537347
5,67432442,1,1,4541737
4,67432446,1,1,4541738
5,67421368,6,9,4541770
5,67422646,25.12,1,4541772
4,67395841,27.097,1,4541832
2,67395848,1,9,4541833
4,67395860,14.47,1,4541834
1,67399482,1.12,1,4541856
