"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2016,90317149,87625410,3,5,1,6,,4,,"M",1,3,"",,
2016,90301188,83942117,1,8,,,,,,"",,,"",,
2016,90301195,83942125,1,8,,,,,,"",,,"",,
2016,90301209,83942138,1,8,,,,,,"",,,"",,
2016,90301213,83942141,1,8,,,,,,"",,,"",,
2016,90301223,83942150,1,8,,,,,,"",,,"",,
2016,90301225,83942152,1,8,,,,,,"",,,"",,
2016,90301234,83942160,1,8,,,,,,"",,,"",,
2016,90301237,83942162,2,8,,,,,,"",,,"",,
2016,90301253,83942172,1,8,,,,,,"",,,"",,
2016,90301254,83942173,1,8,,,,,,"",,,"",,
2016,90301260,83942177,2,8,,,,,,"",,,"",,
2016,90301261,83942178,1,8,,,,,,"",,,"",,
2016,90301263,83942180,1,8,,,,,,"",,,"",,
2016,90301264,83942181,1,8,,,,,,"",,,"",,
2016,90301265,83942182,1,8,,,,,,"",,,"",,
2016,90301280,83942196,1,8,,,,,,"",,,"",,
2016,90301298,83942208,1,8,,,,,,"",,,"",,
2016,90301303,83942213,1,8,,,,,,"",,,"",,
2016,90301311,83942221,1,8,,,,,,"",,,"",,
2016,90301320,83942229,1,8,,,,,,"",,,"",,
2016,90301321,83942230,1,8,,,,,,"",,,"",,
2016,90301324,83942232,1,8,,,,,,"",,,"",,
2016,90301325,83942233,1,8,,,,,,"",,,"",,
2016,90301345,83942252,1,8,,,,,,"",,,"",,
2016,90301348,83942253,1,8,,,,,,"",,,"",,
2016,90301361,83943150,1,8,,,,,,"",,,"",,
2016,90301364,83943153,1,8,,,,,,"",,,"",,
2016,90301365,83943154,1,8,,,,,,"",,,"",,
2016,90301367,83943156,1,8,,,,,,"",,,"",,
