suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,54893214,5,1,3603628
2,54893221,0.1,1,3603629
5,54893232,4.6,1,3603630
2,54893253,0.4,1,3603631
16,54882306,1,11,3603663
5,54884699,1,9,3603665
12,54884702,1,11,3603666
5,54888433,1,11,3603682
5,54888435,1,11,3603683
5,54889650,8.515,3,3603684
5,54889669,12.32,1,3603685
1,54889686,1,11,3603686
5,54879934,2,3,3603711
5,54882308,0.5,3,3603714
2,54882343,1,11,3603715
5,54884780,1,11,3603718
8,54884829,100,9,3603719
5,54884832,1,10,3603720
1,54888493,1,11,3603730
5,54888532,1,10,3603731
17,54888546,1,11,3603732
1,54888547,1,11,3603733
5,54888555,1,1,3603734
1,54888567,0.8,1,3603735
6,54879965,1,11,3603762
5,54879969,30,1,3603763
8,54879979,1,11,3603764
8,54879980,1,11,3603765
5,54882453,0.001,3,3603772
1,54882456,0.005,1,3603773
5,54892231,1,10,3603801
5,54892250,1,10,3603802
5,54892251,1,1,3603803
5,54892256,1,10,3603804
1,54892264,1,11,3603805
5,54892279,1,11,3603806
8,54893419,13,9,3603807
2,54893427,0.6,1,3603808
5,54893429,4,1,3603809
5,54893435,1.1,3,3603810
5,54893457,5.3,1,3603811
12,54893472,1,1,3603812
12,54882467,0.96,1,3603832
5,54882503,0.024,1,3603833
5,54884969,1,10,3603847
5,54884972,1,10,3603848
5,54884977,1,10,3603849
5,54884985,1,10,3603850
5,54849687,3,1,3603865
5,54849702,1,11,3603866
5,54849703,1,11,3603867
5,54849721,1.5,1,3603868
5,54970469,0.15,3,3608063
5,54953558,4.21,1,3608065
1,54955977,0.4,1,3608067
2,54961955,3.4,1,3608095
5,54961956,0.1,1,3608096
16,54961971,6,9,3608097
5,54961975,4,1,3608098
5,54961984,0.8,1,3608099
5,54961999,0,1,3608100
5,54962002,1,11,3608101
8,54962010,2,9,3608102
8,54970487,7,9,3608125
12,54970489,1.1,1,3608126
8,54970490,5,9,3608127
5,54970506,0.7,1,3608128
5,54970509,3.5,1,3608129
16,54970515,10,9,3608130
12,54970519,0.4,1,3608131
12,54970522,1.5,1,3608132
12,54970524,1,1,3608133
5,54970528,3,1,3608134
5,54970549,5,1,3608135
16,54971275,1,11,3608136
5,54971278,3.18,1,3608137
5,54971314,1,11,3608138
12,54971323,0.9,1,3608139
5,54953582,18.92,1,3608140
5,54953596,6,1,3608141
5,54953616,0.1,3,3608142
2,54953640,0.2,1,3608143
12,54955988,0.3,1,3608149
5,54960881,0.14,3,3608178
5,54960883,7,3,3608179
5,54963243,2.4,1,3608183
5,54971333,23,1,3608220
5,54971338,23.3,1,3608221
5,54971339,7.3,1,3608222
5,54971341,25.8,1,3608223
5,54971345,13.5,1,3608224
5,54971350,1,1,3608225
8,54971358,8,9,3608226
5,54971360,17.4,1,3608227
5,54971362,3,1,3608228
5,54971370,32,1,3608229
5,54971375,26,1,3608230
16,54971376,86,9,3608231
8,54971382,1,9,3608232
5,54971387,23,1,3608233
5,54953654,0.6,1,3608234
1,54953658,0.01,1,3608235
5,54953661,0.001,3,3608236
16,54956094,0.021,9,3608248
5,54956105,1.044,1,3608249
5,54956117,0.168,1,3608250
16,54960892,34,9,3608266
15,54960893,6,9,3608267
5,54960902,1.39,3,3608268
8,54970657,61,9,3608318
8,54970680,3,9,3608319
5,54970681,28,1,3608320
5,54971403,2,1,3608321
17,54971404,2,9,3608322
5,54971406,8,1,3608323
8,54971407,2,9,3608324
6,54971408,2,2,3608325
5,54971475,1,1,3608326
12,54971476,3,9,3608327
16,54954977,0.001,9,3608333
1,55045821,3.9,1,3612520
5,55045844,0.011,1,3612521
5,55032383,0.001,3,3612534
5,55032387,0.525,1,3612535
15,55036049,2,9,3612549
1,55043441,0.057,1,3612567
5,55043457,0.001,3,3612568
5,55033648,38.2,1,3612588
5,55033744,0.002,1,3612640
16,55043604,3304,9,3612676
5,55035076,1,1,3612685
1,55003447,1.025,1,3612710
5,55003454,0.003,1,3612711
5,54994943,2.17,1,3612744
1,55003477,2,1,3612772
16,55112483,0.001,1,3616930
16,55118610,4,9,3616963
2,55126815,0.25,1,3616985
2,55126846,0.63,1,3616986
5,55118650,3.954,1,3617029
