agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
602,AR0250200,AR0250200,Mammoth Spring Police Department,Mammoth Spring,1,City,,,484,Mammoth Spring,3,AR,126,Fulton,05049,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,2006,,2016,2013,2016,960,7,"Cities under 2,500",L,N,N,12,12,2,,,,2016,2,0,72554,36.383447,-91.819245
722,AR0590000,AR0590000,Prairie County Sheriff's Office,Prairie,2,County,,,,,3,AR,160,Prairie,05117,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,1960,,2016,2013,2016,4620,8D,"Non-MSA counties under 10,000",L,N,N,12,12,7,,,,2016,7,14,72040,34.828225,-91.557199
548,AR0110100,AR0110100,Corning Police Department,Corning,1,City,,,397,Corning,3,AR,112,Clay,05021,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,1971,,2016,2013,2016,3113,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,8,,,,2016,8,4,72422,36.367302,-90.418704
549,AR0110200,AR0110200,Piggott Police Department,Piggott,1,City,,,520,Piggott,3,AR,112,Clay,05021,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,1960,,2016,2013,2016,3614,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,8,0,72454,36.367302,-90.418704
759,AR0680400,AR0680400,Cherokee Village Police Department,Cherokee Village,1,City,,,392,Cherokee Village,3,AR,168,Sharp,05135,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,2000,,2016,2013,2016,4568,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,8,1,72525,36.173399,-91.471069
712,AR0560700,AR0560700,Weiner Police Department,Weiner,1,City,,,559,Weiner,3,AR,157,Poinsett,05111,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,2004,,2016,2013,2016,692,7,"Cities under 2,500",L,Y,N,12,12,6,,,,2016,1,0,72479,35.568981,-90.680595
692,AR0520100,AR0520100,Camden Police Department,Camden,1,City,,,385,Camden,3,AR,153,Ouachita,05103,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,1960,,2016,2013,2016,11423,5,"Cities from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,26,16,71701,33.591158,-92.878418
779,AR0721000,AR0721000,Elkins Police Department,Elkins,1,City,,,418,Elkins,3,AR,173,Washington,05143,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,2006,,2016,2013,2016,2949,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,7,,,,2016,6,0,72727,35.971209,-94.218417
797,AR0750200,AR0750200,Danville Police Department,Danville,1,City,,,400,Danville,3,AR,176,Yell,05149,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,1976,,2016,2013,2016,2368,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,5,1,72833,34.997713,-93.408303
656,AR0420000,AR0420000,Logan County Sheriff's Office,Logan,2,County,,,,,3,AR,143,Logan,05083,A,23355,ARUCR0001,Arkansas Crime Information Center,AR,1960,,2016,2013,2016,14484,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,9,,,,2016,13,17,72855,35.218549,-93.720563
