suspect_using_id,offense_id
4,52160100
4,52158488
4,52160101
4,52158489
4,52158780
4,52162969
4,52164183
4,52164184
4,52160102
4,52157171
4,52157172
4,52158519
4,52158520
4,52164203
4,52162993
4,52158521
4,52158490
4,52158491
3,52157173
4,52158492
1,52158493
4,52158505
4,52157305
4,52158506
4,52158786
4,52160113
4,52158494
4,52158781
4,52162970
4,52158495
4,52158496
4,52157174
4,52162982
4,52162983
4,52158785
4,52158507
4,52162994
4,52158782
4,52158497
4,52158498
4,52158499
4,52158783
4,52160103
4,52157181
4,52158787
4,52157306
4,52162985
4,52157293
4,52162971
4,52160104
4,52164186
4,52157294
4,52162972
4,52157295
4,52157296
4,52158500
4,52157182
4,52157307
4,52162984
3,52157308
4,52164195
4,52157309
3,52157310
4,52159553
4,52162987
4,52158522
4,52157297
4,52162973
4,52162974
4,52157175
4,52158784
4,52162975
4,52157176
4,52164187
4,52157177
4,52159554
4,52159555
4,52157183
4,52162986
4,52160108
4,52157184
4,52159556
4,52157311
4,52162988
4,52158508
1,52157185
4,52157186
4,52164196
4,52157312
4,52162990
3,52160110
4,52164188
4,52162976
4,52157298
4,52157299
4,52164189
4,52164190
4,52158501
4,52158502
4,52164191
4,52160105
1,52160109
4,52162989
4,52158509
4,52164197
1,52157187
4,52158510
4,52157313
4,52164198
4,52164185
4,52157178
4,52162977
4,52162978
4,52158503
4,52162979
4,52162980
4,52158511
4,52157188
4,52164199
3,52157314
4,52164200
1,52157315
4,52158512
4,52160106
4,52157179
4,52157300
4,52164192
4,52162981
1,52159557
1,52159558
4,52157316
4,52158513
4,52157317
4,52157318
4,52159559
4,52158514
4,52164201
4,52157180
4,52158515
4,52164202
4,52162991
4,52159560
4,52160111
4,52159561
4,52158516
4,52157319
4,52160112
4,52158517
4,52159562
4,52160116
4,52157301
4,52164193
4,52164194
4,52162992
4,52157320
4,52158518
4,52157189
4,52160114
4,52160115
4,52157190
4,52157321
4,52160107
4,52157302
4,52157303
4,52158504
4,52157304
4,52158523
4,52158524
4,52160117
4,52157191
4,52158525
4,52159563
4,52162995
