"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2018,109697074,123443641
2018,109697074,123443642
2018,109701871,123443640
2018,109701871,123443642
2018,109697086,123448199
2018,109697095,123443661
2018,109697122,123443691
2018,109697138,123443704
2018,109697156,123448270
2018,109697162,123443730
2018,109697191,123443766
2018,109701992,123448327
2018,109702059,123448402
2018,109697270,123443845
2018,109702059,123443845
2018,109702088,123443866
2018,109697309,123443893
2018,109697341,123448487
2018,109702151,123443937
2018,109702150,123443937
2018,109702173,123448515
2018,109702198,123443981
2018,109697392,123448531
2018,109702208,123448546
2018,109697425,123448564
2018,109697431,123448569
2018,109697455,123444053
2018,109702287,123444057
2018,109702291,123444058
2018,109702294,123444058
2018,109697478,123448631
2018,109702324,123448634
2018,109697490,123444104
2018,109702350,123444112
2018,109697518,123448671
2018,109697519,123448675
2018,109702380,123444138
2018,109702386,123448685
2018,109702385,123448685
2018,109702391,123448693
2018,109697545,123448708
2018,109697549,123444160
2018,109697591,123448744
2018,109697596,123444206
2018,109697612,123448779
2018,109697612,123448777
2018,109702479,123444233
2018,109697642,123444252
2018,109697643,123444252
2018,109697663,123448854
2018,105835272,119546274
2018,105835272,119546255
2018,105835341,119546348
2018,105835358,119546339
2018,105835359,119546345
2018,105835651,119546645
2018,105835861,119546857
2018,105835976,119546965
2018,105836055,119547056
2018,105836099,119547087
2018,105836251,119547257
2018,105836269,119547272
2018,105836269,119547271
2018,105836307,119547328
2018,105836414,119547442
2018,105836495,119547517
2018,105836497,119547517
2018,110657847,124384256
2018,110657847,124407548
2018,110657863,124390735
2018,110657873,124407567
2018,110657873,124407568
2018,110657875,124407561
2018,110657869,124407561
2018,110657876,124407563
2018,110657869,124384260
2018,110657871,124407561
2018,110657870,124384260
2018,110634394,124407561
2018,110657872,124407561
2018,110657888,124407585
2018,110634399,124384265
2018,110657904,124384266
2018,110657963,124407664
2018,110657974,124407679
2018,110634409,124390744
2018,110658005,124407708
2018,110658022,124407726
2018,110658032,124407736
2018,110658041,124407738
2018,110658042,124407738
2018,110634414,124407738
2018,110658044,124407738
2018,110658043,124407738
2018,110658037,124407738
2018,110658036,124407738
2018,110658053,124407749
2018,110658053,124407748
2018,106213621,119930254
2018,106213718,119930340
2018,106213718,119930342
2018,106214005,119930626
2018,106214059,119930669
2018,106214059,119930679
2018,106214057,119930672
2018,106214061,119930675
2018,106214111,119930728
2018,106214190,119930824
2018,106214311,119930942
2018,106214438,119931076
2018,106214519,119931159
2018,106214606,119931246
2018,106214973,119931615
2018,106214973,119931620
2018,106213585,119930211
2018,106213594,119930211
2018,106213586,119930211
2018,106213631,119930269
2018,106213651,119930281
2018,106213655,119930285
2018,106213712,119930346
2018,106213841,119930444
2018,106213872,119930500
2018,106214064,119930683
2018,106214235,119930869
2018,106214287,119930915
2018,106214403,119931035
2018,106214405,119931035
2018,106214483,119931124
2018,106214783,119931430
2018,106214840,119931483
2018,106214876,119931517
2018,106214876,119931513
2018,106214935,119931587
2018,106214995,119931645
2018,106215486,119932116
2018,106215644,119932280
2018,106215734,119932367
2018,106215817,119932448
2018,106215847,119932478
2018,106215884,119932514
2018,106215907,119932533
2018,106215907,119932536
2018,106216093,119932700
2018,106216090,119932700
2018,106216202,119932818
2018,106216275,119932902
2018,106628646,120348568
2018,106628644,120348568
2018,106628664,120348588
2018,106628664,120348587
