year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2009,Michigan,MI,8524,MI3120000,Adams Township,1987,7,"Cities under 2,500",0,0,0,0,1,1,1
2009,Michigan,MI,8668,MI4620200,Adrian,21295,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2009,Michigan,MI,8669,MI4620300,Adrian Township,7422,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8642,MI4220300,Ahmeek,144,7,"Cities under 2,500",0,0,0,0,1,1,1
2009,Michigan,MI,8999,MI7920400,Akron,429,7,"Cities under 2,500",0,0,0,0,0,0,0
2009,Michigan,MI,8926,MI7355200,Albee-Maple Grove,2579,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,1
2009,Michigan,MI,8943,MI7392900,Albee Township,2214,7,"Cities under 2,500",0,0,0,0,1,1,1
2009,Michigan,MI,8789,MI6020600,Albert Township,2650,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,1
2009,Michigan,MI,8378,MI1320700,Albion,9100,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8287,MI0110100,Alcona,11493,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
2009,Michigan,MI,8291,MI0210200,Alger,7069,8D,"Non-MSA counties under 10,000",1,12,1,12,0,1,1
2009,Michigan,MI,8946,MI7420900,Algonac,4532,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8295,MI0321000,Allegan,4826,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8294,MI0310300,Allegan,87036,8B,"Non-MSA counties from 25,000 thru 99,999",1,12,1,12,0,1,1
2009,Michigan,MI,9045,MI8221200,Allen Park,25658,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2009,Michigan,MI,8509,MI2921300,Alma,9215,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8649,MI4421400,Almont,2737,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8307,MI0421500,Alpena,10378,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2009,Michigan,MI,8306,MI0410400,Alpena,18834,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
2009,Michigan,MI,8575,MI3621600,Alpha,173,7,"Cities under 2,500",0,0,0,0,1,1,1
2009,Michigan,MI,9030,MI8121800,Ann Arbor,114367,2,"Cities from 100,000 thru 249,000",1,12,1,12,0,1,1
2009,Michigan,MI,8309,MI0510500,Antrim,19010,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
2009,Michigan,MI,9000,MI7922200,Arbela Township,3250,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,1
2009,Michigan,MI,8316,MI0610600,Arenac,14226,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
2009,Michigan,MI,8461,MI2521900,Argentine Township,7099,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8701,MI5022000,Armada,1661,7,"Cities under 2,500",1,12,1,12,0,1,1
2009,Michigan,MI,8462,MI2522100,Atlas Township,6016,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,1
2009,Michigan,MI,8334,MI0922300,Auburn,2034,7,"Cities under 2,500",1,12,1,12,0,1,1
2009,Michigan,MI,8859,MI6385100,Auburn Hills,21021,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2009,Michigan,MI,8607,MI3922600,Augusta,852,7,"Cities under 2,500",0,0,0,0,0,0,0
2009,Michigan,MI,8535,MI3222800,Bad Axe,3029,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8985,MI7823000,Bancroft,584,7,"Cities under 2,500",0,0,0,0,0,0,0
2009,Michigan,MI,9015,MI8023100,Bangor,1828,7,"Cities under 2,500",1,12,1,12,0,1,1
2009,Michigan,MI,8321,MI0723200,Baraga,1175,7,"Cities under 2,500",0,0,0,0,0,0,0
2009,Michigan,MI,8320,MI0710700,Baraga,5422,8D,"Non-MSA counties under 10,000",0,6,0,6,0,0,0
2009,Michigan,MI,8324,MI0810800,Barry,40658,9B,"MSA counties from 25,000 thru 99,999",1,12,1,12,0,1,1
2009,Michigan,MI,8746,MI5423800,Barryton ,369,7,"Cities under 2,500",0,5,0,5,0,0,0
2009,Michigan,MI,8325,MI0823400,Barry Township,3537,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2009,Michigan,MI,8419,MI1923600,Bath Township,11886,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2009,Michigan,MI,8379,MI1323700,Battle Creek,61139,3,"Cities from 50,000 thru 99,000",1,12,1,12,0,1,1
2009,Michigan,MI,8380,MI1323800,Battle Creek Township,0,7,"Cities under 2,500",0,0,0,0,1,1,1
2009,Michigan,MI,8333,MI0910900,Bay,56499,9B,"MSA counties from 25,000 thru 99,999",1,12,1,12,0,1,1
2009,Michigan,MI,8335,MI0923900,Bay City,33572,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2009,Michigan,MI,9101,MIDI05400,Bay Mills Tribal,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2009,Michigan,MI,8494,MI2624200,Beaverton,1054,7,"Cities under 2,500",1,12,1,12,0,1,1
2009,Michigan,MI,8381,MI1324300,Bedford Township,9229,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,1
