criminal_act_id,offense_id
6,4304331
5,4304361
6,4304361
6,4304369
8,4304369
5,4304366
6,4304403
6,4304404
6,4304410
6,4304411
6,4304523
6,4304509
6,4304482
6,4304573
6,4304574
6,4304423
6,4304424
6,4304649
6,4304650
6,4304651
6,4304644
6,4304645
6,4304442
6,4304440
6,4304441
6,4304436
6,4304437
6,4304438
6,4304472
6,4304470
6,4304471
6,4304461
6,4304462
6,4304459
6,4304460
6,4304455
6,4304456
6,4304454
6,4304450
6,4304508
6,4304486
6,4304481
6,4304480
3,4304534
6,4304525
6,4304520
6,4304521
6,4304518
6,4304516
6,4304517
6,4304504
6,4304505
6,4304498
6,4304496
6,4304595
6,4304596
6,4304545
6,4304540
6,4304538
6,4304539
6,4304532
6,4304533
6,4304531
6,4304528
6,4304594
6,4304591
6,4304588
6,4304589
6,4304586
6,4304587
6,4304577
6,4304578
6,4304576
6,4304571
6,4304572
6,4304570
6,4304563
6,4304561
6,4304562
6,4304553
6,4304609
6,4304652
6,4304653
6,4304628
6,4304643
6,4304640
6,4304638
6,4304639
6,4304637
6,4304633
6,4304634
6,4304630
6,4304682
6,4304680
6,4304681
6,4304678
6,4304679
6,4304674
6,4304673
6,4304670
6,4304711
6,4304712
1,4304705
6,4304701
6,4304702
6,4304699
6,4304700
3,4304696
6,4304697
3,4304694
6,4304695
6,4304692
6,4304693
6,4304690
6,4304691
6,4304686
1,4304772
8,4304761
6,4304758
6,4304759
6,4304755
6,4304746
6,4304736
6,4304730
1,4305030
6,4304805
6,4304806
6,4304791
6,4304792
6,4304789
6,4304779
1,4304998
6,4304908
3,4304853
3,4304852
3,4304850
3,4304848
3,4304846
3,4304845
3,4304842
3,4304837
3,4304836
3,4304832
6,4304997
6,4304911
6,4304910
3,4304909
6,4304906
6,4304907
6,4304902
3,4304891
3,4304890
3,4304874
3,4304869
3,4304864
6,4304863
6,4304861
6,4304857
6,4304858
3,4304851
6,4304957
6,4304955
3,4304950
6,4304937
6,4304938
6,4304929
6,4304928
6,4304924
6,4304918
6,4304919
6,4305018
1,4305014
6,4305001
6,4304979
6,4304978
6,4305132
1,4305118
6,4305099
6,4305100
6,4305101
6,4305091
6,4305090
6,4305108
6,4305107
6,4305102
1,4270796
1,4270921
6,4270910
1,4270900
6,4270889
1,4270873
1,4270871
1,4270868
1,4270763
5,4270763
6,4271057
6,4271022
6,4271017
6,4270987
1,4270969
8,4271216
3,4271216
8,4271188
6,4271189
6,4271151
6,4271152
1,4271125
8,4271125
6,4271109
6,4271343
6,4271318
1,4271052
6,4271495
6,4271494
1,4271478
6,4271461
6,4271454
1,4271435
6,4271424
6,4271380
1,4271637
8,4271631
6,4271617
1,4271598
1,4271594
6,4271583
6,4271542
1,4271811
2,4271792
6,4271913
6,4271878
1,4271861
1,4271841
6,4271824
6,4272096
6,4272054
1,4272037
6,4272035
6,4272015
6,4272004
6,4272005
6,4271999
6,4271997
6,4271998
1,4272251
6,4272220
6,4272173
6,4272174
4,4272169
6,4272162
6,4272163
6,4272155
1,4272140
6,4272382
6,4272363
6,4272325
6,4272326
6,4272530
8,4272476
6,4276048
6,4276038
6,4276037
6,4276030
6,4276031
1,4276070
1,4276164
6,4276108
6,4276104
6,4276105
6,4276100
1,4276097
6,4276094
6,4276092
6,4276091
6,4276090
6,4276089
6,4276082
6,4276081
6,4276080
6,4276079
6,4276076
6,4276075
6,4276073
6,4276074
1,4276156
3,4276123
6,4276120
6,4276118
6,4276119
6,4276110
6,4276185
6,4276186
6,4276178
6,4276179
6,4276240
6,4276223
6,4276224
8,4276214
6,4276215
6,4276204
6,4276205
1,4276202
6,4276196
6,4276195
6,4276193
6,4276297
6,4276283
6,4276284
6,4276279
6,4276277
6,4276276
6,4276270
6,4276271
6,4276261
6,4276262
6,4276250
6,4276249
6,4276247
6,4276248
6,4276244
5,4276242
6,4276317
6,4276315
6,4276314
6,4276291
5,4276288
6,4276342
6,4276339
6,4276331
6,4276332
6,4276330
6,4276322
6,4276320
6,4276380
6,4276381
6,4276375
6,4276376
6,4276368
6,4276367
6,4276364
3,4276356
1,4276409
6,4276403
6,4276394
6,4276395
6,4276415
6,4276423
1,4276444
6,4276450
6,4276451
8,4276448
6,4276449
6,4276477
6,4276473
6,4276474
6,4276458
6,4276459
1,4276483
6,4276499
6,4276515
6,4276529
6,4276528
6,4276559
6,4276560
6,4276558
8,4276553
8,4276554
6,4276642
8,4276642
6,4276643
8,4276716
6,4276712
6,4276713
1,4276784
6,4276780
6,4276790
6,4276787
3,4276801
6,4276798
6,4276797
5,4276844
6,4276832
3,4276828
6,4276828
8,4276828
6,4276829
8,4276829
3,4276822
4,4276822
8,4276822
3,4276919
6,4276919
8,4276919
3,4276879
3,4276872
6,4276867
8,4276917
3,4276899
6,4276899
6,4276932
1,4276911
6,4276911
6,4276912
6,4276967
8,4276967
6,4276966
3,4276966
6,4276982
8,4276982
6,4276983
1,4276980
3,4277020
8,4277020
3,4277007
6,4277007
6,4277028
6,4277029
6,4277030
6,4277046
6,4277047
8,4277041
6,4277039
1,4277083
8,4277073
6,4277121
8,4277086
6,4277152
6,4277153
6,4277146
6,4277136
6,4277192
6,4277182
7,4277258
7,4277241
6,4277235
6,4277234
6,4277233
3,4277224
6,4277207
6,4277294
5,4277285
7,4277259
6,4277385
5,4277337
6,4277324
6,4277325
6,4277401
6,4277402
3,4277392
2,4277376
2,4277377
6,4277375
6,4277361
6,4277362
8,4277441
2,4277433
6,4277434
6,4277469
6,4277464
6,4277459
1,4277840
3,4277527
6,4277783
6,4277784
6,4277571
6,4277541
5,4277559
5,4277555
6,4277848
6,4277592
6,4277588
8,4277588
6,4277589
6,4277585
6,4277580
6,4277575
6,4277808
6,4277805
6,4277649
6,4277650
1,4277845
5,4277708
7,4277708
6,4277828
7,4277740
6,4277741
1,4277736
3,4277735
5,4277727
6,4277750
3,4277723
2,4277723
1,4277847
6,4277776
6,4277926
3,4277926
6,4277927
3,4277927
8,4278261
6,4277942
8,4277941
6,4277937
6,4278042
8,4278042
8,4278026
8,4278021
6,4278021
6,4278022
6,4278019
8,4278077
3,4278111
6,4278158
6,4278152
6,4278123
6,4278119
7,4278119
6,4278195
8,4278226
1,4278226
6,4278270
3,4278270
6,4278271
6,4278265
8,4278265
6,4278266
8,4278262
6,4278285
6,4278286
8,4278327
8,4278346
6,4278346
6,4278347
6,4278336
6,4278355
8,4278355
8,4278372
1,4278372
6,4278369
8,4278366
6,4278366
8,4278367
6,4278367
6,4278441
6,4278424
6,4278423
8,4278423
1,4278419
8,4278420
1,4278420
6,4278420
8,4278445
