"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
71462017,7146,2017,"LA0030000","LA0030000","","N","N",,"I","ASCENSION","ASCENSION CO SO DONALDSONVILLE","Ascension","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",112455,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",226,6,232,48,49,97,0,0,01-JAN-02,01-JAN-03,,,,,"N","ASCENSION","Baton Rouge, LA","Y","Y","Y"
71482017,7148,2017,"LA0030200","LA0030200","","N","N",,"I","GONZALES","GONZALES PD","Gonzales","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",11012,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",44,0,44,0,5,5,0,0,01-JAN-02,01-JAN-11,,,,,"N","ASCENSION","Baton Rouge, LA","Y","Y","Y"
71652017,7165,2017,"LA0080000","LA0080000","","N","N",,"I","BOSSIER","BOSSIER CO SO BENTON","Bossier","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",51434,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",266,26,292,42,45,87,0,0,01-JAN-02,01-JAN-04,,,,,"N","BOSSIER","Shreveport-Bossier City, LA","Y","Y","Y"
71712017,7171,2017,"LA0090000","LA0090000","","N","N",,"I","CADDO","CADDO CO SO SHREVEPORT","Caddo","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",47692,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",331,33,364,82,240,322,0,0,01-JAN-02,01-JAN-04,,,,,"N","CADDO","Shreveport-Bossier City, LA","Y","Y","Y"
71772017,7177,2017,"LA0100000","LA0100000","","N","N",,"I","CALCASIEU","CALCASIEU CO SO LAKE CHARLES","Calcasieu","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",88545,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",551,0,551,280,0,280,0,0,01-JAN-02,01-JAN-09,,,,,"N","CALCASIEU","Lake Charles, LA","Y","Y","Y"
71822017,7182,2017,"LA0100500","LA0100500","","N","N",,"I","WESTLAKE","WESTLAKE PD","Westlake","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",4676,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-02,01-JAN-06,,,,,"N","CALCASIEU","Lake Charles, LA","Y","Y","Y"
71872017,7187,2017,"LA0120000","LA0120000","","N","N",,"I","CAMERON","CAMERON CO SO CAMERON","Cameron","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",6848,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-02,01-JAN-05,,,,,"N","CAMERON","Lake Charles, LA","Y","Y","Y"
71922017,7192,2017,"LA0140000","LA0140000","","N","N",,"I","CLAIBORNE","CLAIBORNE CO SO HOMER","Claiborne","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",13773,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",19,22,41,19,27,46,0,0,01-JAN-02,01-APR-09,,,,,"N","CLAIBORNE","Non-MSA","Y","Y","Y"
72032017,7203,2017,"LA0170100","LA0170100","","N","N",,"I","BAKER","BAKER PD","Baker","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",13584,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",25,0,25,2,5,7,0,0,01-JAN-02,01-JAN-03,,,,,"N","EAST BATON ROUGE","Baton Rouge, LA","Y","Y","Y"
72092017,7209,2017,"LA0180000","LA0180000","","N","N",,"I","EAST CARROLL","EAST CARROLL CO SO LAKE PROVIDENCE","East Carroll","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",3517,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",13,10,23,1,17,18,0,0,01-JAN-02,01-JAN-03,,,,,"N","EAST CARROLL","Non-MSA","Y","Y","Y"
