year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2004,Kentucky,KY,6500,KY0010000,Adair,13397,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6887,KY0710300,Adairville,923,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6632,KY0270100,Albany,2270,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6679,KY0371400,Alcohol Beverage Control Enforcement Division,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6591,KY0190700,Alexandria,8262,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
2004,Kentucky,KY,6668,KY0360500,Allen,151,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6504,KY0020000,Allen,13944,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6783,KY0560500,Anchorage,2474,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6507,KY0030000,Anderson,10638,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6509,KY0030200,Anderson County Police Department,0,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6541,KY0100100,Ashland,21638,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Kentucky,KY,6886,KY0710200,Auburn,1478,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6792,KY0561900,Audubon Park,1543,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6553,KY0120100,Augusta,1230,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6511,KY0040000,Ballard,6506,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6848,KY0610100,Barbourville,3517,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6970,KY0900100,Bardstown,10529,5,"Cities from 10,000 thru 24,999",0,9,0,0,0,0,0
2004,Kentucky,KY,6602,KY0200100,Bardwell,801,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6513,KY0040200,Barlow,710,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6516,KY0050000,Barren,23229,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6522,KY0060000,Bath,9966,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6862,KY0650100,Beattyville,1186,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6981,KY0920200,Beaver Dam,3075,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
2004,Kentucky,KY,6525,KY0070000,Bell,17747,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6723,KY0451000,Bellefonte,836,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6585,KY0190100,Bellevue,6180,6,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0
2004,Kentucky,KY,6744,KY0480600,Benham,564,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6926,KY0790100,Benton,4193,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Kentucky,KY,6912,KY0760100,Berea,11336,5,"Cities from 10,000 thru 24,999",0,0,0,0,0,0,0
2004,Kentucky,KY,6971,KY0900200,Bloomfield,862,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6529,KY0080000,Boone,72945,9B,"MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6530,KY0080100,Boone County Police Department,0,9D,"MSA counties under 10,000",0,0,0,0,1,1,0
2004,Kentucky,KY,6995,KY0950100,Booneville,110,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6535,KY0090000,Bourbon,9559,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,7083,KY1140100,Bowling Green,51009,3,"Cities from 50,000 thru 99,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6540,KY0100000,Boyd,26333,9B,"MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6543,KY0100300,Boyd County Police Department,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6547,KY0110000,Boyle,9697,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6552,KY0120000,Bracken,6710,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6939,KY0820100,Brandenburg,2173,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6556,KY0130000,Breathitt,13535,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6559,KY0140000,Breckinridge,14174,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,7032,KY1020300,Brodhead,1193,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6832,KY0591500,Bromley,805,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6554,KY0120200,Brooksville,605,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6644,KY0310100,Brownsville,939,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6936,KY0810300,Buffalo Trace-Gateway Narcotics Task Force,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6564,KY0150000,Bullitt,36347,9B,"MSA counties from 25,000 thru 99,999",0,10,0,0,0,0,0
2004,Kentucky,KY,6572,KY0151000,Bullitt County Constable District 3,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2004,Kentucky,KY,6568,KY0150400,Bullitt Police Department,0,9D,"MSA counties under 10,000",0,0,0,0,1,0,0
2004,Kentucky,KY,6946,KY0840200,Burgin,886,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6638,KY0290100,Burkesville,1777,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,7019,KY1000200,Burnside,663,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6574,KY0160000,Butler,10727,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6999,KY0960200,Butler,630,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,7072,KY1110100,Cadiz,2460,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6577,KY0170000,Caldwell,6473,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6907,KY0750100,Calhoun,818,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6580,KY0180000,Calloway,19493,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6927,KY0790200,Calvert City,2742,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Kentucky,KY,6584,KY0190000,Campbell,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2004,Kentucky,KY,6586,KY0190200,Campbell County Police Department,17168,9C,"MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Kentucky,KY,6762,KY0520400,Campbellsburg,711,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,7063,KY1090100,Campbellsville,10762,5,"Cities from 10,000 thru 24,999",0,10,0,0,0,0,0
2004,Kentucky,KY,7105,KY1190100,Campton,408,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6709,KY0430200,Caneyville,641,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6601,KY0200000,Carlisle,4620,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6976,KY0910100,Carlisle,2016,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6604,KY0210000,Carroll,6472,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6605,KY0210100,Carrollton,3828,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Kentucky,KY,6607,KY0220000,Carter,21516,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6610,KY0220300,Carter County Police Department,0,8D,"Non-MSA counties under 10,000",0,0,0,0,1,1,0
2004,Kentucky,KY,6612,KY0230000,Casey,14202,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6542,KY0100200,Catlettsburg,1921,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6518,KY0050200,Cave City,1933,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6982,KY0920400,Centertown,416,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6965,KY0890200,Central City,5826,6,"Cities from 2,500 thru 9,999",0,10,0,0,0,0,0
2004,Kentucky,KY,6615,KY0240000,Christian,32341,9B,"MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6619,KY0240400,Christian County Police Department,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6533,KY0080500,Cincinnati-Northern Kentucky International Airport,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6623,KY0250000,Clark,17700,9C,"MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6710,KY0430300,Clarkson,814,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,7097,KY1170300,Clay,1174,7,"Cities under 2,500",0,1,0,0,0,0,0
2004,Kentucky,KY,6627,KY0260000,Clay,22833,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,7015,KY0990200,Clay City,1323,7,"Cities under 2,500",0,2,0,0,0,0,0
2004,Kentucky,KY,6631,KY0270000,Clinton,7401,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6765,KY0530100,Clinton,1396,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6561,KY0140200,Cloverport,1257,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6593,KY0190900,Cold Spring,4805,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6501,KY0010100,Columbia,4180,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,7101,KY1180100,Corbin,7986,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6699,KY0410300,Corinth,186,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6756,KY0510200,Corydon,758,7,"Cities under 2,500",0,0,0,0,1,0,0
2004,Kentucky,KY,6819,KY0590100,Covington,42978,4,"Cities from 25,000 thru 49,999",0,0,0,0,0,0,0
2004,Kentucky,KY,6879,KY0690300,Crab Orchard,866,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6837,KY0592200,Crescent Park,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6827,KY0590900,Crescent Springs,3991,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6599,KY0191600,Crestview,474,7,"Cities under 2,500",0,0,0,0,1,1,1
2004,Kentucky,KY,6700,KY0410400,Crittenden,2523,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,0
2004,Kentucky,KY,6634,KY0280000,Crittenden,6046,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2004,Kentucky,KY,6617,KY0240200,Crofton,799,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6739,KY0480100,Cumberland,2396,7,"Cities under 2,500",0,1,0,0,0,0,0
2004,Kentucky,KY,6637,KY0290000,Cumberland,5431,8D,"Non-MSA counties under 10,000",0,0,0,0,0,0,0
2004,Kentucky,KY,6748,KY0490100,Cynthiana,6303,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6548,KY0110100,Danville,15398,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6640,KY0300000,Daviess,38488,9B,"MSA counties from 25,000 thru 99,999",1,12,1,12,0,1,1
2004,Kentucky,KY,6769,KY0540200,Dawson Springs,2998,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6587,KY0190300,Dayton,5716,6,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0
2004,Kentucky,KY,6840,KY0592800,Dixie Police Authority,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6800,KY0564600,Douglass Hills,5687,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,0
2004,Kentucky,KY,6698,KY0410200,Dry Ridge,2082,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6770,KY0540300,Earlington,1610,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6914,KY0760300,Eastern Kentucky University,0,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6892,KY0720200,Eddyville,2369,7,"Cities under 2,500",1,12,1,12,0,1,1
2004,Kentucky,KY,6833,KY0591700,Edgewood,9251,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6643,KY0310000,Edmonson,11011,9C,"MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6949,KY0850100,Edmonton,1589,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6730,KY0470100,Elizabethtown,23398,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,7008,KY0980200,Elkhorn City,1045,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,7067,KY1100100,Elkton,1977,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6646,KY0320000,Elliott,6982,8D,"Non-MSA counties under 10,000",0,0,0,0,0,0,0
2004,Kentucky,KY,6820,KY0590200,Elsmere,8114,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6760,KY0520200,Eminence,2257,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6821,KY0590300,Erlanger,16941,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6649,KY0330000,Estill,11852,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,7020,KY1000300,Eubank,366,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6743,KY0480500,Evarts,1075,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6834,KY0591800,Fairview,151,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6998,KY0960100,Falmouth,2117,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6653,KY0340000,Fayette,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2004,Kentucky,KY,6656,KY0340400,Fayette County Schools,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2004,Kentucky,KY,6678,KY0371200,Fish and Wildlife Enforcement,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6544,KY0100400,FIVCO Area Drug Task Force,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6716,KY0450100,Flatwoods,7645,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6871,KY0670400,Fleming,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2004,Kentucky,KY,6660,KY0350000,Fleming,11359,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6870,KY0670300,Fleming-Neon,824,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Kentucky,KY,6661,KY0350100,Flemingsburg,3118,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6531,KY0080200,Florence,24857,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6663,KY0360000,Floyd,36743,8B,"Non-MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6669,KY0360600,Floyd County Constable District 1,0,8D,"Non-MSA counties under 10,000",0,0,0,0,0,0,0
2004,Kentucky,KY,6676,KY0370800,Forestry Enforcement,0,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Kentucky,KY,6831,KY0591300,Fort Mitchell,7875,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6588,KY0190400,Fort Thomas,16128,5,"Cities from 10,000 thru 24,999",0,0,0,0,0,0,0
2004,Kentucky,KY,6822,KY0590400,Fort Wright,5618,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6672,KY0370100,Frankfort,27595,4,"Cities from 25,000 thru 49,999",1,12,0,0,0,1,0
2004,Kentucky,KY,6671,KY0370000,Franklin,20784,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
